,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
75,left,short,right,long,True,1620.0,incorrect,S,1077.0,1459378.0,1479399.0,1459378.0
76,right,long,right,long,True,2400.0,correct,S,792.0,1479399.0,1501508.0,1479399.0
77,,,right,long,False,2400.0,broken,S,,1501508.0,1522996.0,1501508.0
78,left,short,right,long,True,2400.0,incorrect,S,854.0,1522996.0,1553984.0,1522996.0
79,right,long,right,long,True,1740.0,correct,S,743.0,1553984.0,1571099.0,1553984.0
80,left,short,left,short,True,600.0,broken,S,1019.0,1571099.0,1583234.0,1571099.0
81,,,right,long,False,2400.0,broken,S,,1583234.0,1603326.0,1583234.0
82,right,long,right,long,True,1950.0,correct,S,728.0,1603326.0,1613536.0,1603326.0
83,,,right,long,False,1740.0,broken,S,,1613536.0,1641254.0,1613536.0
84,left,short,left,short,True,1260.0,correct,S,1058.0,1641254.0,1651553.0,1641254.0
85,right,long,right,long,True,2400.0,correct,S,707.0,1651553.0,1667706.0,1651553.0
86,right,long,right,long,True,2400.0,correct,S,757.0,1667706.0,1680169.0,1667706.0
87,left,short,left,short,True,600.0,correct,S,877.0,1680169.0,1692866.0,1680169.0
88,right,long,left,short,True,1260.0,incorrect,S,732.0,1692866.0,1714572.0,1692866.0
89,right,long,right,long,True,1950.0,correct,S,1808.0,1714572.0,1725657.0,1714572.0
90,left,short,left,short,True,1380.0,correct,S,717.0,1725657.0,1752269.0,1725657.0
91,left,short,left,short,True,600.0,broken,S,853.0,1752269.0,1764823.0,1752269.0
92,left,short,left,short,True,1050.0,correct,S,932.0,1764823.0,1776629.0,1764823.0
93,right,long,right,long,True,1950.0,correct,S,617.0,1776629.0,1792564.0,1776629.0
94,left,short,left,short,True,600.0,correct,S,764.0,1792564.0,1802685.0,1792564.0
95,left,short,left,short,True,1260.0,broken,S,979.0,1802685.0,1812880.0,1802685.0
96,left,short,right,long,True,1740.0,incorrect,S,775.0,1812880.0,1833536.0,1812880.0
97,right,long,right,long,True,2400.0,correct,S,664.0,1833536.0,1844232.0,1833536.0
98,right,long,right,long,True,2400.0,correct,S,699.0,1844232.0,1864870.0,1844232.0
99,right,long,right,long,True,2400.0,broken,S,763.0,1864870.0,1878251.0,1864870.0
100,right,long,right,long,True,2400.0,correct,S,1352.0,1878251.0,1891393.0,1878251.0
101,left,short,left,short,True,1380.0,correct,S,723.0,1891393.0,1909275.0,1891393.0
102,left,short,left,short,True,1260.0,correct,S,785.0,1909275.0,1920764.0,1909275.0
103,left,short,left,short,True,600.0,correct,S,1014.0,1920764.0,1932036.0,1920764.0
104,,,left,short,False,1380.0,broken,S,,1932036.0,1952900.0,1932036.0
105,left,short,left,short,True,1260.0,correct,S,649.0,1952900.0,1963897.0,1952900.0
106,left,short,left,short,True,600.0,correct,S,1089.0,1963897.0,1981865.0,1963897.0
107,right,long,right,long,True,1620.0,correct,S,956.0,1981865.0,1992638.0,1981865.0
108,left,short,left,short,True,600.0,correct,S,765.0,1992638.0,2006776.0,1992638.0
109,left,short,left,short,True,1050.0,correct,S,955.0,2006776.0,2016788.0,2006776.0
110,,,right,long,False,1620.0,broken,S,,2016788.0,2045845.0,2016788.0
111,left,short,left,short,True,1260.0,correct,S,859.0,2045845.0,2059381.0,2045845.0
112,left,short,left,short,True,600.0,correct,S,853.0,2059381.0,2086376.0,2059381.0
113,right,long,right,long,True,1950.0,broken,S,754.0,2086376.0,2100333.0,2086376.0
114,right,long,right,long,True,2400.0,correct,S,1097.0,2100333.0,2110582.0,2100333.0
115,,,left,long,False,2400.0,broken,N,,2110582.0,2135370.0,2110582.0
116,left,long,right,short,True,1380.0,incorrect,N,929.0,2135370.0,2189371.0,2135370.0
117,right,short,right,short,True,1380.0,correct,N,1264.0,2189371.0,2276968.0,2189371.0
118,,,right,short,False,1380.0,broken,N,,2276968.0,2302587.0,2276968.0
119,left,long,left,long,True,1620.0,correct,N,935.0,2302587.0,2414461.0,2302587.0
120,left,long,left,long,True,2400.0,correct,N,748.0,2414461.0,2430645.0,2414461.0
121,right,short,right,short,True,1380.0,correct,N,734.0,2430645.0,2444016.0,2430645.0
122,right,short,right,short,True,600.0,correct,N,1158.0,2444016.0,2454338.0,2444016.0
123,left,long,left,long,True,1740.0,correct,N,710.0,2454338.0,2468160.0,2454338.0
124,left,long,left,long,True,1740.0,correct,N,732.0,2468160.0,2478001.0,2468160.0
125,right,short,left,long,True,1950.0,incorrect,N,887.0,2478001.0,2509760.0,2478001.0
126,left,long,left,long,True,1620.0,correct,N,733.0,2509760.0,2519256.0,2509760.0
127,left,long,left,long,True,1620.0,correct,N,752.0,2519256.0,2540135.0,2519256.0
128,left,long,left,long,True,1950.0,correct,N,705.0,2540135.0,2554253.0,2540135.0
129,left,long,right,short,True,1380.0,incorrect,N,1057.0,2554253.0,2581958.0,2554253.0
130,right,short,right,short,True,1380.0,correct,N,1535.0,2581958.0,2593291.0,2581958.0
131,right,short,right,short,True,600.0,correct,N,975.0,2593291.0,2612922.0,2593291.0
132,,,right,short,False,1050.0,broken,N,,2612922.0,2635414.0,2612922.0
133,,,left,long,False,2400.0,broken,N,,2635414.0,2656492.0,2635414.0
134,left,long,right,short,True,1260.0,incorrect,N,943.0,2656492.0,2676832.0,2656492.0
135,,,left,long,False,1740.0,broken,N,,2676832.0,2696592.0,2676832.0
136,right,short,right,short,True,600.0,correct,N,983.0,2696592.0,2710476.0,2696592.0
137,left,long,right,short,True,1380.0,incorrect,N,706.0,2710476.0,2748571.0,2710476.0
138,right,short,right,short,True,1380.0,correct,N,739.0,2748571.0,2758470.0,2748571.0
139,,,left,long,False,1950.0,broken,N,,2758470.0,2789560.0,2758470.0
140,left,long,left,long,True,2400.0,broken,N,760.0,2789560.0,2799593.0,2789560.0
141,,,left,long,False,1620.0,broken,N,,2799593.0,2819330.0,2799593.0
142,,,left,long,False,2400.0,broken,N,,2819330.0,2838884.0,2819330.0
143,left,long,right,short,True,1260.0,broken,N,779.0,2838884.0,2862836.0,2838884.0
144,right,short,left,long,True,1620.0,incorrect,N,721.0,2862836.0,2884553.0,2862836.0
145,,,right,short,False,1050.0,broken,N,,2884553.0,2905105.0,2884553.0
146,right,short,right,short,True,600.0,broken,N,832.0,2905105.0,2916270.0,2905105.0
147,right,short,left,long,True,1620.0,incorrect,N,773.0,2916270.0,2937714.0,2916270.0
148,right,short,right,short,True,1050.0,correct,N,807.0,2937714.0,2947817.0,2937714.0
149,right,short,right,short,True,600.0,correct,N,623.0,2947817.0,2975992.0,2947817.0
150,left,long,left,long,True,1740.0,correct,N,802.0,2975992.0,2987864.0,2975992.0
151,left,long,left,long,True,1740.0,broken,N,812.0,2987864.0,2999174.0,2987864.0
152,right,short,left,long,True,1740.0,incorrect,N,855.0,2999174.0,3019001.0,2999174.0
153,right,short,right,short,True,1260.0,correct,N,749.0,3019001.0,3029242.0,3019001.0
154,left,long,left,long,True,1950.0,correct,N,887.0,3029242.0,3057192.0,3029242.0
155,left,long,right,short,True,1380.0,incorrect,N,1150.0,3057192.0,3080384.0,3057192.0
156,right,short,right,short,True,1050.0,correct,N,751.0,3080384.0,3089741.0,3080384.0
157,left,long,right,short,True,600.0,incorrect,N,704.0,3089741.0,3122445.0,3089741.0
158,right,short,right,short,True,600.0,correct,N,982.0,3122445.0,3131823.0,3122445.0
159,right,short,right,short,True,1380.0,correct,N,631.0,3131823.0,3150637.0,3131823.0
160,left,long,right,short,True,1380.0,incorrect,N,2163.0,3150637.0,3181828.0,3150637.0
161,right,short,right,short,True,1380.0,correct,N,612.0,3181828.0,3191201.0,3181828.0
162,right,short,right,short,True,1260.0,correct,N,707.0,3191201.0,3216990.0,3191201.0
163,left,long,left,long,True,1620.0,correct,N,856.0,3216990.0,3235866.0,3216990.0
164,left,long,left,long,True,1950.0,correct,N,794.0,3235866.0,3250752.0,3235866.0
165,left,long,left,long,True,1950.0,correct,N,1038.0,3250752.0,3265234.0,3250752.0
166,right,short,right,short,True,600.0,broken,N,632.0,3265234.0,3287242.0,3265234.0
167,right,short,right,short,True,1380.0,correct,N,677.0,3287242.0,3297159.0,3287242.0
168,right,long,left,short,True,1380.0,incorrect,S,815.0,3297159.0,3330489.0,3297159.0
169,,,left,short,False,1380.0,broken,S,,3330489.0,3351992.0,3330489.0
170,left,short,left,short,True,1380.0,correct,S,749.0,3351992.0,3362307.0,3351992.0
171,right,long,right,long,True,2400.0,correct,S,751.0,3362307.0,3384545.0,3362307.0
172,right,long,right,long,True,1950.0,broken,S,704.0,3384545.0,3396464.0,3384545.0
173,left,short,right,long,True,1740.0,incorrect,S,908.0,3396464.0,3416807.0,3396464.0
174,right,long,right,long,True,1620.0,correct,S,797.0,3416807.0,3427968.0,3416807.0
175,right,long,right,long,True,2400.0,correct,S,814.0,3427968.0,3455753.0,3427968.0
176,right,long,right,long,True,1950.0,correct,S,771.0,3455753.0,3471064.0,3455753.0
177,right,long,right,long,True,1950.0,broken,S,625.0,3471064.0,3494133.0,3471064.0
178,,,right,long,False,1950.0,broken,S,,3494133.0,3515043.0,3494133.0
179,right,long,right,long,True,2400.0,correct,S,686.0,3515043.0,3526274.0,3515043.0
180,right,long,right,long,True,1950.0,correct,S,773.0,3526274.0,3544062.0,3526274.0
181,left,short,left,short,True,600.0,broken,S,880.0,3544062.0,3564626.0,3544062.0
182,right,long,right,long,True,1950.0,broken,S,767.0,3564626.0,3575517.0,3564626.0
183,right,long,right,long,True,1740.0,broken,S,964.0,3575517.0,3613763.0,3575517.0
184,right,long,right,long,True,1740.0,broken,S,699.0,3613763.0,3625165.0,3613763.0
185,left,short,left,short,True,600.0,correct,S,834.0,3625165.0,3635453.0,3625165.0
186,right,long,right,long,True,1620.0,correct,S,662.0,3635453.0,3649473.0,3635453.0
187,left,short,left,short,True,1260.0,correct,S,868.0,3649473.0,3659420.0,3649473.0
188,left,short,left,short,True,1050.0,correct,S,764.0,3659420.0,3675702.0,3659420.0
189,right,long,right,long,True,1740.0,correct,S,733.0,3675702.0,3686736.0,3675702.0
190,left,short,left,short,True,1050.0,correct,S,898.0,3686736.0,3697726.0,3686736.0
191,left,short,left,short,True,1260.0,correct,S,848.0,3697726.0,3709815.0,3697726.0
192,right,long,right,long,True,2400.0,broken,S,662.0,3709815.0,3722272.0,3709815.0
193,right,long,right,long,True,1620.0,correct,S,620.0,3722272.0,3732025.0,3722272.0
194,right,long,right,long,True,1620.0,broken,S,608.0,3732025.0,3748096.0,3732025.0
195,right,long,right,long,True,2400.0,correct,S,896.0,3748096.0,3758096.0,3748096.0
196,right,long,right,long,True,1740.0,correct,S,681.0,3758096.0,3780955.0,3758096.0
197,left,short,left,short,True,1260.0,correct,S,879.0,3780955.0,3791086.0,3780955.0
198,left,short,left,short,True,1380.0,correct,S,964.0,3791086.0,3801505.0,3791086.0
199,left,short,right,long,True,1620.0,incorrect,S,1096.0,3801505.0,3831113.0,3801505.0
200,left,short,right,long,True,1740.0,incorrect,S,1209.0,3831113.0,3855578.0,3831113.0
201,,,right,long,False,1740.0,broken,S,,3855578.0,3885627.0,3855578.0
202,left,short,left,short,True,1260.0,correct,S,887.0,3885627.0,3922953.0,3885627.0
203,right,long,right,long,True,1740.0,correct,S,1631.0,3922953.0,3936224.0,3922953.0
204,right,long,right,long,True,1620.0,broken,S,861.0,3936224.0,3947554.0,3936224.0
205,left,short,left,short,True,1260.0,correct,S,1390.0,3947554.0,3959040.0,3947554.0
206,right,long,right,long,True,1740.0,correct,S,1385.0,3959040.0,3974120.0,3959040.0
207,left,short,left,short,True,1050.0,correct,S,1090.0,3974120.0,3986756.0,3974120.0
208,left,short,left,short,True,600.0,broken,S,1103.0,3986756.0,4000526.0,3986756.0
209,right,long,left,short,True,1380.0,incorrect,S,2001.0,4000526.0,4021202.0,4000526.0
210,right,long,left,short,True,600.0,incorrect,S,1367.0,4021202.0,4043013.0,4021202.0
211,,,right,long,False,2400.0,broken,S,,4043013.0,4062688.0,4043013.0
212,,,left,short,False,1380.0,broken,S,,4062688.0,4082717.0,4062688.0
213,right,long,right,long,True,2400.0,correct,S,675.0,4082717.0,4093797.0,4082717.0
214,right,long,right,long,True,2400.0,broken,S,679.0,4093797.0,4117653.0,4093797.0
215,right,short,left,long,True,1620.0,incorrect,N,834.0,4117653.0,4138743.0,4117653.0
216,,,left,long,False,1620.0,broken,N,,4138743.0,4160202.0,4138743.0
217,,,right,short,False,600.0,broken,N,,4160202.0,4180447.0,4160202.0
218,,,left,long,False,1740.0,broken,N,,4180447.0,4200648.0,4180447.0
219,right,short,left,long,True,1740.0,incorrect,N,793.0,4200648.0,4223830.0,4200648.0
220,left,long,left,long,True,1740.0,correct,N,619.0,4223830.0,4234977.0,4223830.0
221,right,short,right,short,True,1260.0,correct,N,779.0,4234977.0,4258795.0,4234977.0
222,right,short,left,long,True,1740.0,incorrect,N,696.0,4258795.0,4286558.0,4258795.0
223,right,short,right,short,True,1380.0,correct,N,921.0,4286558.0,4298478.0,4286558.0
224,right,short,right,short,True,1380.0,correct,N,637.0,4298478.0,4325036.0,4298478.0
225,,,right,short,False,600.0,broken,N,,4325036.0,4350133.0,4325036.0
226,right,short,right,short,True,1260.0,broken,N,636.0,4350133.0,4360775.0,4350133.0
227,,,left,long,False,1620.0,broken,N,,4360775.0,4380854.0,4360775.0
228,right,short,right,short,True,1260.0,correct,N,725.0,4380854.0,4393146.0,4380854.0
229,right,short,right,short,True,1050.0,correct,N,981.0,4393146.0,4414848.0,4393146.0
230,right,short,left,long,True,1950.0,incorrect,N,1012.0,4414848.0,4452946.0,4414848.0
231,left,long,left,long,True,1620.0,correct,N,695.0,4452946.0,4462347.0,4452946.0
232,left,long,left,long,True,1740.0,correct,N,961.0,4462347.0,4481917.0,4462347.0
233,left,long,left,long,True,1620.0,correct,N,773.0,4481917.0,4493203.0,4481917.0
234,left,long,left,long,True,1620.0,correct,N,870.0,4493203.0,4506173.0,4493203.0
235,left,long,right,short,True,1380.0,incorrect,N,869.0,4506173.0,4533650.0,4506173.0
236,left,long,left,long,True,2400.0,correct,N,736.0,4533650.0,4544573.0,4533650.0
237,right,short,left,long,True,1740.0,incorrect,N,1006.0,4544573.0,4574089.0,4544573.0
238,right,short,right,short,True,600.0,broken,N,1076.0,4574089.0,4587422.0,4574089.0
239,right,short,right,short,True,600.0,broken,N,1061.0,4587422.0,4597545.0,4587422.0
240,left,long,left,long,True,2400.0,broken,N,707.0,4597545.0,4608261.0,4597545.0
241,,,right,short,False,1380.0,broken,N,,4608261.0,4628882.0,4608261.0
242,left,long,left,long,True,1950.0,correct,N,1073.0,4628882.0,4639175.0,4628882.0
243,right,short,left,long,True,1740.0,incorrect,N,1060.0,4639175.0,4670537.0,4639175.0
244,left,long,left,long,True,1740.0,correct,N,876.0,4670537.0,4680103.0,4670537.0
245,left,long,left,long,True,1950.0,correct,N,729.0,4680103.0,4706608.0,4680103.0
246,left,long,right,short,True,1380.0,incorrect,N,833.0,4706608.0,4727982.0,4706608.0
247,left,long,left,long,True,1620.0,correct,N,1445.0,4727982.0,4738002.0,4727982.0
248,left,long,left,long,True,1950.0,correct,N,913.0,4738002.0,4762284.0,4738002.0
249,right,short,right,short,True,1380.0,correct,N,1684.0,4762284.0,4783644.0,4762284.0
250,right,short,right,short,True,600.0,broken,N,862.0,4783644.0,4799920.0,4783644.0
251,left,long,left,long,True,2400.0,broken,N,814.0,4799920.0,4820197.0,4799920.0
252,right,short,left,long,True,1620.0,incorrect,N,1411.0,4820197.0,4862725.0,4820197.0
253,right,short,right,short,True,1260.0,correct,N,789.0,4862725.0,4873264.0,4862725.0
254,right,short,left,long,True,1620.0,incorrect,N,692.0,4873264.0,4893850.0,4873264.0
255,left,long,left,long,True,1620.0,correct,N,643.0,4893850.0,4903404.0,4893850.0
256,left,long,right,short,True,1380.0,incorrect,N,807.0,4903404.0,4923675.0,4903404.0
257,right,short,right,short,True,1380.0,correct,N,1209.0,4923675.0,4934072.0,4923675.0
258,right,short,right,short,True,1380.0,broken,N,780.0,4934072.0,4950264.0,4934072.0
259,right,short,right,short,True,600.0,correct,N,1180.0,4950264.0,4959905.0,4950264.0
260,left,long,left,long,True,2400.0,correct,N,758.0,4959905.0,4973833.0,4959905.0
261,left,long,left,long,True,2400.0,correct,N,819.0,4973833.0,4985703.0,4973833.0
262,left,long,left,long,True,2400.0,correct,N,922.0,4985703.0,4998475.0,4985703.0
263,right,short,right,short,True,1050.0,correct,N,846.0,4998475.0,5011220.0,4998475.0
264,,,right,short,False,1050.0,broken,N,,5011220.0,5031593.0,5011220.0
265,right,short,right,short,True,1380.0,correct,N,730.0,5031593.0,5043009.0,5031593.0
266,left,long,right,short,True,1380.0,incorrect,N,713.0,5043009.0,5077995.0,5043009.0
267,left,short,left,short,True,1260.0,correct,S,1507.0,5077995.0,5091547.0,5077995.0
268,right,long,left,short,True,600.0,incorrect,S,2152.0,5091547.0,5124424.0,5091547.0
269,right,long,left,short,True,1050.0,incorrect,S,2001.0,5124424.0,5145431.0,5124424.0
270,right,long,left,short,True,600.0,incorrect,S,776.0,5145431.0,5247995.0,5145431.0
271,right,long,right,long,True,2400.0,correct,S,679.0,5247995.0,5258161.0,5247995.0
272,right,long,right,long,True,1950.0,broken,S,605.0,5258161.0,5275480.0,5258161.0
273,,,left,short,False,1380.0,broken,S,,5275480.0,5295058.0,5275480.0
274,right,long,left,short,True,1260.0,incorrect,S,625.0,5295058.0,5315451.0,5295058.0
275,right,long,right,long,True,1740.0,correct,S,602.0,5315451.0,5326247.0,5315451.0
276,right,long,left,short,True,1260.0,incorrect,S,637.0,5326247.0,5354278.0,5326247.0
277,right,long,right,long,True,1620.0,correct,S,808.0,5354278.0,5364091.0,5354278.0
278,right,long,left,short,True,1260.0,incorrect,S,609.0,5364091.0,5392741.0,5364091.0
279,,,left,short,False,1380.0,broken,S,,5392741.0,5412989.0,5392741.0
280,right,long,left,short,True,1380.0,incorrect,S,618.0,5412989.0,5433319.0,5412989.0
281,left,short,left,short,True,1380.0,correct,S,695.0,5433319.0,5445326.0,5433319.0
282,right,long,left,short,True,1050.0,incorrect,S,901.0,5445326.0,5466105.0,5445326.0
283,right,long,left,short,True,1380.0,incorrect,S,1223.0,5466105.0,5486090.0,5466105.0
284,right,long,left,short,True,600.0,incorrect,S,1061.0,5486090.0,5505378.0,5486090.0
285,left,short,right,long,True,1620.0,incorrect,S,1680.0,5505378.0,5525720.0,5505378.0
286,left,short,left,short,True,600.0,correct,S,870.0,5525720.0,5535961.0,5525720.0
287,,,left,short,False,1260.0,broken,S,,5535961.0,5591710.0,5535961.0
288,left,short,left,short,True,1050.0,correct,S,1426.0,5591710.0,5608726.0,5591710.0
289,,,left,short,False,600.0,broken,S,,5608726.0,5634557.0,5608726.0
290,right,long,left,short,True,1380.0,incorrect,S,895.0,5634557.0,5656253.0,5634557.0
291,left,short,left,short,True,1380.0,correct,S,660.0,5656253.0,5666893.0,5656253.0
292,right,long,right,long,True,1740.0,correct,S,835.0,5666893.0,5690478.0,5666893.0
293,right,long,right,long,True,1740.0,correct,S,668.0,5690478.0,5703054.0,5690478.0
294,right,long,right,long,True,2400.0,broken,S,760.0,5703054.0,5718595.0,5703054.0
295,left,short,right,long,True,2400.0,incorrect,S,857.0,5718595.0,5738999.0,5718595.0
296,left,short,left,short,True,1050.0,correct,S,1910.0,5738999.0,5782612.0,5738999.0
297,left,short,right,long,True,1740.0,incorrect,S,1199.0,5782612.0,5827017.0,5782612.0
298,left,short,right,long,True,1620.0,incorrect,S,2297.0,5827017.0,5885774.0,5827017.0
299,left,short,left,short,True,1050.0,correct,S,879.0,5885774.0,5898947.0,5885774.0
300,left,short,right,long,True,1950.0,incorrect,S,1660.0,5898947.0,5919961.0,5898947.0
301,left,short,left,short,True,1260.0,correct,S,1088.0,5919961.0,5931566.0,5919961.0
302,left,short,left,short,True,600.0,correct,S,1062.0,5931566.0,5945987.0,5931566.0
303,right,long,right,long,True,1950.0,correct,S,616.0,5945987.0,5958604.0,5945987.0
304,right,long,right,long,True,2400.0,correct,S,697.0,5958604.0,5969141.0,5958604.0
305,left,short,left,short,True,1050.0,correct,S,1004.0,5969141.0,5979389.0,5969141.0
306,right,long,left,short,True,1260.0,incorrect,S,675.0,5979389.0,6002668.0,5979389.0
307,right,long,left,short,True,1380.0,incorrect,S,997.0,6002668.0,6022824.0,6002668.0
308,right,long,right,long,True,1950.0,correct,S,944.0,6022824.0,6042881.0,6022824.0
309,right,long,left,short,True,1260.0,incorrect,S,691.0,6042881.0,6066748.0,6042881.0
310,left,short,left,short,True,1050.0,correct,S,1241.0,6066748.0,6079383.0,6066748.0
311,left,short,left,short,True,600.0,correct,S,1351.0,6079383.0,6090732.0,6079383.0
312,right,long,right,long,True,1620.0,correct,S,622.0,6090732.0,6102141.0,6090732.0
313,right,long,left,short,True,1380.0,incorrect,S,740.0,6102141.0,6122823.0,6102141.0
314,right,long,left,short,True,1380.0,incorrect,S,614.0,6122823.0,6143960.0,6122823.0
315,left,short,right,long,True,2400.0,incorrect,S,1065.0,6143960.0,6164432.0,6143960.0
316,right,long,right,long,True,2400.0,correct,S,708.0,6164432.0,6177199.0,6164432.0
317,right,long,right,long,True,1950.0,correct,S,697.0,6177199.0,6191136.0,6177199.0
318,,,left,long,False,2400.0,broken,N,,6191136.0,6217752.0,6191136.0
319,right,short,right,short,True,1050.0,broken,N,1792.0,6217752.0,6241504.0,6217752.0
