,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
133,left,long,right,short,True,1380.0,incorrect,N,740.0,2705986.0,2742227.0,2705986.0
134,left,long,left,long,True,1620.0,broken,N,787.0,2742227.0,2752509.0,2742227.0
135,left,long,left,long,True,1620.0,broken,N,888.0,2752509.0,2762995.0,2752509.0
136,right,short,right,short,True,1050.0,broken,N,779.0,2762995.0,2773400.0,2762995.0
137,left,long,right,short,True,1380.0,incorrect,N,891.0,2773400.0,2793948.0,2773400.0
138,left,long,left,long,True,1740.0,correct,N,786.0,2793948.0,2804147.0,2793948.0
139,right,short,right,short,True,600.0,correct,N,796.0,2804147.0,2821652.0,2804147.0
140,,,left,long,False,1740.0,broken,N,,2821652.0,2841166.0,2821652.0
141,left,long,right,short,True,1260.0,incorrect,N,1368.0,2841166.0,2862687.0,2841166.0
142,left,long,left,long,True,1620.0,correct,N,991.0,2862687.0,2873664.0,2862687.0
143,right,short,left,long,True,1740.0,incorrect,N,863.0,2873664.0,2906541.0,2873664.0
144,left,long,right,short,True,1050.0,incorrect,N,1596.0,2906541.0,2932031.0,2906541.0
145,right,short,right,short,True,1050.0,correct,N,1387.0,2932031.0,2942187.0,2932031.0
146,left,long,right,short,True,600.0,incorrect,N,1239.0,2942187.0,2975748.0,2942187.0
147,left,long,left,long,True,2400.0,correct,N,1126.0,2975748.0,2985818.0,2975748.0
148,left,long,left,long,True,1740.0,correct,N,909.0,2985818.0,3012530.0,2985818.0
149,right,short,right,short,True,600.0,correct,N,911.0,3012530.0,3033295.0,3012530.0
150,right,short,right,short,True,600.0,correct,N,1488.0,3033295.0,3043347.0,3033295.0
151,left,long,right,short,True,600.0,incorrect,N,3517.0,3043347.0,3071240.0,3043347.0
152,right,short,left,long,True,1620.0,incorrect,N,666.0,3071240.0,3114351.0,3071240.0
153,left,long,left,long,True,2400.0,correct,N,823.0,3114351.0,3126010.0,3114351.0
154,right,short,right,short,True,600.0,correct,N,2889.0,3126010.0,3145089.0,3126010.0
155,left,long,right,short,True,1380.0,incorrect,N,764.0,3145089.0,3167707.0,3145089.0
156,left,long,left,long,True,1950.0,correct,N,873.0,3167707.0,3178705.0,3167707.0
157,left,long,left,long,True,1950.0,broken,N,931.0,3178705.0,3193800.0,3178705.0
158,right,short,right,short,True,600.0,broken,N,733.0,3193800.0,3204337.0,3193800.0
159,left,long,left,long,True,1740.0,correct,N,920.0,3204337.0,3214664.0,3204337.0
160,left,long,left,long,True,1620.0,correct,N,743.0,3214664.0,3229717.0,3214664.0
161,left,long,left,long,True,1620.0,broken,N,866.0,3229717.0,3242849.0,3229717.0
162,left,long,left,long,True,1950.0,broken,N,860.0,3242849.0,3262601.0,3242849.0
163,right,short,left,long,True,1950.0,incorrect,N,990.0,3262601.0,3284868.0,3262601.0
164,left,long,right,short,True,1380.0,incorrect,N,974.0,3284868.0,3321780.0,3284868.0
165,left,long,left,long,True,2400.0,correct,N,853.0,3321780.0,3373037.0,3321780.0
166,right,short,right,short,True,600.0,correct,N,1679.0,3373037.0,3388951.0,3373037.0
167,right,short,right,short,True,1380.0,correct,N,1419.0,3388951.0,3399499.0,3388951.0
168,right,short,left,long,True,1740.0,incorrect,N,891.0,3399499.0,3420957.0,3399499.0
169,left,long,right,short,True,600.0,incorrect,N,4106.0,3420957.0,3446700.0,3420957.0
170,right,short,right,short,True,1260.0,broken,N,753.0,3446700.0,3457106.0,3446700.0
171,right,short,right,short,True,1260.0,correct,N,693.0,3457106.0,3467469.0,3457106.0
172,right,short,right,short,True,1260.0,correct,N,748.0,3467469.0,3480999.0,3467469.0
173,right,short,right,short,True,600.0,broken,N,968.0,3480999.0,3493657.0,3480999.0
174,right,short,right,short,True,1380.0,correct,N,787.0,3493657.0,3503476.0,3493657.0
175,,,left,long,False,1620.0,broken,N,,3503476.0,3527471.0,3503476.0
176,left,long,left,long,True,1740.0,correct,N,749.0,3527471.0,3545482.0,3527471.0
177,right,short,left,long,True,1740.0,incorrect,N,1070.0,3545482.0,3568135.0,3545482.0
178,right,long,left,short,True,1050.0,broken,S,1055.0,3568135.0,3591809.0,3568135.0
179,,,right,long,False,1950.0,broken,S,,3591809.0,3622923.0,3591809.0
180,right,long,left,short,True,1380.0,incorrect,S,796.0,3622923.0,3643335.0,3622923.0
181,left,short,left,short,True,1050.0,correct,S,809.0,3643335.0,3655027.0,3643335.0
182,right,long,right,long,True,1620.0,correct,S,838.0,3655027.0,3668761.0,3655027.0
183,left,short,left,short,True,1380.0,correct,S,822.0,3668761.0,3687397.0,3668761.0
184,left,short,left,short,True,1380.0,broken,S,941.0,3687397.0,3716175.0,3687397.0
185,right,long,right,long,True,1950.0,correct,S,778.0,3716175.0,3731649.0,3716175.0
186,left,short,right,long,True,1620.0,incorrect,S,774.0,3731649.0,3757266.0,3731649.0
187,left,short,left,short,True,600.0,correct,S,992.0,3757266.0,3767863.0,3757266.0
188,right,long,right,long,True,1740.0,broken,S,519.0,3767863.0,3779508.0,3767863.0
189,left,short,right,long,True,1620.0,incorrect,S,1086.0,3779508.0,3800012.0,3779508.0
190,left,short,left,short,True,600.0,correct,S,1294.0,3800012.0,3810950.0,3800012.0
191,right,long,right,long,True,1740.0,correct,S,614.0,3810950.0,3839703.0,3810950.0
192,left,short,left,short,True,1260.0,correct,S,905.0,3839703.0,3851288.0,3839703.0
193,right,long,right,long,True,1740.0,correct,S,609.0,3851288.0,3862865.0,3851288.0
194,right,long,right,long,True,1740.0,correct,S,734.0,3862865.0,3872942.0,3862865.0
195,right,long,right,long,True,1620.0,correct,S,753.0,3872942.0,3891774.0,3872942.0
196,left,short,left,short,True,1260.0,correct,S,891.0,3891774.0,3901920.0,3891774.0
197,right,long,right,long,True,1620.0,broken,S,792.0,3901920.0,3913587.0,3901920.0
198,left,short,left,short,True,600.0,correct,S,865.0,3913587.0,3927229.0,3913587.0
199,right,long,left,short,True,1380.0,incorrect,S,685.0,3927229.0,3959034.0,3927229.0
200,left,short,left,short,True,1260.0,correct,S,855.0,3959034.0,3969376.0,3959034.0
201,right,long,right,long,True,1620.0,correct,S,663.0,3969376.0,3987336.0,3969376.0
202,right,long,right,long,True,1740.0,correct,S,735.0,3987336.0,3997195.0,3987336.0
203,right,long,right,long,True,1740.0,correct,S,735.0,3997195.0,4008441.0,3997195.0
204,,,right,long,False,1620.0,broken,S,,4008441.0,4038501.0,4008441.0
205,right,long,right,long,True,1620.0,broken,S,1337.0,4038501.0,4064904.0,4038501.0
206,right,long,right,long,True,2400.0,broken,S,937.0,4064904.0,4087331.0,4064904.0
207,,,left,short,False,1380.0,broken,S,,4087331.0,4110469.0,4087331.0
208,,,left,short,False,1380.0,broken,S,,4110469.0,4131940.0,4110469.0
209,right,long,right,long,True,1620.0,correct,S,743.0,4131940.0,4145638.0,4131940.0
210,,,right,long,False,1950.0,broken,S,,4145638.0,4165551.0,4145638.0
211,,,left,short,False,1380.0,broken,S,,4165551.0,4193969.0,4165551.0
212,left,short,left,short,True,1380.0,correct,S,747.0,4193969.0,4204141.0,4193969.0
213,left,short,left,short,True,1380.0,correct,S,1246.0,4204141.0,4215438.0,4204141.0
214,left,short,left,short,True,600.0,correct,S,1168.0,4215438.0,4228804.0,4215438.0
215,right,long,left,short,True,600.0,incorrect,S,1814.0,4228804.0,4250339.0,4228804.0
216,left,short,left,short,True,1260.0,correct,S,1192.0,4250339.0,4261447.0,4250339.0
217,,,left,short,False,1380.0,broken,S,,4261447.0,4289038.0,4261447.0
218,,,left,short,False,600.0,broken,S,,4289038.0,4310020.0,4289038.0
219,left,short,left,short,True,1380.0,correct,S,902.0,4310020.0,4322970.0,4310020.0
220,right,long,right,long,True,1620.0,broken,S,776.0,4322970.0,4356350.0,4322970.0
221,left,short,right,long,True,1620.0,incorrect,S,686.0,4356350.0,4376022.0,4356350.0
222,left,short,left,short,True,600.0,correct,S,877.0,4376022.0,4386316.0,4376022.0
223,left,short,left,short,True,1050.0,correct,S,897.0,4386316.0,4412756.0,4386316.0
224,left,short,right,long,True,2400.0,incorrect,S,971.0,4412756.0,4435825.0,4412756.0
225,right,long,left,short,True,1380.0,incorrect,S,912.0,4435825.0,4464072.0,4435825.0
226,right,long,left,short,True,1380.0,incorrect,S,975.0,4464072.0,4483178.0,4464072.0
227,left,short,left,short,True,1050.0,correct,S,879.0,4483178.0,4493586.0,4483178.0
228,right,long,right,long,True,1950.0,broken,S,608.0,4493586.0,4514711.0,4493586.0
229,left,short,left,short,True,600.0,correct,S,1123.0,4514711.0,4524128.0,4514711.0
230,right,long,left,short,True,600.0,incorrect,S,1501.0,4524128.0,4553524.0,4524128.0
231,left,short,right,long,True,1620.0,incorrect,S,1004.0,4553524.0,4573106.0,4553524.0
232,left,short,left,short,True,600.0,broken,S,918.0,4573106.0,4583647.0,4573106.0
233,left,short,left,short,True,1260.0,broken,S,873.0,4583647.0,4603731.0,4583647.0
234,right,long,right,long,True,1620.0,correct,S,764.0,4603731.0,4617314.0,4603731.0
235,right,long,right,long,True,2400.0,broken,S,621.0,4617314.0,4629509.0,4617314.0
236,right,long,right,long,True,2400.0,correct,S,763.0,4629509.0,4639587.0,4629509.0
237,left,short,left,short,True,1380.0,correct,S,1033.0,4639587.0,4656011.0,4639587.0
238,right,long,right,long,True,2400.0,correct,S,630.0,4656011.0,4669505.0,4656011.0
239,left,short,left,short,True,1050.0,correct,S,929.0,4669505.0,4680419.0,4669505.0
240,,,left,short,False,1050.0,broken,S,,4680419.0,4704190.0,4680419.0
241,left,short,left,short,True,1380.0,correct,S,793.0,4704190.0,4713946.0,4704190.0
242,right,long,left,short,True,1260.0,incorrect,S,988.0,4713946.0,4745944.0,4713946.0
243,right,long,left,short,True,1380.0,incorrect,S,696.0,4745944.0,4766558.0,4745944.0
244,,,right,long,False,1740.0,broken,S,,4766558.0,4817369.0,4766558.0
245,left,short,right,long,True,1950.0,incorrect,S,1039.0,4817369.0,4860114.0,4817369.0
246,left,long,left,long,True,1620.0,correct,N,1018.0,4860114.0,4886035.0,4860114.0
247,right,short,right,short,True,1380.0,correct,N,1200.0,4886035.0,4899339.0,4886035.0
248,,,right,short,False,600.0,broken,N,,4899339.0,4919491.0,4899339.0
249,left,long,left,long,True,1950.0,broken,N,990.0,4919491.0,4967768.0,4919491.0
250,left,long,right,short,True,1260.0,incorrect,N,1129.0,4967768.0,5003098.0,4967768.0
251,left,long,left,long,True,2400.0,correct,N,897.0,5003098.0,5017416.0,5003098.0
252,left,long,left,long,True,1740.0,correct,N,880.0,5017416.0,5031379.0,5017416.0
253,left,long,right,short,True,1380.0,incorrect,N,1140.0,5031379.0,5059535.0,5031379.0
254,,,left,long,False,1620.0,broken,N,,5059535.0,5081300.0,5059535.0
255,left,long,left,long,True,2400.0,correct,N,935.0,5081300.0,5092576.0,5081300.0
256,right,short,right,short,True,600.0,correct,N,835.0,5092576.0,5110865.0,5092576.0
257,right,short,right,short,True,1050.0,correct,N,976.0,5110865.0,5131489.0,5110865.0
258,left,long,left,long,True,1740.0,correct,N,769.0,5131489.0,5154843.0,5131489.0
259,left,long,left,long,True,1740.0,correct,N,1036.0,5154843.0,5170122.0,5154843.0
260,,,right,short,False,1380.0,broken,N,,5170122.0,5201802.0,5170122.0
261,right,short,right,short,True,1260.0,correct,N,936.0,5201802.0,5212708.0,5201802.0
262,right,short,right,short,True,1380.0,correct,N,816.0,5212708.0,5238864.0,5212708.0
263,left,long,left,long,True,1740.0,correct,N,1074.0,5238864.0,5258539.0,5238864.0
264,left,long,left,long,True,1620.0,broken,N,1329.0,5258539.0,5287596.0,5258539.0
265,left,long,left,long,True,1620.0,broken,N,1011.0,5287596.0,5298350.0,5287596.0
266,right,short,right,short,True,1260.0,correct,N,968.0,5298350.0,5309222.0,5298350.0
267,left,long,right,short,True,1380.0,incorrect,N,1335.0,5309222.0,5338269.0,5309222.0
268,left,long,left,long,True,1740.0,correct,N,3854.0,5338269.0,5349581.0,5338269.0
269,left,long,left,long,True,1740.0,correct,N,899.0,5349581.0,5379047.0,5349581.0
270,right,short,left,long,True,1620.0,incorrect,N,825.0,5379047.0,5415322.0,5379047.0
271,left,long,left,long,True,1740.0,broken,N,854.0,5415322.0,5427634.0,5415322.0
272,right,short,right,short,True,1260.0,correct,N,774.0,5427634.0,5437987.0,5427634.0
273,right,short,right,short,True,600.0,correct,N,1047.0,5437987.0,5453624.0,5437987.0
274,right,short,left,long,True,1620.0,incorrect,N,724.0,5453624.0,5474895.0,5453624.0
275,left,long,right,short,True,1050.0,incorrect,N,1104.0,5474895.0,5497993.0,5474895.0
276,right,short,right,short,True,1260.0,correct,N,1105.0,5497993.0,5507982.0,5497993.0
277,right,short,right,short,True,1380.0,correct,N,676.0,5507982.0,5522198.0,5507982.0
278,left,long,left,long,True,1950.0,correct,N,829.0,5522198.0,5538248.0,5522198.0
279,left,long,right,short,True,1260.0,incorrect,N,911.0,5538248.0,5561535.0,5538248.0
280,left,long,left,long,True,1740.0,correct,N,1057.0,5561535.0,5582877.0,5561535.0
281,left,long,right,short,True,1380.0,incorrect,N,1227.0,5582877.0,5605138.0,5582877.0
282,left,long,right,short,True,1380.0,incorrect,N,1276.0,5605138.0,5626391.0,5605138.0
283,right,short,left,long,True,1950.0,incorrect,N,820.0,5626391.0,5649100.0,5626391.0
284,left,long,right,short,True,1380.0,incorrect,N,1078.0,5649100.0,5671944.0,5649100.0
285,right,short,right,short,True,600.0,correct,N,975.0,5671944.0,5682395.0,5671944.0
286,left,long,left,long,True,1620.0,correct,N,1025.0,5682395.0,5704738.0,5682395.0
287,right,short,right,short,True,600.0,correct,N,800.0,5704738.0,5720160.0,5704738.0
288,left,long,left,long,True,1740.0,correct,N,799.0,5720160.0,5738323.0,5720160.0
289,left,long,left,long,True,1950.0,broken,N,940.0,5738323.0,5751711.0,5738323.0
290,left,long,left,long,True,1950.0,correct,N,807.0,5751711.0,5761506.0,5751711.0
291,left,long,left,long,True,2400.0,correct,N,733.0,5761506.0,5775074.0,5761506.0
292,right,short,right,short,True,600.0,correct,N,839.0,5775074.0,5788669.0,5775074.0
293,right,short,right,short,True,1380.0,correct,N,833.0,5788669.0,5798672.0,5788669.0
294,left,long,left,long,True,2400.0,broken,N,816.0,5798672.0,5826317.0,5798672.0
295,left,long,left,long,True,1950.0,correct,N,890.0,5826317.0,5835715.0,5826317.0
296,left,long,left,long,True,1740.0,correct,N,984.0,5835715.0,5850021.0,5835715.0
297,left,long,right,short,True,1260.0,incorrect,N,937.0,5850021.0,5876584.0,5850021.0
298,left,long,left,long,True,1620.0,correct,N,894.0,5876584.0,5886949.0,5876584.0
299,right,short,right,short,True,1260.0,correct,N,1068.0,5886949.0,5906200.0,5886949.0
300,left,short,left,short,True,1050.0,correct,S,914.0,5906200.0,5918577.0,5906200.0
301,right,long,right,long,True,1740.0,correct,S,658.0,5918577.0,5930027.0,5918577.0
302,left,short,left,short,True,1380.0,correct,S,823.0,5930027.0,5940939.0,5930027.0
303,right,long,right,long,True,1620.0,broken,S,707.0,5940939.0,5952113.0,5940939.0
304,left,short,right,long,True,1620.0,incorrect,S,778.0,5952113.0,5972556.0,5952113.0
305,left,short,right,long,True,1740.0,incorrect,S,838.0,5972556.0,5995324.0,5972556.0
306,left,short,left,short,True,1380.0,correct,S,1035.0,5995324.0,6007889.0,5995324.0
307,left,short,left,short,True,1260.0,correct,S,2343.0,6007889.0,6019378.0,6007889.0
308,,,right,long,False,1950.0,broken,S,,6019378.0,6040585.0,6019378.0
309,left,short,left,short,True,600.0,correct,S,1746.0,6040585.0,6054121.0,6040585.0
310,right,long,right,long,True,1620.0,correct,S,734.0,6054121.0,6070155.0,6054121.0
311,left,short,left,short,True,1050.0,correct,S,1043.0,6070155.0,6085453.0,6070155.0
312,right,long,left,short,True,1260.0,incorrect,S,1543.0,6085453.0,6109076.0,6085453.0
313,left,short,left,short,True,1380.0,correct,S,1683.0,6109076.0,6179135.0,6109076.0
314,right,long,left,short,True,1050.0,incorrect,S,2831.0,6179135.0,6205479.0,6179135.0
315,left,short,left,short,True,1380.0,correct,S,953.0,6205479.0,6215943.0,6205479.0
316,right,long,left,short,True,1260.0,incorrect,S,1288.0,6215943.0,6239021.0,6215943.0
317,right,long,left,short,True,1050.0,incorrect,S,837.0,6239021.0,6258510.0,6239021.0
318,right,long,right,long,True,1740.0,correct,S,603.0,6258510.0,6269963.0,6258510.0
319,right,long,right,long,True,1620.0,correct,S,897.0,6269963.0,6284060.0,6269963.0
