,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
30,right,long,left,short,True,1260.0,incorrect,S,975.0,596463.0,621619.0,596463.0
31,right,long,right,long,True,1740.0,correct,S,1456.0,621619.0,635038.0,621619.0
32,right,long,right,long,True,1620.0,correct,S,782.0,635038.0,651915.0,635038.0
33,right,long,left,short,True,1050.0,incorrect,S,875.0,651915.0,675129.0,651915.0
34,left,short,left,short,True,1260.0,correct,S,827.0,675129.0,686108.0,675129.0
35,right,long,right,long,True,1950.0,broken,S,812.0,686108.0,712143.0,686108.0
36,right,long,right,long,True,1620.0,correct,S,763.0,712143.0,721250.0,712143.0
37,right,long,left,short,True,1380.0,incorrect,S,805.0,721250.0,745595.0,721250.0
38,right,long,right,long,True,1620.0,correct,S,816.0,745595.0,757323.0,745595.0
39,right,long,right,long,True,1950.0,correct,S,729.0,757323.0,772533.0,757323.0
40,right,long,left,short,True,1260.0,incorrect,S,766.0,772533.0,796891.0,772533.0
41,right,long,left,short,True,1050.0,incorrect,S,791.0,796891.0,817925.0,796891.0
42,,,right,long,False,1740.0,broken,S,,817925.0,838975.0,817925.0
43,left,short,left,short,True,1050.0,correct,S,1789.0,838975.0,859214.0,838975.0
44,right,short,right,short,True,600.0,correct,N,812.0,859214.0,877481.0,859214.0
45,left,long,left,long,True,1740.0,correct,N,791.0,877481.0,887842.0,877481.0
46,right,short,right,short,True,1260.0,correct,N,778.0,887842.0,903459.0,887842.0
47,right,short,right,short,True,600.0,broken,N,718.0,903459.0,924416.0,903459.0
48,right,short,right,short,True,1380.0,correct,N,710.0,924416.0,937103.0,924416.0
49,left,long,left,long,True,1950.0,broken,N,776.0,937103.0,950846.0,937103.0
50,left,long,left,long,True,1740.0,correct,N,788.0,950846.0,963601.0,950846.0
51,left,long,left,long,True,2400.0,correct,N,735.0,963601.0,980682.0,963601.0
52,right,short,right,short,True,600.0,correct,N,769.0,980682.0,999640.0,980682.0
53,,,right,short,False,1380.0,broken,N,,999640.0,1024290.0,999640.0
54,right,short,right,short,True,1260.0,correct,N,656.0,1024290.0,1035683.0,1024290.0
55,,,left,long,False,1950.0,broken,N,,1035683.0,1061465.0,1035683.0
56,left,long,left,long,True,1950.0,correct,N,1015.0,1061465.0,1074526.0,1061465.0
57,right,short,right,short,True,600.0,correct,N,773.0,1074526.0,1096230.0,1074526.0
58,left,long,left,long,True,1740.0,correct,N,807.0,1096230.0,1115354.0,1096230.0
59,right,short,right,short,True,600.0,broken,N,776.0,1115354.0,1130323.0,1115354.0
60,left,long,left,long,True,1620.0,correct,N,829.0,1130323.0,1153518.0,1130323.0
61,,,right,short,False,1260.0,broken,N,,1153518.0,1177560.0,1153518.0
62,,,right,short,False,600.0,broken,N,,1177560.0,1198653.0,1177560.0
63,left,long,right,short,True,1260.0,incorrect,N,754.0,1198653.0,1220321.0,1198653.0
64,left,long,left,long,True,1740.0,broken,N,824.0,1220321.0,1230784.0,1220321.0
65,left,long,left,long,True,1740.0,correct,N,673.0,1230784.0,1245626.0,1230784.0
66,left,long,left,long,True,1740.0,correct,N,763.0,1245626.0,1265060.0,1245626.0
67,right,short,right,short,True,1380.0,correct,N,865.0,1265060.0,1278958.0,1265060.0
68,,,left,long,False,1740.0,broken,N,,1278958.0,1300250.0,1278958.0
69,left,long,left,long,True,1950.0,correct,N,966.0,1300250.0,1314939.0,1300250.0
70,right,short,right,short,True,600.0,correct,N,800.0,1314939.0,1347433.0,1314939.0
71,left,long,right,short,True,600.0,incorrect,N,4223.0,1347433.0,1370513.0,1347433.0
72,right,short,right,short,True,1260.0,correct,N,938.0,1370513.0,1380690.0,1370513.0
73,left,long,left,long,True,1620.0,correct,N,879.0,1380690.0,1397738.0,1380690.0
74,right,short,left,long,True,1620.0,incorrect,N,860.0,1397738.0,1419353.0,1397738.0
75,right,short,right,short,True,600.0,correct,N,946.0,1419353.0,1429148.0,1419353.0
76,,,left,long,False,2400.0,broken,N,,1429148.0,1453847.0,1429148.0
77,,,left,long,False,1740.0,broken,N,,1453847.0,1476493.0,1453847.0
78,left,long,left,long,True,1620.0,correct,N,781.0,1476493.0,1487671.0,1476493.0
79,right,short,right,short,True,1260.0,correct,N,670.0,1487671.0,1502885.0,1487671.0
80,right,short,right,short,True,1380.0,correct,N,812.0,1502885.0,1513774.0,1502885.0
81,,,left,long,False,1950.0,broken,N,,1513774.0,1537525.0,1513774.0
82,left,long,left,long,True,1950.0,correct,N,737.0,1537525.0,1549340.0,1537525.0
83,right,short,right,short,True,1260.0,correct,N,651.0,1549340.0,1561418.0,1549340.0
84,,,right,short,False,1380.0,broken,N,,1561418.0,1582721.0,1561418.0
85,left,long,left,long,True,1950.0,correct,N,652.0,1582721.0,1593234.0,1582721.0
86,right,short,left,long,True,1620.0,incorrect,N,867.0,1593234.0,1617716.0,1593234.0
87,left,long,right,short,True,1260.0,incorrect,N,990.0,1617716.0,1639938.0,1617716.0
88,right,short,right,short,True,1380.0,correct,N,721.0,1639938.0,1651002.0,1639938.0
89,right,short,right,short,True,1260.0,correct,N,767.0,1651002.0,1661204.0,1651002.0
90,right,short,right,short,True,1260.0,correct,N,809.0,1661204.0,1675039.0,1661204.0
91,right,short,right,short,True,1380.0,correct,N,735.0,1675039.0,1687003.0,1675039.0
92,left,long,left,long,True,1740.0,correct,N,823.0,1687003.0,1698661.0,1687003.0
93,left,long,left,long,True,2400.0,correct,N,847.0,1698661.0,1710957.0,1698661.0
94,right,short,right,short,True,1380.0,correct,N,610.0,1710957.0,1723417.0,1710957.0
95,right,short,right,short,True,1050.0,broken,N,820.0,1723417.0,1739294.0,1723417.0
96,,,right,short,False,1260.0,broken,N,,1739294.0,1758821.0,1739294.0
97,left,long,right,short,True,1260.0,incorrect,N,754.0,1758821.0,1783506.0,1758821.0
98,right,short,right,short,True,600.0,correct,N,1274.0,1783506.0,1823113.0,1783506.0
99,left,long,left,long,True,1950.0,correct,N,806.0,1823113.0,1835764.0,1823113.0
100,,,right,short,False,1380.0,broken,N,,1835764.0,1880739.0,1835764.0
101,left,long,left,long,True,1620.0,broken,N,1036.0,1880739.0,1909818.0,1880739.0
102,right,short,right,short,True,1380.0,correct,N,1210.0,1909818.0,1923330.0,1909818.0
103,left,long,left,long,True,1950.0,correct,N,704.0,1923330.0,1938380.0,1923330.0
104,right,short,left,long,True,1620.0,incorrect,N,815.0,1938380.0,1959732.0,1938380.0
105,left,long,right,short,True,1380.0,incorrect,N,916.0,1959732.0,1999305.0,1959732.0
106,left,long,right,short,True,1260.0,incorrect,N,1338.0,1999305.0,2029592.0,1999305.0
107,left,long,left,long,True,2400.0,correct,N,844.0,2029592.0,2039815.0,2029592.0
108,left,long,right,short,True,1050.0,broken,N,1050.0,2039815.0,2060732.0,2039815.0
109,left,long,left,long,True,1740.0,correct,N,890.0,2060732.0,2073218.0,2060732.0
110,left,long,left,long,True,2400.0,correct,N,858.0,2073218.0,2087817.0,2073218.0
111,left,long,left,long,True,2400.0,correct,N,958.0,2087817.0,2101048.0,2087817.0
112,left,long,left,long,True,2400.0,correct,N,818.0,2101048.0,2115659.0,2101048.0
113,right,long,right,long,True,1620.0,correct,S,1096.0,2115659.0,2130256.0,2115659.0
114,right,long,right,long,True,1950.0,correct,S,951.0,2130256.0,2142514.0,2130256.0
115,right,long,right,long,True,1620.0,correct,S,1033.0,2142514.0,2155390.0,2142514.0
116,left,short,left,short,True,600.0,correct,S,768.0,2155390.0,2167116.0,2155390.0
117,right,long,right,long,True,1740.0,broken,S,625.0,2167116.0,2176951.0,2167116.0
118,left,short,right,long,True,1950.0,incorrect,S,924.0,2176951.0,2196497.0,2176951.0
119,left,short,left,short,True,1380.0,correct,S,896.0,2196497.0,2205955.0,2196497.0
120,right,long,right,long,True,1620.0,broken,S,641.0,2205955.0,2220070.0,2205955.0
121,left,short,left,short,True,1260.0,correct,S,859.0,2220070.0,2230406.0,2220070.0
122,left,short,left,short,True,600.0,correct,S,1411.0,2230406.0,2242009.0,2230406.0
123,left,short,left,short,True,600.0,correct,S,961.0,2242009.0,2254494.0,2242009.0
124,right,long,right,long,True,1740.0,correct,S,611.0,2254494.0,2265441.0,2254494.0
125,right,long,left,short,True,1380.0,incorrect,S,910.0,2265441.0,2285366.0,2265441.0
126,left,short,left,short,True,1380.0,correct,S,1141.0,2285366.0,2296931.0,2285366.0
127,left,short,right,long,True,1620.0,incorrect,S,907.0,2296931.0,2319088.0,2296931.0
128,left,short,left,short,True,1260.0,correct,S,1088.0,2319088.0,2331315.0,2319088.0
129,left,short,left,short,True,1050.0,correct,S,1292.0,2331315.0,2345395.0,2331315.0
130,right,long,right,long,True,1620.0,correct,S,752.0,2345395.0,2366681.0,2345395.0
131,left,short,right,long,True,1620.0,incorrect,S,1019.0,2366681.0,2386783.0,2366681.0
132,left,short,left,short,True,1380.0,correct,S,1516.0,2386783.0,2414045.0,2386783.0
133,right,long,right,long,True,1740.0,broken,S,989.0,2414045.0,2442490.0,2414045.0
134,right,long,right,long,True,1620.0,broken,S,670.0,2442490.0,2461887.0,2442490.0
135,left,short,left,short,True,600.0,broken,S,1023.0,2461887.0,2487894.0,2461887.0
136,right,long,right,long,True,1950.0,correct,S,836.0,2487894.0,2500184.0,2487894.0
137,right,long,right,long,True,2400.0,correct,S,671.0,2500184.0,2515753.0,2500184.0
138,left,short,left,short,True,600.0,correct,S,3222.0,2515753.0,2527448.0,2515753.0
139,right,long,right,long,True,1620.0,correct,S,607.0,2527448.0,2546299.0,2527448.0
140,right,long,right,long,True,1740.0,correct,S,1099.0,2546299.0,2557584.0,2546299.0
141,right,long,right,long,True,1740.0,correct,S,827.0,2557584.0,2569665.0,2557584.0
142,left,short,left,short,True,1380.0,correct,S,951.0,2569665.0,2580984.0,2569665.0
143,,,right,long,False,1950.0,broken,S,,2580984.0,2603526.0,2580984.0
144,right,long,left,short,True,1260.0,incorrect,S,960.0,2603526.0,2625677.0,2603526.0
145,left,short,right,long,True,1620.0,incorrect,S,1646.0,2625677.0,2655268.0,2625677.0
146,right,long,right,long,True,1740.0,correct,S,871.0,2655268.0,2666002.0,2655268.0
147,left,short,left,short,True,1050.0,correct,S,1076.0,2666002.0,2676423.0,2666002.0
148,left,short,left,short,True,600.0,correct,S,939.0,2676423.0,2690334.0,2676423.0
149,left,short,left,short,True,1050.0,correct,S,1865.0,2690334.0,2703286.0,2690334.0
150,right,long,right,long,True,1620.0,correct,S,675.0,2703286.0,2717763.0,2703286.0
151,right,long,right,long,True,1620.0,correct,S,761.0,2717763.0,2728962.0,2717763.0
152,left,short,left,short,True,1380.0,correct,S,1141.0,2728962.0,2739214.0,2728962.0
153,right,long,right,long,True,1620.0,correct,S,673.0,2739214.0,2754278.0,2739214.0
154,left,short,left,short,True,1050.0,correct,S,942.0,2754278.0,2764359.0,2754278.0
155,left,long,right,short,True,1260.0,incorrect,N,947.0,2764359.0,2796771.0,2764359.0
156,left,long,left,long,True,1620.0,correct,N,866.0,2796771.0,2809383.0,2796771.0
157,right,short,right,short,True,1050.0,correct,N,692.0,2809383.0,2826185.0,2809383.0
158,right,short,right,short,True,1380.0,correct,N,833.0,2826185.0,2838068.0,2826185.0
159,left,long,left,long,True,1740.0,correct,N,856.0,2838068.0,2850885.0,2838068.0
160,right,short,right,short,True,1260.0,correct,N,700.0,2850885.0,2863220.0,2850885.0
161,left,long,left,long,True,1950.0,correct,N,879.0,2863220.0,2874845.0,2863220.0
162,right,short,right,short,True,1260.0,correct,N,683.0,2874845.0,2889980.0,2874845.0
163,left,long,left,long,True,1740.0,correct,N,848.0,2889980.0,2903444.0,2889980.0
164,right,short,left,long,True,1740.0,incorrect,N,708.0,2903444.0,2926590.0,2903444.0
165,left,long,left,long,True,1620.0,correct,N,861.0,2926590.0,2936339.0,2926590.0
166,right,short,right,short,True,1050.0,correct,N,737.0,2936339.0,2949018.0,2936339.0
167,right,short,right,short,True,1260.0,correct,N,800.0,2949018.0,2960106.0,2949018.0
168,left,long,left,long,True,2400.0,correct,N,892.0,2960106.0,2972876.0,2960106.0
169,left,long,right,short,True,1260.0,incorrect,N,1081.0,2972876.0,2995747.0,2972876.0
170,left,long,right,short,True,1380.0,incorrect,N,795.0,2995747.0,3017259.0,2995747.0
171,left,long,right,short,True,1380.0,incorrect,N,924.0,3017259.0,3040606.0,3017259.0
172,left,long,right,short,True,1260.0,incorrect,N,751.0,3040606.0,3060950.0,3040606.0
173,left,long,right,short,True,1260.0,broken,N,1502.0,3060950.0,3086487.0,3060950.0
174,right,short,right,short,True,1050.0,correct,N,761.0,3086487.0,3096086.0,3086487.0
175,left,long,left,long,True,1950.0,correct,N,1102.0,3096086.0,3107336.0,3096086.0
176,left,long,left,long,True,2400.0,correct,N,861.0,3107336.0,3120201.0,3107336.0
177,left,long,left,long,True,1620.0,correct,N,1208.0,3120201.0,3134447.0,3120201.0
178,right,short,right,short,True,1380.0,correct,N,875.0,3134447.0,3147909.0,3134447.0
179,left,long,left,long,True,1740.0,correct,N,1122.0,3147909.0,3163977.0,3147909.0
180,right,short,right,short,True,1050.0,correct,N,764.0,3163977.0,3177305.0,3163977.0
181,right,short,right,short,True,1260.0,correct,N,868.0,3177305.0,3194786.0,3177305.0
182,left,long,left,long,True,2400.0,correct,N,785.0,3194786.0,3210255.0,3194786.0
183,right,short,right,short,True,1380.0,correct,N,683.0,3210255.0,3222935.0,3210255.0
184,left,long,left,long,True,1740.0,correct,N,983.0,3222935.0,3236782.0,3222935.0
185,left,long,left,long,True,2400.0,correct,N,861.0,3236782.0,3249047.0,3236782.0
186,right,short,left,long,True,1950.0,incorrect,N,642.0,3249047.0,3276355.0,3249047.0
187,right,short,right,short,True,600.0,correct,N,768.0,3276355.0,3287115.0,3276355.0
188,left,long,left,long,True,1950.0,correct,N,960.0,3287115.0,3301815.0,3287115.0
189,,,right,short,False,1380.0,broken,N,,3301815.0,3323019.0,3301815.0
190,left,long,left,long,True,1740.0,correct,N,903.0,3323019.0,3342989.0,3323019.0
191,left,long,left,long,True,1740.0,correct,N,831.0,3342989.0,3358700.0,3342989.0
192,left,long,left,long,True,1950.0,correct,N,968.0,3358700.0,3369832.0,3358700.0
193,left,long,left,long,True,1950.0,correct,N,807.0,3369832.0,3381030.0,3369832.0
194,left,long,right,short,True,1380.0,incorrect,N,1174.0,3381030.0,3403438.0,3381030.0
195,right,short,right,short,True,1050.0,correct,N,791.0,3403438.0,3414232.0,3403438.0
196,right,short,right,short,True,1050.0,correct,N,864.0,3414232.0,3425513.0,3414232.0
197,left,long,right,short,True,1260.0,incorrect,N,1050.0,3425513.0,3451857.0,3425513.0
198,left,long,left,long,True,1620.0,correct,N,993.0,3451857.0,3466492.0,3451857.0
199,left,long,left,long,True,1740.0,correct,N,1004.0,3466492.0,3479878.0,3466492.0
200,left,long,left,long,True,2400.0,broken,N,998.0,3479878.0,3491836.0,3479878.0
201,left,long,right,short,True,600.0,incorrect,N,1670.0,3491836.0,3511961.0,3491836.0
202,right,long,right,long,True,1950.0,correct,S,697.0,3511961.0,3527946.0,3511961.0
203,right,long,right,long,True,1620.0,correct,S,767.0,3527946.0,3540191.0,3527946.0
204,right,long,left,short,True,1260.0,incorrect,S,961.0,3540191.0,3564817.0,3540191.0
205,left,short,left,short,True,1260.0,correct,S,855.0,3564817.0,3587992.0,3564817.0
206,right,long,right,long,True,1740.0,correct,S,728.0,3587992.0,3603710.0,3587992.0
207,right,long,left,short,True,1380.0,incorrect,S,706.0,3603710.0,3626066.0,3603710.0
208,right,long,right,long,True,1950.0,broken,S,693.0,3626066.0,3637143.0,3626066.0
209,right,long,right,long,True,1950.0,correct,S,804.0,3637143.0,3650917.0,3637143.0
210,,,right,long,False,1950.0,broken,S,,3650917.0,3671310.0,3650917.0
211,right,long,left,short,True,1260.0,incorrect,S,1124.0,3671310.0,3696279.0,3671310.0
212,right,long,right,long,True,1740.0,correct,S,644.0,3696279.0,3708155.0,3696279.0
213,right,long,right,long,True,1620.0,correct,S,728.0,3708155.0,3719821.0,3708155.0
214,right,long,right,long,True,2400.0,correct,S,762.0,3719821.0,3730337.0,3719821.0
215,right,long,right,long,True,2400.0,correct,S,735.0,3730337.0,3741968.0,3730337.0
216,right,long,left,short,True,1050.0,incorrect,S,746.0,3741968.0,3764271.0,3741968.0
217,left,short,left,short,True,1380.0,correct,S,869.0,3764271.0,3774547.0,3764271.0
218,right,long,right,long,True,2400.0,correct,S,769.0,3774547.0,3788448.0,3774547.0
219,right,long,right,long,True,2400.0,correct,S,940.0,3788448.0,3800565.0,3788448.0
220,left,short,left,short,True,1050.0,broken,S,745.0,3800565.0,3812649.0,3800565.0
221,left,short,left,short,True,1260.0,correct,S,1038.0,3812649.0,3823742.0,3812649.0
222,right,long,left,short,True,1380.0,incorrect,S,747.0,3823742.0,3850311.0,3823742.0
223,left,short,left,short,True,1050.0,correct,S,741.0,3850311.0,3860362.0,3850311.0
224,left,short,left,short,True,1050.0,correct,S,874.0,3860362.0,3879403.0,3860362.0
225,right,long,right,long,True,2400.0,broken,S,634.0,3879403.0,3894370.0,3879403.0
226,left,short,right,long,True,1950.0,incorrect,S,1237.0,3894370.0,4044923.0,3894370.0
227,right,long,left,short,True,1260.0,incorrect,S,1298.0,4044923.0,4076701.0,4044923.0
228,,,right,long,False,1740.0,broken,S,,4076701.0,4096493.0,4076701.0
229,left,short,left,short,True,600.0,correct,S,964.0,4096493.0,4118065.0,4096493.0
230,left,short,left,short,True,1260.0,correct,S,806.0,4118065.0,4129694.0,4118065.0
231,left,short,left,short,True,600.0,correct,S,916.0,4129694.0,4142739.0,4129694.0
232,left,short,left,short,True,1260.0,correct,S,1074.0,4142739.0,4154885.0,4142739.0
233,right,long,right,long,True,1740.0,correct,S,673.0,4154885.0,4168090.0,4154885.0
234,left,short,left,short,True,1050.0,broken,S,807.0,4168090.0,4179624.0,4168090.0
235,left,short,left,short,True,600.0,correct,S,1222.0,4179624.0,4189103.0,4179624.0
236,left,short,left,short,True,1050.0,correct,S,1031.0,4189103.0,4204483.0,4189103.0
237,left,short,left,short,True,1050.0,correct,S,1095.0,4204483.0,4217203.0,4204483.0
238,right,long,right,long,True,1620.0,correct,S,796.0,4217203.0,4229821.0,4217203.0
239,left,short,right,long,True,1620.0,incorrect,S,923.0,4229821.0,4249920.0,4229821.0
240,left,short,left,short,True,1260.0,correct,S,832.0,4249920.0,4261042.0,4249920.0
241,right,long,left,short,True,1380.0,incorrect,S,1067.0,4261042.0,4281313.0,4261042.0
242,left,short,left,short,True,1260.0,correct,S,1148.0,4281313.0,4306827.0,4281313.0
243,right,long,right,long,True,1620.0,correct,S,1617.0,4306827.0,4324086.0,4306827.0
244,right,long,left,short,True,1380.0,incorrect,S,883.0,4324086.0,4344348.0,4324086.0
245,right,long,right,long,True,1740.0,correct,S,687.0,4344348.0,4364150.0,4344348.0
246,left,short,left,short,True,1260.0,broken,S,892.0,4364150.0,4374966.0,4364150.0
247,left,short,right,long,True,1620.0,incorrect,S,1344.0,4374966.0,4394998.0,4374966.0
248,right,long,left,short,True,600.0,incorrect,S,1970.0,4394998.0,4445118.0,4394998.0
249,right,long,right,long,True,1620.0,correct,S,6196.0,4445118.0,4462817.0,4445118.0
250,right,long,left,short,True,600.0,incorrect,S,3354.0,4462817.0,4489665.0,4462817.0
251,right,long,left,short,True,1380.0,incorrect,S,1209.0,4489665.0,4516887.0,4489665.0
252,right,long,right,long,True,1740.0,correct,S,1461.0,4516887.0,4526868.0,4516887.0
253,left,short,left,short,True,1260.0,correct,S,1939.0,4526868.0,4538323.0,4526868.0
254,right,long,left,short,True,1380.0,incorrect,S,3860.0,4538323.0,4571906.0,4538323.0
255,left,short,left,short,True,600.0,correct,S,1042.0,4571906.0,4583146.0,4571906.0
256,right,long,left,short,True,1050.0,incorrect,S,1077.0,4583146.0,4611008.0,4583146.0
257,left,short,right,long,True,1740.0,incorrect,S,795.0,4611008.0,4632309.0,4611008.0
258,left,short,left,short,True,600.0,correct,S,692.0,4632309.0,4644024.0,4632309.0
259,left,short,left,short,True,1260.0,correct,S,1268.0,4644024.0,4661737.0,4644024.0
260,right,long,right,long,True,1740.0,correct,S,1533.0,4661737.0,4679068.0,4661737.0
261,left,short,left,short,True,1380.0,correct,S,1232.0,4679068.0,4690373.0,4679068.0
262,right,long,left,short,True,600.0,incorrect,S,1543.0,4690373.0,4711653.0,4690373.0
263,right,long,left,short,True,1260.0,incorrect,S,800.0,4711653.0,4735238.0,4711653.0
264,left,short,left,short,True,1380.0,correct,S,946.0,4735238.0,4753616.0,4735238.0
265,right,short,left,long,True,1620.0,incorrect,N,683.0,4753616.0,4782399.0,4753616.0
266,right,short,right,short,True,1380.0,correct,N,1271.0,4782399.0,4796446.0,4782399.0
267,left,long,right,short,True,1380.0,incorrect,N,847.0,4796446.0,4832192.0,4796446.0
268,,,left,long,False,2400.0,broken,N,,4832192.0,4851861.0,4832192.0
