,t,name,var,value
0,13467.0,TRIAL_AVAILABLE_EVENT,,
1,13468.0,,correct_side,right
2,13468.0,,this_interval,1380.0
3,13468.0,,init_port,N
4,13468.0,,stim_long,False
5,18697.0,TRIAL_ENTRY_EVENT,,
6,18698.0,STIM_ONSET_EVENT,,
7,20079.0,CHOICE_STATE,,
8,20079.0,STIM_OFFSET_EVENT,,
9,21281.0,CHOICE_CORRECT_EVENT,,
10,21281.0,CHOICE_RIGHT_EVENT,,
11,21281.0,CHOICE_EVENT,,
12,21281.0,CHOICE_SHORT_EVENT,,
13,21417.0,BROKEN_FIXATION_EVENT,,
14,37801.0,TRIAL_AVAILABLE_EVENT,,
15,37802.0,,correct_side,right
16,37802.0,,stim_long,False
17,37802.0,,init_port,N
18,37802.0,,this_interval,600.0
19,45093.0,TRIAL_ENTRY_EVENT,,
20,45094.0,STIM_ONSET_EVENT,,
21,45696.0,STIM_OFFSET_EVENT,,
22,45696.0,CHOICE_STATE,,
23,46801.0,CHOICE_EVENT,,
24,46801.0,CHOICE_SHORT_EVENT,,
25,46801.0,CHOICE_RIGHT_EVENT,,
26,46801.0,CHOICE_CORRECT_EVENT,,
27,47602.0,REWARD_EVENT,,
28,54199.0,TRIAL_AVAILABLE_EVENT,,
29,54200.0,,correct_side,left
30,54200.0,,init_port,N
31,54200.0,,this_interval,1740.0
32,54200.0,,stim_long,True
33,64770.0,TRIAL_ENTRY_EVENT,,
34,64771.0,STIM_ONSET_EVENT,,
35,66512.0,CHOICE_STATE,,
36,66512.0,STIM_OFFSET_EVENT,,
37,67338.0,CHOICE_EVENT,,
38,67338.0,CHOICE_LEFT_EVENT,,
39,67338.0,CHOICE_CORRECT_EVENT,,
40,67338.0,CHOICE_LONG_EVENT,,
41,68139.0,REWARD_EVENT,,
42,73875.0,TRIAL_AVAILABLE_EVENT,,
43,73876.0,,init_port,N
44,73876.0,,this_interval,1620.0
45,73876.0,,stim_long,True
46,73876.0,,correct_side,left
47,76430.0,TRIAL_ENTRY_EVENT,,
48,76431.0,STIM_ONSET_EVENT,,
49,78052.0,CHOICE_STATE,,
50,78052.0,STIM_OFFSET_EVENT,,
51,78894.0,CHOICE_LONG_EVENT,,
52,78894.0,CHOICE_LEFT_EVENT,,
53,78894.0,CHOICE_EVENT,,
54,78894.0,CHOICE_CORRECT_EVENT,,
55,79695.0,REWARD_EVENT,,
56,85535.0,TRIAL_AVAILABLE_EVENT,,
57,85536.0,,stim_long,False
58,85536.0,,init_port,N
59,85536.0,,correct_side,right
60,85536.0,,this_interval,1050.0
61,92663.0,STIM_ONSET_EVENT,,
62,92663.0,TRIAL_ENTRY_EVENT,,
63,92806.0,BROKEN_FIXATION_EVENT,,
64,111768.0,TRIAL_AVAILABLE_EVENT,,
65,111769.0,,correct_side,right
66,111769.0,,init_port,N
67,111769.0,,stim_long,False
68,111769.0,,this_interval,1050.0
69,114149.0,STIM_ONSET_EVENT,,
70,114149.0,TRIAL_ENTRY_EVENT,,
71,115201.0,CHOICE_STATE,,
72,115201.0,STIM_OFFSET_EVENT,,
73,115801.0,CHOICE_LEFT_EVENT,,
74,115801.0,CHOICE_LONG_EVENT,,
75,115801.0,CHOICE_INCORRECT_EVENT,,
76,115801.0,CHOICE_EVENT,,
77,133254.0,TRIAL_AVAILABLE_EVENT,,
78,133255.0,,this_interval,1050.0
79,133255.0,,stim_long,False
80,133255.0,,correct_side,right
81,133255.0,,init_port,N
82,215577.0,TRIAL_ENTRY_EVENT,,
83,215577.0,STIM_ONSET_EVENT,,
84,216629.0,STIM_OFFSET_EVENT,,
85,216629.0,CHOICE_STATE,,
86,217441.0,CHOICE_RIGHT_EVENT,,
87,217441.0,CHOICE_EVENT,,
88,217441.0,CHOICE_CORRECT_EVENT,,
89,217441.0,CHOICE_SHORT_EVENT,,
90,218244.0,REWARD_EVENT,,
91,224681.0,TRIAL_AVAILABLE_EVENT,,
92,224682.0,,correct_side,left
93,224682.0,,stim_long,True
94,224682.0,,this_interval,1740.0
95,224682.0,,init_port,N
96,226001.0,TRIAL_ENTRY_EVENT,,
97,226001.0,STIM_ONSET_EVENT,,
98,227743.0,CHOICE_STATE,,
99,227743.0,STIM_OFFSET_EVENT,,
100,228748.0,CHOICE_EVENT,,
101,228748.0,CHOICE_SHORT_EVENT,,
102,228748.0,CHOICE_RIGHT_EVENT,,
103,228748.0,CHOICE_INCORRECT_EVENT,,
104,245105.0,TRIAL_AVAILABLE_EVENT,,
105,245106.0,,init_port,N
106,245106.0,,correct_side,right
107,245106.0,,this_interval,1260.0
108,245106.0,,stim_long,False
109,247828.0,TRIAL_ENTRY_EVENT,,
110,247828.0,STIM_ONSET_EVENT,,
111,249090.0,CHOICE_STATE,,
112,249090.0,STIM_OFFSET_EVENT,,
113,249996.0,CHOICE_INCORRECT_EVENT,,
114,249996.0,CHOICE_EVENT,,
115,249996.0,CHOICE_LEFT_EVENT,,
116,249996.0,CHOICE_LONG_EVENT,,
117,266933.0,TRIAL_AVAILABLE_EVENT,,
118,266934.0,,correct_side,right
119,266934.0,,stim_long,False
120,266934.0,,this_interval,1050.0
121,266934.0,,init_port,N
122,267782.0,TRIAL_ENTRY_EVENT,,
123,267783.0,STIM_ONSET_EVENT,,
124,268834.0,STIM_OFFSET_EVENT,,
125,268834.0,CHOICE_STATE,,
126,269740.0,CHOICE_RIGHT_EVENT,,
127,269740.0,CHOICE_SHORT_EVENT,,
128,269740.0,CHOICE_EVENT,,
129,269740.0,CHOICE_CORRECT_EVENT,,
130,270541.0,REWARD_EVENT,,
131,276889.0,TRIAL_AVAILABLE_EVENT,,
132,276890.0,,this_interval,1950.0
133,276890.0,,correct_side,left
134,276890.0,,init_port,N
135,276890.0,,stim_long,True
136,279882.0,TRIAL_ENTRY_EVENT,,
137,279883.0,STIM_ONSET_EVENT,,
138,281834.0,CHOICE_STATE,,
139,281834.0,STIM_OFFSET_EVENT,,
140,282619.0,CHOICE_EVENT,,
141,282619.0,CHOICE_LONG_EVENT,,
142,282619.0,CHOICE_LEFT_EVENT,,
143,282619.0,CHOICE_CORRECT_EVENT,,
144,283421.0,REWARD_EVENT,,
145,288989.0,TRIAL_AVAILABLE_EVENT,,
146,288990.0,,correct_side,right
147,288990.0,,init_port,N
148,288990.0,,this_interval,1050.0
149,288990.0,,stim_long,False
150,292625.0,TRIAL_ENTRY_EVENT,,
151,292625.0,STIM_ONSET_EVENT,,
152,293677.0,STIM_OFFSET_EVENT,,
153,293677.0,CHOICE_STATE,,
154,294454.0,CHOICE_CORRECT_EVENT,,
155,294454.0,CHOICE_RIGHT_EVENT,,
156,294454.0,CHOICE_EVENT,,
157,294454.0,CHOICE_SHORT_EVENT,,
158,295257.0,REWARD_EVENT,,
159,301728.0,TRIAL_AVAILABLE_EVENT,,
160,301729.0,,this_interval,600.0
161,301729.0,,stim_long,False
162,301729.0,,correct_side,right
163,301729.0,,init_port,N
164,303472.0,TRIAL_ENTRY_EVENT,,
165,303473.0,STIM_ONSET_EVENT,,
166,304074.0,STIM_OFFSET_EVENT,,
167,304074.0,CHOICE_STATE,,
168,304876.0,CHOICE_SHORT_EVENT,,
169,304876.0,CHOICE_CORRECT_EVENT,,
170,304876.0,CHOICE_EVENT,,
171,304876.0,CHOICE_RIGHT_EVENT,,
172,305677.0,REWARD_EVENT,,
173,312576.0,TRIAL_AVAILABLE_EVENT,,
174,312577.0,,correct_side,right
175,312577.0,,stim_long,False
176,312577.0,,this_interval,600.0
177,312577.0,,init_port,N
178,314681.0,TRIAL_ENTRY_EVENT,,
179,314682.0,STIM_ONSET_EVENT,,
180,315283.0,STIM_OFFSET_EVENT,,
181,315283.0,CHOICE_STATE,,
182,315978.0,CHOICE_EVENT,,
183,315978.0,CHOICE_SHORT_EVENT,,
184,315978.0,CHOICE_CORRECT_EVENT,,
185,315978.0,CHOICE_RIGHT_EVENT,,
186,316780.0,REWARD_EVENT,,
187,323785.0,TRIAL_AVAILABLE_EVENT,,
188,323786.0,,this_interval,1950.0
189,323786.0,,init_port,N
190,323786.0,,stim_long,True
191,323786.0,,correct_side,left
192,324988.0,TRIAL_ENTRY_EVENT,,
193,324989.0,STIM_ONSET_EVENT,,
194,326939.0,STIM_OFFSET_EVENT,,
195,326939.0,CHOICE_STATE,,
196,327681.0,CHOICE_EVENT,,
197,327681.0,CHOICE_LONG_EVENT,,
198,327681.0,CHOICE_CORRECT_EVENT,,
199,327681.0,CHOICE_LEFT_EVENT,,
200,328483.0,REWARD_EVENT,,
201,334095.0,TRIAL_AVAILABLE_EVENT,,
202,334096.0,,init_port,N
203,334096.0,,this_interval,1620.0
204,334096.0,,correct_side,left
205,334096.0,,stim_long,True
206,337889.0,TRIAL_ENTRY_EVENT,,
207,337890.0,STIM_ONSET_EVENT,,
208,338560.0,BROKEN_FIXATION_EVENT,,
209,356994.0,TRIAL_AVAILABLE_EVENT,,
210,356995.0,,correct_side,right
211,356995.0,,stim_long,False
212,356995.0,,this_interval,1050.0
213,356995.0,,init_port,N
214,368693.0,TRIAL_ENTRY_EVENT,,
215,368694.0,STIM_ONSET_EVENT,,
216,369745.0,STIM_OFFSET_EVENT,,
217,369745.0,CHOICE_STATE,,
218,370950.0,CHOICE_EVENT,,
219,370950.0,CHOICE_LONG_EVENT,,
220,370950.0,CHOICE_INCORRECT_EVENT,,
221,370950.0,CHOICE_LEFT_EVENT,,
222,387800.0,TRIAL_AVAILABLE_EVENT,,
223,387801.0,,correct_side,right
224,387801.0,,this_interval,1260.0
225,387801.0,,init_port,N
226,387801.0,,stim_long,False
227,394225.0,TRIAL_ENTRY_EVENT,,
228,394226.0,STIM_ONSET_EVENT,,
229,395487.0,CHOICE_STATE,,
230,395487.0,STIM_OFFSET_EVENT,,
231,396345.0,CHOICE_SHORT_EVENT,,
232,396345.0,CHOICE_RIGHT_EVENT,,
233,396345.0,CHOICE_CORRECT_EVENT,,
234,396345.0,CHOICE_EVENT,,
235,397146.0,REWARD_EVENT,,
236,403332.0,TRIAL_AVAILABLE_EVENT,,
237,403333.0,,init_port,N
238,403333.0,,this_interval,1740.0
239,403333.0,,stim_long,True
240,403333.0,,correct_side,left
241,435156.0,TRIAL_ENTRY_EVENT,,
242,435158.0,STIM_ONSET_EVENT,,
243,436899.0,CHOICE_STATE,,
244,436899.0,STIM_OFFSET_EVENT,,
245,437950.0,CHOICE_LONG_EVENT,,
246,437950.0,CHOICE_EVENT,,
247,437950.0,CHOICE_CORRECT_EVENT,,
248,437950.0,CHOICE_LEFT_EVENT,,
249,438751.0,REWARD_EVENT,,
250,444263.0,TRIAL_AVAILABLE_EVENT,,
251,444264.0,,init_port,N
252,444264.0,,this_interval,1380.0
253,444264.0,,stim_long,False
254,444264.0,,correct_side,right
255,450601.0,TRIAL_ENTRY_EVENT,,
256,450601.0,STIM_ONSET_EVENT,,
257,451984.0,CHOICE_STATE,,
258,451984.0,STIM_OFFSET_EVENT,,
259,452972.0,CHOICE_EVENT,,
260,452972.0,CHOICE_INCORRECT_EVENT,,
261,452972.0,CHOICE_LEFT_EVENT,,
262,452972.0,CHOICE_LONG_EVENT,,
263,453023.0,BROKEN_FIXATION_EVENT,,
264,469705.0,TRIAL_AVAILABLE_EVENT,,
265,469706.0,,correct_side,left
266,469706.0,,stim_long,True
267,469706.0,,this_interval,1950.0
268,469706.0,,init_port,N
269,471574.0,TRIAL_ENTRY_EVENT,,
270,471574.0,STIM_ONSET_EVENT,,
271,471839.0,BROKEN_FIXATION_EVENT,,
272,490680.0,TRIAL_AVAILABLE_EVENT,,
273,490681.0,,this_interval,1620.0
274,490681.0,,correct_side,left
275,490681.0,,init_port,N
276,490681.0,,stim_long,True
277,522503.0,TRIAL_ENTRY_EVENT,,
278,522504.0,STIM_ONSET_EVENT,,
279,522828.0,BROKEN_FIXATION_EVENT,,
280,541611.0,TRIAL_AVAILABLE_EVENT,,
281,541612.0,,stim_long,True
282,541612.0,,init_port,N
283,541612.0,,this_interval,1950.0
284,541612.0,,correct_side,left
285,543763.0,STIM_ONSET_EVENT,,
286,543763.0,TRIAL_ENTRY_EVENT,,
287,543886.0,BROKEN_FIXATION_EVENT,,
288,562867.0,TRIAL_AVAILABLE_EVENT,,
289,562868.0,,stim_long,False
290,562868.0,,init_port,N
291,562868.0,,this_interval,600.0
292,562868.0,,correct_side,right
293,565059.0,STIM_ONSET_EVENT,,
294,565059.0,TRIAL_ENTRY_EVENT,,
295,565661.0,STIM_OFFSET_EVENT,,
296,565661.0,CHOICE_STATE,,
