,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
0,right,short,right,short,True,1380.0,correct,N,1202.0,13467.0,37801.0,13467.0
1,right,short,right,short,True,600.0,correct,N,1105.0,37801.0,54199.0,37801.0
2,left,long,left,long,True,1740.0,correct,N,826.0,54199.0,73875.0,54199.0
3,left,long,left,long,True,1620.0,correct,N,842.0,73875.0,85535.0,73875.0
4,,,right,short,False,1050.0,,N,,85535.0,111768.0,85535.0
5,left,long,right,short,True,1050.0,incorrect,N,600.0,111768.0,133254.0,111768.0
6,right,short,right,short,True,1050.0,correct,N,812.0,133254.0,224681.0,133254.0
7,right,short,left,long,True,1740.0,incorrect,N,1005.0,224681.0,245105.0,224681.0
8,left,long,right,short,True,1260.0,incorrect,N,906.0,245105.0,266933.0,245105.0
9,right,short,right,short,True,1050.0,correct,N,906.0,266933.0,276889.0,266933.0
10,left,long,left,long,True,1950.0,correct,N,785.0,276889.0,288989.0,276889.0
11,right,short,right,short,True,1050.0,correct,N,777.0,288989.0,301728.0,288989.0
12,right,short,right,short,True,600.0,correct,N,802.0,301728.0,312576.0,301728.0
13,right,short,right,short,True,600.0,correct,N,695.0,312576.0,323785.0,312576.0
14,left,long,left,long,True,1950.0,correct,N,742.0,323785.0,334095.0,323785.0
15,,,left,long,False,1620.0,,N,,334095.0,356994.0,334095.0
16,left,long,right,short,True,1050.0,incorrect,N,1205.0,356994.0,387800.0,356994.0
17,right,short,right,short,True,1260.0,correct,N,858.0,387800.0,403332.0,387800.0
18,left,long,left,long,True,1740.0,correct,N,1051.0,403332.0,444263.0,403332.0
19,left,long,right,short,True,1380.0,incorrect,N,988.0,444263.0,469705.0,444263.0
20,,,left,long,False,1950.0,,N,,469705.0,490680.0,469705.0
21,,,left,long,False,1620.0,,N,,490680.0,541611.0,490680.0
22,,,left,long,False,1950.0,,N,,541611.0,562867.0,541611.0
23,right,short,right,short,True,600.0,correct,N,789.0,562867.0,574164.0,562867.0
24,left,long,left,long,True,1620.0,correct,N,717.0,574164.0,585555.0,574164.0
25,right,short,right,short,True,600.0,correct,N,764.0,585555.0,599378.0,585555.0
26,left,long,right,short,True,1050.0,incorrect,N,862.0,599378.0,622521.0,599378.0
27,left,long,right,short,True,1380.0,incorrect,N,966.0,622521.0,642990.0,622521.0
28,left,long,left,long,True,1740.0,correct,N,817.0,642990.0,652153.0,642990.0
29,right,short,right,short,True,1260.0,correct,N,821.0,652153.0,665698.0,652153.0
30,right,short,right,short,True,600.0,correct,N,671.0,665698.0,677471.0,665698.0
31,right,short,left,long,True,2400.0,incorrect,N,774.0,677471.0,698254.0,677471.0
32,right,short,right,short,True,1380.0,correct,N,722.0,698254.0,708994.0,698254.0
33,,,right,short,False,1260.0,,N,,708994.0,733549.0,708994.0
34,right,short,right,short,True,1380.0,correct,N,947.0,733549.0,743335.0,733549.0
35,right,short,right,short,True,600.0,correct,N,945.0,743335.0,763746.0,743335.0
36,left,long,left,long,True,1950.0,correct,N,791.0,763746.0,774053.0,763746.0
37,,,right,short,False,1050.0,,N,,774053.0,796188.0,774053.0
38,left,long,right,short,True,1050.0,incorrect,N,855.0,796188.0,819636.0,796188.0
39,right,short,right,short,True,1380.0,correct,N,670.0,819636.0,829566.0,819636.0
40,left,long,left,long,True,1620.0,correct,N,813.0,829566.0,852986.0,829566.0
41,right,short,left,long,True,1620.0,incorrect,N,759.0,852986.0,874451.0,852986.0
42,right,short,right,short,True,600.0,correct,N,778.0,874451.0,887580.0,874451.0
43,left,long,right,short,True,1380.0,incorrect,N,883.0,887580.0,911126.0,887580.0
44,left,long,left,long,True,1950.0,correct,N,787.0,911126.0,920322.0,911126.0
45,left,long,left,long,True,2400.0,correct,N,746.0,920322.0,935180.0,920322.0
46,right,short,right,short,True,1260.0,correct,N,826.0,935180.0,944623.0,935180.0
47,right,short,right,short,True,1380.0,correct,N,742.0,944623.0,957377.0,944623.0
48,right,short,right,short,True,1050.0,correct,N,711.0,957377.0,968658.0,957377.0
49,,,right,short,False,1260.0,,N,,968658.0,994199.0,968658.0
50,left,long,right,short,True,1050.0,incorrect,N,885.0,994199.0,1014557.0,994199.0
51,,,right,short,False,1260.0,,N,,1014557.0,1034271.0,1014557.0
52,,,left,long,False,1620.0,,N,,1034271.0,1058732.0,1034271.0
53,right,short,left,long,True,1620.0,incorrect,N,1263.0,1058732.0,1079145.0,1058732.0
54,right,short,right,short,True,600.0,correct,N,907.0,1079145.0,1089261.0,1079145.0
55,left,long,right,short,True,1260.0,incorrect,N,836.0,1089261.0,1122002.0,1089261.0
56,right,short,left,long,True,1620.0,incorrect,N,641.0,1122002.0,1141378.0,1122002.0
57,right,short,right,short,True,1260.0,correct,N,772.0,1141378.0,1152207.0,1141378.0
58,left,long,left,long,True,2400.0,correct,N,747.0,1152207.0,1177458.0,1152207.0
59,right,short,right,short,True,1380.0,correct,N,624.0,1177458.0,1191901.0,1177458.0
60,right,short,right,short,True,1050.0,correct,N,740.0,1191901.0,1202844.0,1191901.0
61,right,short,right,short,True,1380.0,correct,N,944.0,1202844.0,1220551.0,1202844.0
62,right,short,left,long,True,1740.0,incorrect,N,603.0,1220551.0,1240276.0,1220551.0
63,left,long,left,long,True,1740.0,correct,N,812.0,1240276.0,1260081.0,1240276.0
64,left,short,left,short,True,1050.0,correct,S,837.0,1260081.0,1271182.0,1260081.0
