,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
0,right,short,right,short,True,600.0,correct,N,1285.0,10756.0,20605.0,10756.0
1,right,short,right,short,True,1380.0,correct,N,921.0,20605.0,29745.0,20605.0
2,right,short,right,short,True,1260.0,broken,N,914.0,29745.0,44525.0,29745.0
3,right,short,right,short,True,600.0,correct,N,931.0,44525.0,53632.0,44525.0
4,right,short,right,short,True,600.0,correct,N,1281.0,53632.0,64326.0,53632.0
5,left,long,left,long,True,1740.0,correct,N,746.0,64326.0,76217.0,64326.0
6,right,short,right,short,True,600.0,correct,N,640.0,76217.0,86538.0,76217.0
7,left,long,right,short,True,1380.0,incorrect,N,816.0,86538.0,108366.0,86538.0
8,right,short,right,short,True,1260.0,correct,N,756.0,108366.0,118855.0,108366.0
9,right,short,left,long,True,1620.0,incorrect,N,1072.0,118855.0,146485.0,118855.0
10,right,short,left,long,True,1740.0,incorrect,N,735.0,146485.0,166710.0,146485.0
11,right,short,left,long,True,1950.0,incorrect,N,802.0,166710.0,187978.0,166710.0
12,right,short,right,short,True,1260.0,correct,N,878.0,187978.0,197909.0,187978.0
13,right,short,right,short,True,600.0,correct,N,900.0,197909.0,212061.0,197909.0
14,,,left,long,False,1950.0,broken,N,,212061.0,233568.0,212061.0
15,left,long,right,short,True,1380.0,incorrect,N,879.0,233568.0,252964.0,233568.0
16,right,short,left,long,True,1620.0,incorrect,N,1435.0,252964.0,274245.0,252964.0
17,left,long,left,long,True,2400.0,correct,N,867.0,274245.0,289330.0,274245.0
18,right,short,right,short,True,600.0,correct,N,796.0,289330.0,310028.0,289330.0
19,right,short,left,long,True,1740.0,incorrect,N,786.0,310028.0,331014.0,310028.0
20,left,long,left,long,True,1740.0,correct,N,900.0,331014.0,340704.0,331014.0
21,left,long,left,long,True,1950.0,correct,N,908.0,340704.0,358354.0,340704.0
22,right,short,right,short,True,1260.0,correct,N,741.0,358354.0,380388.0,358354.0
23,right,short,right,short,True,600.0,correct,N,1190.0,380388.0,402420.0,380388.0
24,left,long,left,long,True,1740.0,correct,N,910.0,402420.0,414623.0,402420.0
25,right,short,right,short,True,1260.0,correct,N,745.0,414623.0,435609.0,414623.0
26,right,short,right,short,True,1380.0,correct,N,1012.0,435609.0,453083.0,435609.0
27,right,short,right,short,True,1380.0,correct,N,826.0,453083.0,471860.0,453083.0
28,right,short,right,short,True,1260.0,correct,N,779.0,471860.0,486561.0,471860.0
29,right,short,right,short,True,1050.0,correct,N,684.0,486561.0,498434.0,486561.0
30,right,short,right,short,True,1380.0,correct,N,1016.0,498434.0,510261.0,498434.0
31,right,short,right,short,True,1260.0,correct,N,662.0,510261.0,528374.0,510261.0
32,left,long,left,long,True,1620.0,correct,N,1038.0,528374.0,538614.0,528374.0
33,left,long,left,long,True,2400.0,correct,N,928.0,538614.0,551316.0,538614.0
34,right,short,right,short,True,1050.0,correct,N,742.0,551316.0,562344.0,551316.0
35,right,short,right,short,True,600.0,correct,N,1006.0,562344.0,571948.0,562344.0
36,right,short,left,long,True,1620.0,incorrect,N,869.0,571948.0,591770.0,571948.0
37,left,long,left,long,True,1740.0,correct,N,1227.0,591770.0,601905.0,591770.0
38,right,short,right,short,True,600.0,broken,N,758.0,601905.0,614338.0,601905.0
39,right,short,right,short,True,600.0,correct,N,1307.0,614338.0,624226.0,614338.0
40,left,long,left,long,True,1620.0,broken,N,789.0,624226.0,637426.0,624226.0
41,right,short,left,long,True,1620.0,incorrect,N,945.0,637426.0,658638.0,637426.0
42,right,short,right,short,True,1050.0,correct,N,743.0,658638.0,675822.0,658638.0
43,right,short,right,short,True,1380.0,broken,N,753.0,675822.0,699616.0,675822.0
