,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
88,left,long,right,short,True,1380.0,incorrect,N,722.0,1525813.0,1546112.0,1525813.0
89,right,short,right,short,True,1260.0,correct,N,719.0,1546112.0,1555800.0,1546112.0
90,left,long,left,long,True,1620.0,correct,N,1080.0,1555800.0,1565903.0,1555800.0
91,,,right,short,False,1380.0,,N,,1565903.0,1590372.0,1565903.0
92,right,short,right,short,True,600.0,correct,N,652.0,1590372.0,1601977.0,1590372.0
93,left,long,right,short,True,1260.0,incorrect,N,751.0,1601977.0,1623309.0,1601977.0
94,right,short,right,short,True,1260.0,correct,N,701.0,1623309.0,1633990.0,1623309.0
95,,,right,short,False,600.0,,N,,1633990.0,1667727.0,1633990.0
96,right,short,right,short,True,1050.0,correct,N,625.0,1667727.0,1678430.0,1667727.0
97,left,long,right,short,True,1050.0,incorrect,N,1015.0,1678430.0,1711186.0,1678430.0
98,right,short,left,long,True,1740.0,incorrect,N,900.0,1711186.0,1730515.0,1711186.0
99,,,left,long,False,1620.0,,N,,1730515.0,1751298.0,1730515.0
100,left,long,left,long,True,1950.0,correct,N,709.0,1751298.0,1762896.0,1751298.0
101,left,long,left,long,True,1950.0,correct,N,732.0,1762896.0,1783163.0,1762896.0
102,left,long,left,long,True,1740.0,correct,N,917.0,1783163.0,1797177.0,1783163.0
103,left,long,right,short,True,1260.0,incorrect,N,1006.0,1797177.0,1823563.0,1797177.0
104,left,long,left,long,True,1620.0,correct,N,1043.0,1823563.0,1833029.0,1823563.0
105,right,short,right,short,True,1050.0,correct,N,881.0,1833029.0,1845005.0,1833029.0
106,right,short,right,short,True,1380.0,correct,N,669.0,1845005.0,1855309.0,1845005.0
107,right,short,right,short,True,1260.0,correct,N,833.0,1855309.0,1864919.0,1855309.0
108,left,long,right,short,True,1380.0,incorrect,N,1089.0,1864919.0,1894286.0,1864919.0
109,left,long,right,short,True,1260.0,incorrect,N,907.0,1894286.0,1914796.0,1894286.0
110,right,long,right,long,True,1620.0,correct,S,648.0,1914796.0,1924285.0,1914796.0
111,left,short,left,short,True,1260.0,correct,S,743.0,1924285.0,1953690.0,1924285.0
112,right,long,right,long,True,2400.0,correct,S,594.0,1953690.0,1975152.0,1953690.0
113,,,right,long,False,2400.0,,S,,1975152.0,1996016.0,1975152.0
114,left,short,left,short,True,1050.0,correct,S,906.0,1996016.0,2016447.0,1996016.0
115,left,short,left,short,True,1050.0,correct,S,812.0,2016447.0,2031351.0,2016447.0
116,left,short,left,short,True,1260.0,correct,S,844.0,2031351.0,2042458.0,2031351.0
117,right,long,right,long,True,1740.0,correct,S,671.0,2042458.0,2059213.0,2042458.0
118,left,short,left,short,True,1380.0,correct,S,792.0,2059213.0,2069627.0,2059213.0
119,right,long,right,long,True,1620.0,correct,S,626.0,2069627.0,2082928.0,2069627.0
120,left,short,right,long,True,1950.0,incorrect,S,1089.0,2082928.0,2102888.0,2082928.0
121,left,short,right,long,True,1950.0,incorrect,S,1089.0,2102888.0,2122662.0,2102888.0
122,left,short,left,short,True,1260.0,correct,S,778.0,2122662.0,2131770.0,2122662.0
123,right,long,right,long,True,1950.0,correct,S,597.0,2131770.0,2153011.0,2131770.0
124,left,short,right,long,True,1740.0,incorrect,S,1004.0,2153011.0,2174203.0,2153011.0
125,right,long,right,long,True,2400.0,correct,S,945.0,2174203.0,2183311.0,2174203.0
126,right,long,right,long,True,2400.0,correct,S,678.0,2183311.0,2192991.0,2183311.0
127,right,long,right,long,True,1950.0,correct,S,920.0,2192991.0,2204082.0,2192991.0
128,left,short,left,short,True,1380.0,correct,S,883.0,2204082.0,2216207.0,2204082.0
129,right,long,left,short,True,1260.0,incorrect,S,659.0,2216207.0,2237157.0,2216207.0
130,left,short,left,short,True,1050.0,correct,S,801.0,2237157.0,2247071.0,2237157.0
131,left,short,left,short,True,1050.0,correct,S,1028.0,2247071.0,2273287.0,2247071.0
132,,,right,long,False,2400.0,,S,,2273287.0,2295225.0,2273287.0
133,right,long,right,long,True,1950.0,correct,S,678.0,2295225.0,2304550.0,2295225.0
134,right,long,right,long,True,1620.0,correct,S,2846.0,2304550.0,2324500.0,2304550.0
135,left,short,right,long,True,2400.0,incorrect,S,1070.0,2324500.0,2344795.0,2324500.0
136,,,right,long,False,1620.0,,S,,2344795.0,2364871.0,2344795.0
137,left,short,left,short,True,1050.0,correct,S,864.0,2364871.0,2373979.0,2364871.0
138,right,long,right,long,True,2400.0,correct,S,654.0,2373979.0,2396595.0,2373979.0
139,,,right,long,False,1620.0,,S,,2396595.0,2422943.0,2396595.0
140,right,long,right,long,True,2400.0,correct,S,713.0,2422943.0,2435158.0,2422943.0
141,left,short,right,long,True,1740.0,incorrect,S,1280.0,2435158.0,2458773.0,2435158.0
142,left,short,left,short,True,1380.0,correct,S,757.0,2458773.0,2470598.0,2458773.0
143,right,long,right,long,True,1950.0,correct,S,638.0,2470598.0,2492178.0,2470598.0
144,left,short,left,short,True,600.0,correct,S,883.0,2492178.0,2505380.0,2492178.0
145,right,long,left,short,True,600.0,incorrect,S,1059.0,2505380.0,2526722.0,2505380.0
146,left,short,left,short,True,1260.0,correct,S,888.0,2526722.0,2537871.0,2526722.0
147,left,short,left,short,True,1380.0,correct,S,1163.0,2537871.0,2564392.0,2537871.0
148,left,short,left,short,True,600.0,correct,S,1116.0,2564392.0,2576372.0,2564392.0
149,left,short,left,short,True,1260.0,correct,S,770.0,2576372.0,2585940.0,2576372.0
150,right,long,right,long,True,1950.0,correct,S,660.0,2585940.0,2603127.0,2585940.0
151,,,right,long,False,1740.0,,S,,2603127.0,2624781.0,2603127.0
152,left,short,left,short,True,1050.0,correct,S,1044.0,2624781.0,2635367.0,2624781.0
153,right,long,right,long,True,1950.0,correct,S,719.0,2635367.0,2645180.0,2635367.0
154,left,short,right,long,True,1620.0,incorrect,S,1037.0,2645180.0,2664287.0,2645180.0
155,right,long,right,long,True,2400.0,correct,S,699.0,2664287.0,2677869.0,2664287.0
156,,,right,long,False,1740.0,,S,,2677869.0,2700703.0,2677869.0
157,right,long,left,short,True,1050.0,incorrect,S,1303.0,2700703.0,2724280.0,2700703.0
158,right,long,right,long,True,1620.0,correct,S,1438.0,2724280.0,2746846.0,2724280.0
159,right,long,right,long,True,1950.0,correct,S,584.0,2746846.0,2764127.0,2746846.0
160,right,long,right,long,True,2400.0,correct,S,656.0,2764127.0,2779951.0,2764127.0
161,right,long,left,short,True,1050.0,incorrect,S,1549.0,2779951.0,2803066.0,2779951.0
162,left,short,left,short,True,600.0,correct,S,1211.0,2803066.0,2818290.0,2803066.0
163,left,short,left,short,True,1380.0,correct,S,1230.0,2818290.0,2839078.0,2818290.0
164,left,short,left,short,True,1380.0,correct,S,2282.0,2839078.0,2852273.0,2839078.0
165,right,long,right,long,True,2400.0,correct,S,1028.0,2852273.0,2861379.0,2852273.0
166,left,short,left,short,True,1380.0,correct,S,1802.0,2861379.0,2873746.0,2861379.0
167,right,long,right,long,True,1950.0,correct,S,716.0,2873746.0,2894815.0,2873746.0
168,left,short,right,long,True,1620.0,incorrect,S,842.0,2894815.0,2915700.0,2894815.0
169,right,long,right,long,True,1620.0,correct,S,891.0,2915700.0,2925192.0,2915700.0
170,right,long,right,long,True,1620.0,correct,S,705.0,2925192.0,2935959.0,2925192.0
171,left,short,left,short,True,1380.0,correct,S,672.0,2935959.0,2946160.0,2935959.0
172,left,short,right,long,True,1950.0,incorrect,S,803.0,2946160.0,2968442.0,2946160.0
173,right,long,right,long,True,1950.0,correct,S,1208.0,2968442.0,2983213.0,2968442.0
174,,,right,short,False,1050.0,,N,,2983213.0,3005617.0,2983213.0
175,right,short,right,short,True,600.0,correct,N,1976.0,3005617.0,3045274.0,3005617.0
176,right,short,right,short,True,600.0,correct,N,933.0,3045274.0,3057045.0,3045274.0
177,right,short,left,long,True,1620.0,incorrect,N,1215.0,3057045.0,3098363.0,3057045.0
178,left,long,left,long,True,1740.0,correct,N,855.0,3098363.0,3113715.0,3098363.0
179,right,short,right,short,True,1050.0,correct,N,965.0,3113715.0,3124103.0,3113715.0
180,right,short,right,short,True,1050.0,correct,N,1151.0,3124103.0,3134692.0,3124103.0
181,left,long,left,long,True,1740.0,correct,N,743.0,3134692.0,3145265.0,3134692.0
182,left,long,left,long,True,2400.0,correct,N,749.0,3145265.0,3161694.0,3145265.0
183,right,short,right,short,True,1050.0,correct,N,1235.0,3161694.0,3175693.0,3161694.0
184,left,long,left,long,True,1950.0,correct,N,967.0,3175693.0,3196863.0,3175693.0
185,left,long,right,short,True,1380.0,incorrect,N,884.0,3196863.0,3216419.0,3196863.0
186,left,long,right,short,True,1260.0,incorrect,N,1357.0,3216419.0,3270753.0,3216419.0
187,,,left,long,False,1620.0,,N,,3270753.0,3290278.0,3270753.0
188,left,long,left,long,True,1950.0,correct,N,918.0,3290278.0,3301575.0,3290278.0
189,right,short,right,short,True,1380.0,correct,N,1131.0,3301575.0,3314521.0,3301575.0
190,,,left,long,False,1620.0,,N,,3314521.0,3334910.0,3314521.0
191,,,right,short,False,600.0,,N,,3334910.0,3360200.0,3334910.0
192,left,long,left,long,True,1740.0,correct,N,900.0,3360200.0,3370993.0,3360200.0
193,left,long,left,long,True,1950.0,correct,N,746.0,3370993.0,3382080.0,3370993.0
194,left,long,left,long,True,2400.0,correct,N,742.0,3382080.0,3400455.0,3382080.0
195,right,short,left,long,True,1950.0,incorrect,N,675.0,3400455.0,3424293.0,3400455.0
196,left,long,left,long,True,1950.0,correct,N,744.0,3424293.0,3436134.0,3424293.0
197,left,long,left,long,True,1950.0,correct,N,744.0,3436134.0,3454930.0,3436134.0
198,right,short,right,short,True,600.0,correct,N,809.0,3454930.0,3465592.0,3454930.0
199,right,short,left,long,True,2400.0,incorrect,N,955.0,3465592.0,3486619.0,3465592.0
200,left,long,right,short,True,1380.0,incorrect,N,1206.0,3486619.0,3508106.0,3486619.0
201,right,short,right,short,True,600.0,correct,N,922.0,3508106.0,3517844.0,3508106.0
202,,,left,long,False,1620.0,,N,,3517844.0,3552585.0,3517844.0
203,left,long,left,long,True,1620.0,correct,N,826.0,3552585.0,3563756.0,3552585.0
204,left,long,left,long,True,1950.0,correct,N,863.0,3563756.0,3585327.0,3563756.0
205,left,long,left,long,True,1950.0,correct,N,779.0,3585327.0,3598139.0,3585327.0
206,right,short,right,short,True,600.0,correct,N,798.0,3598139.0,3608291.0,3598139.0
207,left,long,left,long,True,2400.0,correct,N,891.0,3608291.0,3618447.0,3608291.0
208,right,short,right,short,True,1380.0,correct,N,733.0,3618447.0,3636118.0,3618447.0
209,left,long,left,long,True,1950.0,correct,N,930.0,3636118.0,3646726.0,3636118.0
210,left,long,left,long,True,1740.0,correct,N,845.0,3646726.0,3669502.0,3646726.0
211,left,long,right,short,True,1050.0,incorrect,N,972.0,3669502.0,3693065.0,3669502.0
212,left,long,right,short,True,1380.0,incorrect,N,887.0,3693065.0,3712663.0,3693065.0
213,,,left,long,False,1740.0,,N,,3712663.0,3733143.0,3712663.0
214,left,long,left,long,True,1620.0,correct,N,809.0,3733143.0,3759113.0,3733143.0
215,right,short,right,short,True,1380.0,correct,N,774.0,3759113.0,3774048.0,3759113.0
216,,,left,long,False,1620.0,,N,,3774048.0,3798674.0,3774048.0
217,right,short,left,long,True,1620.0,incorrect,N,705.0,3798674.0,3820096.0,3798674.0
218,left,long,left,long,True,1620.0,correct,N,716.0,3820096.0,3831529.0,3820096.0
219,right,short,right,short,True,1050.0,correct,N,755.0,3831529.0,3849986.0,3831529.0
220,left,long,left,long,True,2400.0,correct,N,808.0,3849986.0,3865497.0,3849986.0
221,left,long,left,long,True,1620.0,correct,N,1284.0,3865497.0,3890509.0,3865497.0
222,left,long,right,short,True,1260.0,incorrect,N,1241.0,3890509.0,3916779.0,3890509.0
223,left,long,right,short,True,600.0,incorrect,N,1233.0,3916779.0,3936314.0,3916779.0
224,left,long,left,long,True,1740.0,correct,N,843.0,3936314.0,3946945.0,3936314.0
225,right,short,right,short,True,1050.0,correct,N,942.0,3946945.0,3969516.0,3946945.0
226,right,short,right,short,True,1260.0,correct,N,669.0,3969516.0,3978884.0,3969516.0
227,,,left,long,False,1740.0,,N,,3978884.0,4001931.0,3978884.0
228,,,right,short,False,1050.0,,N,,4001931.0,4023737.0,4001931.0
229,left,long,left,long,True,1950.0,correct,N,876.0,4023737.0,4035049.0,4023737.0
230,left,long,right,short,True,1380.0,incorrect,N,1060.0,4035049.0,4054828.0,4035049.0
231,left,long,left,long,True,2400.0,correct,N,1003.0,4054828.0,4064889.0,4054828.0
232,right,short,left,long,True,1740.0,incorrect,N,1219.0,4064889.0,4084408.0,4064889.0
233,right,short,left,long,True,1740.0,incorrect,N,721.0,4084408.0,4106054.0,4084408.0
234,right,short,right,short,True,1050.0,correct,N,1174.0,4106054.0,4115692.0,4106054.0
235,left,long,left,long,True,1740.0,correct,N,807.0,4115692.0,4136752.0,4115692.0
236,left,long,left,long,True,2400.0,correct,N,803.0,4136752.0,4148531.0,4136752.0
237,left,long,right,short,True,1380.0,incorrect,N,988.0,4148531.0,4172990.0,4148531.0
238,left,long,left,long,True,1620.0,correct,N,827.0,4172990.0,4182633.0,4172990.0
239,right,short,right,short,True,600.0,correct,N,886.0,4182633.0,4203795.0,4182633.0
240,left,long,right,short,True,1380.0,incorrect,N,1094.0,4203795.0,4226995.0,4203795.0
241,left,long,left,long,True,1620.0,correct,N,835.0,4226995.0,4236396.0,4226995.0
242,left,short,left,short,True,1260.0,correct,S,833.0,4236396.0,4250202.0,4236396.0
243,left,short,right,long,True,1620.0,incorrect,S,984.0,4250202.0,4270103.0,4250202.0
244,left,short,left,short,True,1260.0,correct,S,937.0,4270103.0,4301736.0,4270103.0
245,left,short,left,short,True,1260.0,correct,S,979.0,4301736.0,4312836.0,4301736.0
246,right,long,left,short,True,600.0,incorrect,S,1604.0,4312836.0,4339845.0,4312836.0
247,right,long,right,long,True,1620.0,correct,S,680.0,4339845.0,4349174.0,4339845.0
248,right,long,left,short,True,1380.0,incorrect,S,680.0,4349174.0,4372115.0,4349174.0
249,left,short,left,short,True,600.0,correct,S,899.0,4372115.0,4382818.0,4372115.0
250,left,short,left,short,True,1380.0,correct,S,1431.0,4382818.0,4403634.0,4382818.0
251,left,short,left,short,True,1380.0,correct,S,1048.0,4403634.0,4413302.0,4403634.0
252,right,long,right,long,True,2400.0,correct,S,743.0,4413302.0,4426679.0,4413302.0
253,right,long,right,long,True,1620.0,correct,S,1347.0,4426679.0,4436543.0,4426679.0
254,right,long,right,long,True,1620.0,correct,S,886.0,4436543.0,4449218.0,4436543.0
255,right,long,right,long,True,2400.0,correct,S,732.0,4449218.0,4460283.0,4449218.0
256,left,short,left,short,True,1380.0,correct,S,1063.0,4460283.0,4473327.0,4460283.0
257,right,long,left,short,True,1380.0,incorrect,S,1060.0,4473327.0,4500233.0,4473327.0
258,left,short,left,short,True,600.0,correct,S,1227.0,4500233.0,4509741.0,4500233.0
259,left,short,left,short,True,1260.0,correct,S,2694.0,4509741.0,4518848.0,4509741.0
260,right,long,left,short,True,1260.0,incorrect,S,1382.0,4518848.0,4542910.0,4518848.0
261,right,long,right,long,True,1950.0,correct,S,695.0,4542910.0,4552774.0,4542910.0
262,right,long,right,long,True,2400.0,correct,S,1017.0,4552774.0,4563580.0,4552774.0
263,right,long,right,long,True,1740.0,correct,S,647.0,4563580.0,4578189.0,4563580.0
264,right,long,right,long,True,2400.0,correct,S,974.0,4578189.0,4599660.0,4578189.0
265,left,short,left,short,True,1050.0,correct,S,1186.0,4599660.0,4609937.0,4599660.0
266,right,long,right,long,True,1620.0,correct,S,812.0,4609937.0,4683314.0,4609937.0
267,right,long,left,short,True,1050.0,incorrect,S,733.0,4683314.0,4707456.0,4683314.0
268,left,short,left,short,True,1050.0,correct,S,1188.0,4707456.0,4720199.0,4707456.0
269,left,short,left,short,True,1050.0,correct,S,929.0,4720199.0,4742753.0,4720199.0
270,right,long,left,short,True,1050.0,incorrect,S,1968.0,4742753.0,4761860.0,4742753.0
271,right,long,right,long,True,1950.0,correct,S,661.0,4761860.0,4772684.0,4761860.0
272,left,short,left,short,True,600.0,correct,S,992.0,4772684.0,4784874.0,4772684.0
273,right,long,right,long,True,1740.0,correct,S,905.0,4784874.0,4809589.0,4784874.0
274,left,short,left,short,True,1050.0,correct,S,860.0,4809589.0,4819446.0,4809589.0
275,right,long,left,short,True,600.0,incorrect,S,2103.0,4819446.0,4843033.0,4819446.0
276,left,short,left,short,True,1260.0,correct,S,891.0,4843033.0,4863183.0,4843033.0
277,left,short,left,short,True,1380.0,correct,S,1071.0,4863183.0,4918545.0,4863183.0
278,left,short,left,short,True,600.0,correct,S,1177.0,4918545.0,4931866.0,4918545.0
279,right,long,right,long,True,1620.0,correct,S,866.0,4931866.0,4941846.0,4931866.0
280,right,long,left,short,True,600.0,incorrect,S,1323.0,4941846.0,4971509.0,4941846.0
281,right,long,right,long,True,2400.0,correct,S,1277.0,4971509.0,4995222.0,4971509.0
282,right,long,right,long,True,1740.0,correct,S,703.0,4995222.0,5004327.0,4995222.0
283,right,long,left,short,True,600.0,incorrect,S,8829.0,5004327.0,5062183.0,5004327.0
284,left,short,left,short,True,1260.0,correct,S,960.0,5062183.0,5072379.0,5062183.0
285,right,long,left,short,True,1260.0,incorrect,S,705.0,5072379.0,5100092.0,5072379.0
286,right,long,left,short,True,1050.0,incorrect,S,1124.0,5100092.0,5119851.0,5100092.0
287,,,right,long,False,2400.0,,S,,5119851.0,5139423.0,5119851.0
288,,,left,short,False,600.0,,S,,5139423.0,5160473.0,5139423.0
289,right,long,right,long,True,1620.0,correct,S,680.0,5160473.0,5172593.0,5160473.0
290,left,short,right,long,True,1620.0,incorrect,S,1009.0,5172593.0,5201606.0,5172593.0
291,right,long,right,long,True,1620.0,correct,S,781.0,5201606.0,5211719.0,5201606.0
292,right,short,right,short,True,1050.0,correct,N,974.0,5211719.0,5234398.0,5211719.0
293,left,long,right,short,True,1380.0,incorrect,N,839.0,5234398.0,5260413.0,5234398.0
294,right,short,right,short,True,1260.0,correct,N,1606.0,5260413.0,5270831.0,5260413.0
295,,,left,long,False,2400.0,,N,,5270831.0,5303041.0,5270831.0
296,left,long,left,long,True,1740.0,correct,N,845.0,5303041.0,5324311.0,5303041.0
297,right,short,right,short,True,1380.0,correct,N,1192.0,5324311.0,5334439.0,5324311.0
298,right,short,left,long,True,1740.0,incorrect,N,941.0,5334439.0,5361161.0,5334439.0
299,left,long,left,long,True,1740.0,correct,N,775.0,5361161.0,5371599.0,5361161.0
300,,,left,long,False,1620.0,,N,,5371599.0,5390949.0,5371599.0
301,right,short,right,short,True,1050.0,correct,N,661.0,5390949.0,5401166.0,5390949.0
302,left,long,right,short,True,1380.0,incorrect,N,816.0,5401166.0,5427668.0,5401166.0
303,right,short,right,short,True,600.0,correct,N,721.0,5427668.0,5437440.0,5427668.0
304,right,short,right,short,True,1260.0,correct,N,714.0,5437440.0,5449341.0,5437440.0
305,left,long,right,short,True,1380.0,incorrect,N,793.0,5449341.0,5479152.0,5449341.0
306,left,long,left,long,True,1950.0,correct,N,990.0,5479152.0,5489332.0,5479152.0
307,right,short,right,short,True,1380.0,correct,N,683.0,5489332.0,5504717.0,5489332.0
308,left,long,left,long,True,1620.0,correct,N,934.0,5504717.0,5515944.0,5504717.0
309,left,long,left,long,True,2400.0,correct,N,928.0,5515944.0,5530034.0,5515944.0
310,right,short,right,short,True,600.0,correct,N,778.0,5530034.0,5542131.0,5530034.0
311,left,long,left,long,True,1950.0,correct,N,772.0,5542131.0,5559641.0,5542131.0
312,left,long,left,long,True,1620.0,correct,N,1094.0,5559641.0,5569009.0,5559641.0
313,left,long,right,short,True,1380.0,incorrect,N,872.0,5569009.0,5596059.0,5569009.0
314,left,long,left,long,True,1740.0,correct,N,1223.0,5596059.0,5610211.0,5596059.0
315,left,long,right,short,True,1380.0,incorrect,N,844.0,5610211.0,5633722.0,5610211.0
316,right,short,right,short,True,1260.0,correct,N,2016.0,5633722.0,5643335.0,5633722.0
317,left,long,right,short,True,1260.0,incorrect,N,1273.0,5643335.0,5682979.0,5643335.0
318,,,right,short,False,1380.0,,N,,5682979.0,5702870.0,5682979.0
319,right,short,right,short,True,1050.0,correct,N,554.0,5702870.0,5715808.0,5702870.0
