,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
59,right,long,right,long,True,1620.0,correct,S,929.0,1052236.0,1062874.0,1052236.0
60,right,long,right,long,True,1950.0,correct,S,736.0,1062874.0,1072951.0,1062874.0
61,right,long,right,long,True,1620.0,correct,S,613.0,1072951.0,1082852.0,1072951.0
62,,,right,long,False,2400.0,,S,,1082852.0,1103874.0,1082852.0
63,right,long,right,long,True,2400.0,correct,S,787.0,1103874.0,1113547.0,1103874.0
64,left,short,left,short,True,1260.0,correct,S,1139.0,1113547.0,1128311.0,1113547.0
65,left,short,left,short,True,1380.0,correct,S,922.0,1128311.0,1140188.0,1128311.0
66,left,short,left,short,True,1260.0,correct,S,897.0,1140188.0,1150484.0,1140188.0
67,left,short,left,short,True,1380.0,correct,S,1000.0,1150484.0,1167736.0,1150484.0
68,right,long,right,long,True,1620.0,correct,S,686.0,1167736.0,1183566.0,1167736.0
69,left,short,left,short,True,600.0,correct,S,866.0,1183566.0,1192674.0,1183566.0
70,left,short,right,long,True,1620.0,incorrect,S,1426.0,1192674.0,1213820.0,1192674.0
71,right,long,left,short,True,1050.0,incorrect,S,2013.0,1213820.0,1256041.0,1213820.0
72,left,short,left,short,True,1050.0,correct,S,892.0,1256041.0,1265557.0,1256041.0
73,left,short,left,short,True,1260.0,correct,S,866.0,1265557.0,1277424.0,1265557.0
74,left,short,left,short,True,600.0,correct,S,884.0,1277424.0,1288160.0,1277424.0
75,right,long,left,short,True,1380.0,incorrect,S,686.0,1288160.0,1308871.0,1288160.0
76,left,short,right,long,True,1740.0,incorrect,S,907.0,1308871.0,1327979.0,1308871.0
77,right,long,right,long,True,1950.0,correct,S,809.0,1327979.0,1338756.0,1327979.0
78,left,short,left,short,True,1260.0,correct,S,893.0,1338756.0,1353194.0,1338756.0
79,left,short,left,short,True,1380.0,correct,S,867.0,1353194.0,1364954.0,1353194.0
80,right,long,right,long,True,1740.0,correct,S,700.0,1364954.0,1376977.0,1364954.0
81,right,long,right,long,True,1740.0,correct,S,758.0,1376977.0,1387750.0,1376977.0
82,,,right,long,False,1740.0,,S,,1387750.0,1407880.0,1387750.0
83,right,long,right,long,True,2400.0,correct,S,1389.0,1407880.0,1417278.0,1407880.0
84,left,short,left,short,True,600.0,correct,S,811.0,1417278.0,1431783.0,1417278.0
85,left,short,left,short,True,600.0,correct,S,980.0,1431783.0,1441668.0,1431783.0
86,left,short,left,short,True,600.0,correct,S,982.0,1441668.0,1456552.0,1441668.0
87,right,long,right,long,True,2400.0,correct,S,607.0,1456552.0,1472245.0,1456552.0
88,right,long,left,short,True,1050.0,incorrect,S,1152.0,1472245.0,1492334.0,1472245.0
89,right,long,right,long,True,1620.0,correct,S,1019.0,1492334.0,1535405.0,1492334.0
90,,,right,long,False,1950.0,,S,,1535405.0,1555131.0,1535405.0
91,left,short,left,short,True,600.0,correct,S,1174.0,1555131.0,1565090.0,1555131.0
92,left,short,right,long,True,1740.0,incorrect,S,1080.0,1565090.0,1593534.0,1565090.0
93,left,short,left,short,True,600.0,correct,S,755.0,1593534.0,1602875.0,1593534.0
94,left,short,left,short,True,1050.0,correct,S,1001.0,1602875.0,1620673.0,1602875.0
95,right,long,right,long,True,1950.0,correct,S,679.0,1620673.0,1633108.0,1620673.0
96,left,short,left,short,True,600.0,correct,S,807.0,1633108.0,1643110.0,1633108.0
97,right,long,left,short,True,1380.0,incorrect,S,793.0,1643110.0,1667846.0,1643110.0
98,right,long,left,short,True,1260.0,incorrect,S,920.0,1667846.0,1686951.0,1667846.0
99,left,short,left,short,True,600.0,correct,S,1000.0,1686951.0,1697060.0,1686951.0
100,left,short,right,long,True,1620.0,incorrect,S,1013.0,1697060.0,1716335.0,1697060.0
101,,,right,long,False,1620.0,,S,,1716335.0,1736712.0,1716335.0
102,left,short,left,short,True,600.0,correct,S,1344.0,1736712.0,1746344.0,1736712.0
103,left,short,left,short,True,600.0,correct,S,1604.0,1746344.0,1761914.0,1746344.0
104,left,short,left,short,True,1260.0,correct,S,1104.0,1761914.0,1773704.0,1761914.0
105,right,long,right,long,True,1620.0,correct,S,935.0,1773704.0,1791819.0,1773704.0
106,right,long,right,long,True,1620.0,correct,S,687.0,1791819.0,1801582.0,1791819.0
107,right,long,right,long,True,2400.0,correct,S,704.0,1801582.0,1811025.0,1801582.0
108,left,short,left,short,True,1260.0,correct,S,946.0,1811025.0,1820603.0,1811025.0
109,right,short,left,long,True,1620.0,incorrect,N,707.0,1820603.0,1842731.0,1820603.0
110,right,short,right,short,True,1050.0,correct,N,669.0,1842731.0,1853385.0,1842731.0
111,right,short,right,short,True,1260.0,correct,N,620.0,1853385.0,1868851.0,1853385.0
112,,,left,long,False,1620.0,,N,,1868851.0,1892525.0,1868851.0
113,left,long,left,long,True,2400.0,correct,N,683.0,1892525.0,1902960.0,1892525.0
114,left,long,left,long,True,2400.0,correct,N,820.0,1902960.0,1918800.0,1902960.0
115,,,right,short,False,1380.0,,N,,1918800.0,1938880.0,1918800.0
116,right,short,left,long,True,1740.0,incorrect,N,590.0,1938880.0,1966886.0,1938880.0
117,left,long,left,long,True,1620.0,correct,N,784.0,1966886.0,1990890.0,1966886.0
118,right,short,right,short,True,1050.0,correct,N,721.0,1990890.0,2001225.0,1990890.0
119,,,right,short,False,1260.0,,N,,2001225.0,2020714.0,2001225.0
120,right,short,right,short,True,1050.0,correct,N,683.0,2020714.0,2042105.0,2020714.0
121,,,right,short,False,1050.0,,N,,2042105.0,2064969.0,2042105.0
122,right,short,right,short,True,600.0,correct,N,970.0,2064969.0,2075384.0,2064969.0
123,right,short,right,short,True,1260.0,correct,N,616.0,2075384.0,2092914.0,2075384.0
124,right,short,left,long,True,1740.0,incorrect,N,1067.0,2092914.0,2113814.0,2092914.0
125,right,short,right,short,True,1260.0,correct,N,1192.0,2113814.0,2123212.0,2113814.0
126,,,left,long,False,1950.0,,N,,2123212.0,2155718.0,2123212.0
127,left,long,left,long,True,1740.0,correct,N,1016.0,2155718.0,2167430.0,2155718.0
128,right,short,right,short,True,1260.0,correct,N,754.0,2167430.0,2181092.0,2167430.0
129,left,long,right,short,True,1260.0,incorrect,N,1268.0,2181092.0,2205955.0,2181092.0
130,left,long,right,short,True,1380.0,incorrect,N,976.0,2205955.0,2226082.0,2205955.0
131,left,long,right,short,True,1380.0,incorrect,N,828.0,2226082.0,2245433.0,2226082.0
132,right,short,left,long,True,1950.0,incorrect,N,1098.0,2245433.0,2267191.0,2245433.0
133,left,long,left,long,True,2400.0,correct,N,1001.0,2267191.0,2276665.0,2267191.0
134,left,long,left,long,True,1950.0,correct,N,2109.0,2276665.0,2299313.0,2276665.0
135,left,long,left,long,True,1620.0,correct,N,1003.0,2299313.0,2316207.0,2299313.0
136,right,short,right,short,True,1380.0,correct,N,824.0,2316207.0,2330243.0,2316207.0
137,,,left,long,False,1620.0,,N,,2330243.0,2357241.0,2330243.0
138,left,long,left,long,True,1950.0,correct,N,835.0,2357241.0,2370576.0,2357241.0
139,right,short,left,long,True,1620.0,incorrect,N,926.0,2370576.0,2395065.0,2370576.0
140,left,long,right,short,True,1380.0,incorrect,N,920.0,2395065.0,2415481.0,2395065.0
141,left,long,right,short,True,1260.0,incorrect,N,3479.0,2415481.0,2438649.0,2415481.0
142,right,short,right,short,True,1050.0,correct,N,982.0,2438649.0,2448539.0,2438649.0
143,right,short,right,short,True,1260.0,correct,N,753.0,2448539.0,2474137.0,2448539.0
144,right,short,right,short,True,600.0,correct,N,836.0,2474137.0,2489718.0,2474137.0
145,left,long,left,long,True,1950.0,correct,N,860.0,2489718.0,2502275.0,2489718.0
146,left,long,left,long,True,1740.0,correct,N,1297.0,2502275.0,2515979.0,2502275.0
147,left,long,left,long,True,1740.0,correct,N,1005.0,2515979.0,2529776.0,2515979.0
148,right,short,right,short,True,1260.0,correct,N,687.0,2529776.0,2540247.0,2529776.0
149,left,long,right,short,True,1380.0,incorrect,N,878.0,2540247.0,2560159.0,2540247.0
150,left,long,right,short,True,1380.0,incorrect,N,1153.0,2560159.0,2584245.0,2560159.0
151,right,short,left,long,True,1620.0,incorrect,N,1233.0,2584245.0,2624847.0,2584245.0
152,right,short,right,short,True,1380.0,correct,N,1221.0,2624847.0,2652128.0,2624847.0
153,right,short,right,short,True,1260.0,correct,N,785.0,2652128.0,2665606.0,2652128.0
154,right,short,left,long,True,1740.0,incorrect,N,721.0,2665606.0,2690767.0,2665606.0
155,left,long,right,short,True,1380.0,incorrect,N,795.0,2690767.0,2710172.0,2690767.0
156,left,long,left,long,True,1740.0,correct,N,1358.0,2710172.0,2719806.0,2710172.0
157,right,short,right,short,True,1050.0,correct,N,1122.0,2719806.0,2735087.0,2719806.0
158,right,short,right,short,True,1050.0,correct,N,903.0,2735087.0,2750107.0,2735087.0
159,,,right,short,False,600.0,,N,,2750107.0,2773203.0,2750107.0
160,left,long,left,long,True,1620.0,correct,N,980.0,2773203.0,2784759.0,2773203.0
161,left,long,right,short,True,1380.0,incorrect,N,991.0,2784759.0,2806904.0,2784759.0
162,,,right,short,False,1050.0,,N,,2806904.0,2839332.0,2806904.0
163,right,short,right,short,True,600.0,correct,N,876.0,2839332.0,2848910.0,2839332.0
164,right,short,right,short,True,600.0,correct,N,918.0,2848910.0,2860683.0,2848910.0
165,left,long,right,short,True,1380.0,incorrect,N,1126.0,2860683.0,2889706.0,2860683.0
166,,,left,short,False,1380.0,,S,,2889706.0,2914980.0,2889706.0
167,right,long,right,long,True,1740.0,correct,S,1638.0,2914980.0,2929077.0,2914980.0
168,right,long,left,short,True,1380.0,incorrect,S,1587.0,2929077.0,2959279.0,2929077.0
169,right,long,right,long,True,1620.0,correct,S,1253.0,2959279.0,2979942.0,2959279.0
170,right,long,right,long,True,1620.0,correct,S,834.0,2979942.0,2991313.0,2979942.0
171,right,long,right,long,True,1950.0,correct,S,853.0,2991313.0,3001446.0,2991313.0
172,right,long,left,short,True,1260.0,incorrect,S,804.0,3001446.0,3024084.0,3001446.0
173,,,right,long,False,1620.0,,S,,3024084.0,3065821.0,3024084.0
174,right,long,right,long,True,1620.0,correct,S,725.0,3065821.0,3076009.0,3065821.0
175,,,right,long,False,2400.0,,S,,3076009.0,3095114.0,3076009.0
176,left,short,left,short,True,600.0,correct,S,815.0,3095114.0,3107531.0,3095114.0
177,right,long,right,long,True,1740.0,correct,S,796.0,3107531.0,3120358.0,3107531.0
178,right,long,left,short,True,1380.0,incorrect,S,727.0,3120358.0,3140541.0,3120358.0
179,left,short,right,long,True,2400.0,incorrect,S,3203.0,3140541.0,3161673.0,3140541.0
180,left,short,left,short,True,1050.0,correct,S,908.0,3161673.0,3171752.0,3161673.0
181,left,short,right,long,True,1620.0,incorrect,S,810.0,3171752.0,3204660.0,3171752.0
182,left,short,left,short,True,600.0,correct,S,868.0,3204660.0,3215224.0,3204660.0
183,right,long,right,long,True,1620.0,correct,S,676.0,3215224.0,3228437.0,3215224.0
184,,,right,long,False,1950.0,,S,,3228437.0,3248856.0,3228437.0
185,left,short,left,short,True,1050.0,correct,S,1018.0,3248856.0,3259863.0,3248856.0
186,left,short,left,short,True,1050.0,correct,S,892.0,3259863.0,3284687.0,3259863.0
187,right,long,right,long,True,1620.0,correct,S,1235.0,3284687.0,3306260.0,3284687.0
188,right,long,right,long,True,1950.0,correct,S,712.0,3306260.0,3319815.0,3306260.0
189,left,short,left,short,True,1380.0,correct,S,1498.0,3319815.0,3329163.0,3319815.0
190,left,short,left,short,True,1380.0,correct,S,1393.0,3329163.0,3355687.0,3329163.0
191,left,short,left,short,True,1380.0,correct,S,908.0,3355687.0,3375732.0,3355687.0
192,right,long,left,short,True,1260.0,incorrect,S,1037.0,3375732.0,3401733.0,3375732.0
193,right,long,right,long,True,2400.0,correct,S,909.0,3401733.0,3415672.0,3401733.0
194,left,short,left,short,True,1380.0,correct,S,1628.0,3415672.0,3425577.0,3415672.0
195,right,long,right,long,True,1740.0,correct,S,1007.0,3425577.0,3441278.0,3425577.0
196,right,long,right,long,True,1740.0,correct,S,696.0,3441278.0,3453264.0,3441278.0
197,left,short,left,short,True,1260.0,correct,S,976.0,3453264.0,3463354.0,3453264.0
198,right,long,right,long,True,1620.0,correct,S,791.0,3463354.0,3477350.0,3463354.0
199,right,long,right,long,True,1950.0,correct,S,666.0,3477350.0,3489233.0,3477350.0
200,right,long,right,long,True,1950.0,correct,S,787.0,3489233.0,3499268.0,3489233.0
201,left,short,left,short,True,1050.0,correct,S,1139.0,3499268.0,3511175.0,3499268.0
202,left,short,left,short,True,1260.0,correct,S,1212.0,3511175.0,3525472.0,3511175.0
203,,,left,short,False,1380.0,,S,,3525472.0,3548670.0,3525472.0
204,,,right,long,False,1950.0,,S,,3548670.0,3569561.0,3548670.0
205,right,long,left,short,True,1380.0,incorrect,S,816.0,3569561.0,3592500.0,3569561.0
206,left,short,left,short,True,1050.0,correct,S,879.0,3592500.0,3602164.0,3592500.0
207,,,right,long,False,2400.0,,S,,3602164.0,3626280.0,3602164.0
208,right,long,right,long,True,1740.0,correct,S,783.0,3626280.0,3636063.0,3626280.0
209,left,short,left,short,True,600.0,correct,S,1010.0,3636063.0,3647029.0,3636063.0
210,left,short,left,short,True,1380.0,correct,S,1013.0,3647029.0,3667703.0,3647029.0
211,left,short,left,short,True,1380.0,correct,S,983.0,3667703.0,3689190.0,3667703.0
212,right,long,left,short,True,1050.0,incorrect,S,1398.0,3689190.0,3715526.0,3689190.0
213,left,short,left,short,True,1260.0,correct,S,1124.0,3715526.0,3727562.0,3715526.0
214,right,long,right,long,True,1740.0,correct,S,759.0,3727562.0,3753060.0,3727562.0
215,left,short,left,short,True,1380.0,correct,S,1183.0,3753060.0,3763866.0,3753060.0
216,right,long,right,long,True,1740.0,correct,S,1500.0,3763866.0,3773308.0,3763866.0
217,left,short,left,short,True,600.0,correct,S,697.0,3773308.0,3783835.0,3773308.0
218,right,long,left,short,True,1260.0,incorrect,S,1805.0,3783835.0,3814428.0,3783835.0
219,right,long,right,long,True,1620.0,correct,S,693.0,3814428.0,3830951.0,3814428.0
220,right,long,left,short,True,1260.0,incorrect,S,759.0,3830951.0,3855060.0,3830951.0
221,right,long,right,long,True,1950.0,correct,S,912.0,3855060.0,3866885.0,3855060.0
222,left,long,left,long,True,1740.0,correct,N,1893.0,3866885.0,3899523.0,3866885.0
223,right,short,right,short,True,1380.0,correct,N,870.0,3899523.0,3914625.0,3899523.0
224,right,short,right,short,True,600.0,correct,N,765.0,3914625.0,3925029.0,3914625.0
225,left,long,left,long,True,1740.0,correct,N,847.0,3925029.0,3940358.0,3925029.0
226,right,short,right,short,True,600.0,correct,N,911.0,3940358.0,3953904.0,3940358.0
227,,,right,short,False,600.0,,N,,3953904.0,3973011.0,3953904.0
228,left,long,left,long,True,1740.0,correct,N,827.0,3973011.0,3983503.0,3973011.0
229,left,long,left,long,True,1950.0,correct,N,932.0,3983503.0,3997331.0,3983503.0
230,left,long,left,long,True,1740.0,correct,N,808.0,3997331.0,4012411.0,3997331.0
231,right,short,right,short,True,1050.0,correct,N,681.0,4012411.0,4024426.0,4012411.0
232,right,short,right,short,True,1260.0,correct,N,672.0,4024426.0,4034816.0,4024426.0
233,right,short,right,short,True,1380.0,correct,N,894.0,4034816.0,4044948.0,4034816.0
234,,,right,short,False,1380.0,,N,,4044948.0,4068091.0,4044948.0
235,right,short,left,long,True,1740.0,incorrect,N,719.0,4068091.0,4088363.0,4068091.0
236,right,short,right,short,True,1050.0,correct,N,937.0,4088363.0,4108588.0,4088363.0
237,left,long,left,long,True,2400.0,correct,N,802.0,4108588.0,4122072.0,4108588.0
238,right,short,right,short,True,1050.0,correct,N,795.0,4122072.0,4135789.0,4122072.0
239,right,short,right,short,True,600.0,correct,N,957.0,4135789.0,4145208.0,4135789.0
240,right,short,right,short,True,600.0,correct,N,857.0,4145208.0,4159650.0,4145208.0
241,left,long,left,long,True,1950.0,correct,N,986.0,4159650.0,4174036.0,4159650.0
242,right,short,right,short,True,1050.0,correct,N,833.0,4174036.0,4185754.0,4174036.0
243,left,long,right,short,True,1260.0,incorrect,N,835.0,4185754.0,4213357.0,4185754.0
244,right,short,right,short,True,1050.0,correct,N,971.0,4213357.0,4229448.0,4213357.0
245,right,short,left,long,True,1950.0,incorrect,N,1098.0,4229448.0,4252195.0,4229448.0
246,left,long,right,short,True,1380.0,incorrect,N,991.0,4252195.0,4285275.0,4252195.0
247,right,short,right,short,True,1380.0,correct,N,1401.0,4285275.0,4301953.0,4285275.0
248,,,left,long,False,1740.0,,N,,4301953.0,4328300.0,4301953.0
249,left,long,right,short,True,1380.0,incorrect,N,1265.0,4328300.0,4370574.0,4328300.0
250,,,right,short,False,600.0,,N,,4370574.0,4390310.0,4370574.0
251,,,left,long,False,2400.0,,N,,4390310.0,4410874.0,4390310.0
252,right,short,right,short,True,1050.0,correct,N,1091.0,4410874.0,4448809.0,4410874.0
253,right,short,right,short,True,1260.0,correct,N,825.0,4448809.0,4471175.0,4448809.0
254,right,short,left,long,True,1620.0,incorrect,N,767.0,4471175.0,4500245.0,4471175.0
255,left,long,right,short,True,1380.0,incorrect,N,1031.0,4500245.0,4520698.0,4500245.0
256,right,short,right,short,True,1380.0,correct,N,1266.0,4520698.0,4530486.0,4520698.0
257,right,short,right,short,True,1050.0,correct,N,1054.0,4530486.0,4553305.0,4530486.0
258,left,long,left,long,True,1620.0,correct,N,887.0,4553305.0,4571755.0,4553305.0
259,left,long,left,long,True,1950.0,correct,N,855.0,4571755.0,4585271.0,4571755.0
260,,,left,long,False,1620.0,,N,,4585271.0,4609254.0,4585271.0
261,right,short,left,long,True,1950.0,incorrect,N,856.0,4609254.0,4637902.0,4609254.0
262,right,short,right,short,True,1260.0,correct,N,678.0,4637902.0,4647387.0,4637902.0
263,,,right,short,False,1260.0,,N,,4647387.0,4666783.0,4647387.0
264,right,short,right,short,True,1260.0,correct,N,852.0,4666783.0,4676948.0,4666783.0
265,,,left,long,False,1950.0,,N,,4676948.0,4698343.0,4676948.0
266,right,short,right,short,True,1380.0,correct,N,1056.0,4698343.0,4712371.0,4698343.0
267,left,long,right,short,True,1260.0,incorrect,N,956.0,4712371.0,4735663.0,4712371.0
268,left,long,left,long,True,1740.0,correct,N,786.0,4735663.0,4746496.0,4735663.0
269,,,left,long,False,1740.0,,N,,4746496.0,4771793.0,4746496.0
270,left,long,left,long,True,1950.0,correct,N,845.0,4771793.0,4785344.0,4771793.0
271,right,short,right,short,True,1260.0,correct,N,977.0,4785344.0,4797171.0,4785344.0
272,right,short,right,short,True,600.0,correct,N,1172.0,4797171.0,4816408.0,4797171.0
273,right,short,right,short,True,1260.0,correct,N,945.0,4816408.0,4825667.0,4816408.0
274,right,short,right,short,True,600.0,correct,N,821.0,4825667.0,4843848.0,4825667.0
275,left,long,left,long,True,2400.0,correct,N,967.0,4843848.0,4861112.0,4843848.0
276,left,long,left,long,True,2400.0,correct,N,1039.0,4861112.0,4875814.0,4861112.0
277,left,long,left,long,True,1620.0,correct,N,1199.0,4875814.0,4890279.0,4875814.0
278,left,long,right,short,True,1380.0,incorrect,N,1109.0,4890279.0,4918282.0,4890279.0
279,right,short,right,short,True,1260.0,correct,N,621.0,4918282.0,4927388.0,4918282.0
280,left,long,left,long,True,2400.0,correct,N,960.0,4927388.0,4948011.0,4927388.0
281,left,long,left,long,True,2400.0,correct,N,954.0,4948011.0,4963140.0,4948011.0
282,right,short,left,long,True,2400.0,incorrect,N,1228.0,4963140.0,4983723.0,4963140.0
283,right,short,right,short,True,1260.0,correct,N,1009.0,4983723.0,4993154.0,4983723.0
284,left,long,left,long,True,1620.0,correct,N,1090.0,4993154.0,5002526.0,4993154.0
285,,,right,short,False,600.0,,N,,5002526.0,5031915.0,5002526.0
286,left,long,left,long,True,1950.0,correct,N,890.0,5031915.0,5042183.0,5031915.0
287,right,short,right,short,True,1380.0,correct,N,779.0,5042183.0,5064808.0,5042183.0
288,right,short,left,long,True,1740.0,incorrect,N,724.0,5064808.0,5089484.0,5064808.0
289,right,short,right,short,True,1380.0,correct,N,813.0,5089484.0,5100262.0,5089484.0
290,left,long,right,short,True,1260.0,incorrect,N,1022.0,5100262.0,5131947.0,5100262.0
291,,,right,short,False,1380.0,,N,,5131947.0,5152261.0,5131947.0
292,left,long,left,long,True,1620.0,correct,N,1317.0,5152261.0,5163997.0,5152261.0
293,,,left,long,False,1950.0,,N,,5163997.0,5192181.0,5163997.0
294,left,long,left,long,True,1620.0,correct,N,908.0,5192181.0,5205262.0,5192181.0
295,right,long,right,long,True,1620.0,correct,S,666.0,5205262.0,5218153.0,5205262.0
296,,,right,long,False,2400.0,,S,,5218153.0,5239024.0,5218153.0
297,,,right,long,False,1950.0,,S,,5239024.0,5271288.0,5239024.0
298,right,long,right,long,True,1740.0,correct,S,1152.0,5271288.0,5282718.0,5271288.0
299,left,short,left,short,True,600.0,correct,S,2036.0,5282718.0,5303512.0,5282718.0
300,left,short,left,short,True,1260.0,correct,S,1016.0,5303512.0,5315651.0,5303512.0
301,right,long,right,long,True,1620.0,correct,S,730.0,5315651.0,5327000.0,5315651.0
302,right,long,right,long,True,1740.0,correct,S,796.0,5327000.0,5347334.0,5327000.0
303,right,long,left,short,True,1380.0,incorrect,S,1163.0,5347334.0,5368925.0,5347334.0
304,right,long,left,short,True,1380.0,incorrect,S,714.0,5368925.0,5389581.0,5368925.0
305,left,short,left,short,True,1380.0,correct,S,1038.0,5389581.0,5399232.0,5389581.0
306,,,right,long,False,1740.0,,S,,5399232.0,5418886.0,5399232.0
307,right,long,right,long,True,1950.0,correct,S,734.0,5418886.0,5428824.0,5418886.0
308,right,long,right,long,True,2400.0,correct,S,923.0,5428824.0,5444684.0,5428824.0
309,right,long,left,short,True,1260.0,incorrect,S,1078.0,5444684.0,5467624.0,5444684.0
310,right,long,right,long,True,1740.0,correct,S,1365.0,5467624.0,5487415.0,5467624.0
311,right,long,right,long,True,1950.0,correct,S,807.0,5487415.0,5499320.0,5487415.0
312,left,short,left,short,True,1260.0,correct,S,653.0,5499320.0,5514919.0,5499320.0
313,right,long,right,long,True,2400.0,correct,S,693.0,5514919.0,5528040.0,5514919.0
314,right,long,right,long,True,1740.0,correct,S,962.0,5528040.0,5543243.0,5528040.0
315,left,short,left,short,True,1050.0,correct,S,1137.0,5543243.0,5556450.0,5543243.0
316,right,long,right,long,True,1950.0,correct,S,638.0,5556450.0,5568256.0,5556450.0
317,left,short,left,short,True,600.0,correct,S,804.0,5568256.0,5584783.0,5568256.0
318,right,long,right,long,True,2400.0,correct,S,869.0,5584783.0,5601773.0,5584783.0
319,left,short,left,short,True,1260.0,correct,S,852.0,5601773.0,5622958.0,5601773.0
320,right,long,left,short,True,600.0,incorrect,S,1704.0,5622958.0,5659945.0,5622958.0
