,t,name,var,value
0,11268.0,TRIAL_AVAILABLE_EVENT,,
1,11269.0,,correct_side,right
2,11269.0,,this_interval,2400.0
3,11269.0,,init_port,S
4,11269.0,,stim_long,True
5,11916.0,STIM_ONSET_EVENT,,
6,11916.0,TRIAL_ENTRY_EVENT,,
7,14318.0,CHOICE_STATE,,
8,14318.0,STIM_OFFSET_EVENT,,
9,14950.0,CHOICE_LONG_EVENT,,
10,14950.0,CHOICE_RIGHT_EVENT,,
11,14950.0,CHOICE_EVENT,,
12,14950.0,CHOICE_CORRECT_EVENT,,
13,15012.0,BROKEN_FIXATION_EVENT,,
14,31021.0,TRIAL_AVAILABLE_EVENT,,
15,31022.0,,this_interval,600.0
16,31022.0,,stim_long,False
17,31022.0,,correct_side,left
18,31022.0,,init_port,S
19,36230.0,TRIAL_ENTRY_EVENT,,
20,36230.0,STIM_ONSET_EVENT,,
21,36832.0,STIM_OFFSET_EVENT,,
22,36832.0,CHOICE_STATE,,
23,37648.0,CHOICE_EVENT,,
24,37648.0,CHOICE_INCORRECT_EVENT,,
25,37648.0,CHOICE_RIGHT_EVENT,,
26,37648.0,CHOICE_LONG_EVENT,,
27,55335.0,TRIAL_AVAILABLE_EVENT,,
28,55336.0,,correct_side,left
29,55336.0,,this_interval,1380.0
30,55336.0,,init_port,S
31,55336.0,,stim_long,False
32,57565.0,TRIAL_ENTRY_EVENT,,
33,57566.0,STIM_ONSET_EVENT,,
34,58947.0,CHOICE_STATE,,
35,58947.0,STIM_OFFSET_EVENT,,
36,59614.0,CHOICE_INCORRECT_EVENT,,
37,59614.0,CHOICE_LONG_EVENT,,
38,59614.0,CHOICE_RIGHT_EVENT,,
39,59614.0,CHOICE_EVENT,,
40,76670.0,TRIAL_AVAILABLE_EVENT,,
41,76671.0,,init_port,S
42,76671.0,,this_interval,1050.0
43,76671.0,,correct_side,left
44,76671.0,,stim_long,False
45,79374.0,TRIAL_ENTRY_EVENT,,
46,79375.0,STIM_ONSET_EVENT,,
47,80427.0,STIM_OFFSET_EVENT,,
48,80427.0,CHOICE_STATE,,
49,81174.0,CHOICE_RIGHT_EVENT,,
50,81174.0,CHOICE_INCORRECT_EVENT,,
51,81174.0,CHOICE_EVENT,,
52,81174.0,CHOICE_LONG_EVENT,,
53,98481.0,TRIAL_AVAILABLE_EVENT,,
54,98482.0,,init_port,S
55,98482.0,,stim_long,True
56,98482.0,,correct_side,right
57,98482.0,,this_interval,1620.0
58,100238.0,TRIAL_ENTRY_EVENT,,
59,100239.0,STIM_ONSET_EVENT,,
