time,stimulus,condition,decision,neuron_0,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49
754,2.0,1.0,2.0,15.0,13.0,0.0,0.0,0.0,0.0,12.0,8.0,2.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,6.0,9.0,9.0,0.0,0.0,0.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,0.0,8.0,22.0,4.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0
755,1.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,14.0,2.0,0.0,0.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,5.0,8.0,6.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,5.0,12.0,3.0,0.0,0.0,0.0,10.0,14.0,5.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0
756,3.0,1.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,8.0,12.0,1.0,0.0,0.0,0.0,7.0,14.0,2.0,0.0,0.0,0.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,0.0,0.0,0.0,6.0,11.0,7.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0
757,2.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,9.0,13.0,2.0,0.0,0.0,0.0,6.0,10.0,5.0,0.0,0.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,9.0,12.0,5.0,0.0,0.0,0.0,7.0,9.0,8.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,0.0
758,2.0,1.0,2.0,9.0,8.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0,8.0,2.0,0.0,0.0,0.0,4.0,14.0,6.0,0.0,0.0,0.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0
759,2.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,14.0,2.0,0.0,0.0,0.0,5.0,16.0,5.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,7.0,12.0,6.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0
760,1.0,1.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,11.0,12.0,5.0,0.0,0.0,0.0,7.0,11.0,4.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,13.0,7.0,1.0,0.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,1.0
761,1.0,1.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,12.0,9.0,1.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,0.0,5.0,10.0,8.0,0.0,0.0,0.0,2.0,13.0,8.0,0.0,0.0,0.0,1.0
762,1.0,1.0,2.0,9.0,10.0,0.0,0.0,0.0,1.0,10.0,9.0,2.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,0.0,12.0,9.0,2.0,0.0,0.0,0.0,9.0,14.0,2.0,0.0,0.0,0.0,2.0,11.0,6.0,0.0,0.0,0.0,1.0
763,1.0,1.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,5.0,16.0,4.0,0.0,0.0,0.0,2.0,9.0,14.0,0.0,0.0,0.0,0.0,9.0,14.0,1.0,0.0,0.0,0.0,8.0,10.0,3.0,0.0,0.0,0.0,5.0,8.0,8.0,0.0,0.0,0.0,1.0
764,1.0,1.0,2.0,12.0,10.0,0.0,0.0,0.0,3.0,8.0,8.0,2.0,0.0,0.0,0.0,9.0,16.0,5.0,0.0,0.0,0.0,9.0,13.0,5.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,9.0,5.0,8.0,0.0,0.0,0.0,5.0,17.0,7.0,0.0,0.0,0.0,0.0
765,3.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,9.0,8.0,2.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,12.0,10.0,5.0,0.0,0.0,0.0,6.0,7.0,5.0,0.0,0.0,0.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0
766,3.0,1.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,2.0,13.0,4.0,0.0,0.0,0.0,8.0,11.0,3.0,0.0,0.0,0.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,2.0,12.0,13.0,0.0,0.0,0.0,1.0
767,1.0,1.0,2.0,10.0,6.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,15.0,11.0,3.0,0.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,1.0
768,2.0,1.0,2.0,11.0,6.0,0.0,0.0,0.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,11.0,10.0,2.0,0.0,0.0,0.0,8.0,9.0,7.0,0.0,0.0,0.0,5.0,10.0,9.0,0.0,0.0,0.0,1.0
769,1.0,1.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,8.0,9.0,3.0,0.0,0.0,0.0,3.0,13.0,8.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,0.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,0.0,1.0
770,3.0,1.0,1.0,10.0,6.0,0.0,0.0,0.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,3.0,14.0,7.0,0.0,0.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0
771,3.0,1.0,2.0,8.0,13.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,5.0,10.0,3.0,0.0,0.0,0.0,4.0,13.0,8.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,0.0,3.0,16.0,10.0,0.0,0.0,0.0,1.0
772,2.0,1.0,1.0,14.0,6.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,14.0,8.0,2.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,9.0,10.0,8.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,6.0,8.0,4.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,3.0
773,3.0,1.0,2.0,10.0,6.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,0.0,6.0,9.0,7.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,4.0,11.0,6.0,0.0,0.0,0.0,0.0
774,1.0,1.0,1.0,8.0,6.0,0.0,0.0,0.0,2.0,9.0,12.0,0.0,0.0,0.0,0.0,10.0,8.0,4.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,3.0,9.0,13.0,0.0,0.0,0.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0
775,2.0,1.0,1.0,13.0,8.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,9.0,4.0,3.0,0.0,0.0,0.0,6.0,12.0,7.0,0.0,0.0,0.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,11.0,6.0,2.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,2.0
776,1.0,1.0,1.0,11.0,9.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,10.0,4.0,12.0,0.0,0.0,0.0,3.0
777,1.0,1.0,1.0,8.0,10.0,0.0,0.0,0.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,15.0,9.0,1.0,0.0,0.0,0.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,11.0,10.0,4.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,2.0
778,2.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,7.0,12.0,1.0,0.0,0.0,0.0,6.0,9.0,9.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,11.0,7.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0
779,1.0,1.0,2.0,7.0,8.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,3.0,13.0,4.0,0.0,0.0,0.0,1.0,7.0,9.0,0.0,0.0,0.0,1.0,14.0,11.0,1.0,0.0,0.0,0.0,6.0,18.0,4.0,0.0,0.0,0.0,3.0,13.0,2.0,0.0,0.0,0.0,1.0
780,3.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,2.0,17.0,8.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,5.0,13.0,10.0,0.0,0.0,0.0,3.0
781,1.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,0.0,0.0,0.0,7.0,9.0,7.0,0.0,0.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,7.0,16.0,9.0,0.0,0.0,0.0,8.0,12.0,7.0,0.0,0.0,0.0,1.0
782,2.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,9.0,8.0,5.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,6.0,16.0,1.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,4.0
783,2.0,1.0,2.0,8.0,10.0,0.0,0.0,0.0,3.0,13.0,13.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,1.0,15.0,10.0,0.0,0.0,0.0,0.0,13.0,9.0,7.0,0.0,0.0,0.0,5.0,4.0,8.0,0.0,0.0,0.0,3.0
784,2.0,1.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0.0,14.0,7.0,10.0,0.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,10.0,9.0,12.0,0.0,0.0,0.0,1.0
785,1.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,2.0,12.0,9.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,4.0
786,2.0,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,10.0,10.0,3.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,0.0,0.0,1.0
787,2.0,1.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,13.0,8.0,2.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,2.0
788,1.0,1.0,2.0,14.0,4.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,0.0,0.0,0.0,1.0
789,3.0,1.0,2.0,9.0,3.0,0.0,0.0,0.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,8.0,13.0,4.0,0.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,3.0
790,1.0,1.0,2.0,10.0,7.0,0.0,0.0,0.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,12.0,11.0,5.0,0.0,0.0,0.0,4.0,10.0,8.0,0.0,0.0,0.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,9.0,13.0,4.0,0.0,0.0,0.0,4.0,10.0,5.0,0.0,0.0,0.0,6.0
791,2.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,6.0,12.0,8.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,10.0,12.0,2.0,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,7.0,16.0,4.0,0.0,0.0,0.0,2.0
792,2.0,1.0,1.0,12.0,4.0,0.0,0.0,0.0,4.0,15.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,7.0,13.0,3.0,0.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,6.0,10.0,2.0,0.0,0.0,0.0,5.0
793,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,6.0,13.0,3.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,4.0
794,3.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,5.0,8.0,7.0,0.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,6.0
795,2.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,9.0,8.0,6.0,0.0,0.0,0.0,7.0,13.0,7.0,0.0,0.0,0.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,0.0,7.0
796,2.0,1.0,1.0,12.0,6.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,0.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,0.0,6.0,17.0,2.0,0.0,0.0,0.0,6.0
797,2.0,1.0,1.0,11.0,5.0,0.0,0.0,0.0,2.0,10.0,12.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,1.0,10.0,7.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,5.0
798,1.0,1.0,2.0,14.0,2.0,0.0,0.0,0.0,2.0,10.0,9.0,0.0,0.0,0.0,3.0,17.0,10.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,0.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,5.0
799,2.0,1.0,1.0,11.0,9.0,0.0,0.0,0.0,4.0,10.0,6.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,5.0,10.0,3.0,0.0,0.0,0.0,5.0,11.0,8.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,5.0
800,3.0,1.0,1.0,9.0,7.0,0.0,0.0,0.0,4.0,14.0,3.0,0.0,0.0,0.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,6.0,11.0,2.0,0.0,0.0,0.0,7.0
801,2.0,1.0,1.0,15.0,3.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,9.0,8.0,10.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,1.0
802,2.0,1.0,1.0,13.0,2.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,3.0,14.0,10.0,0.0,0.0,0.0,1.0,7.0,9.0,2.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,10.0
803,3.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,4.0,13.0,7.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,4.0
804,2.0,1.0,2.0,16.0,2.0,0.0,0.0,0.0,7.0,9.0,7.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,5.0,13.0,7.0,0.0,0.0,0.0,8.0,6.0,9.0,0.0,0.0,0.0,0.0,13.0,10.0,1.0,0.0,0.0,0.0,12.0,9.0,1.0,0.0,0.0,0.0,6.0
805,1.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,5.0,11.0,8.0,0.0,0.0,0.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,7.0,8.0,6.0,0.0,0.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,1.0,12.0,11.0,2.0,0.0,0.0,0.0,9.0,10.0,5.0,0.0,0.0,0.0,7.0
806,1.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,11.0,11.0,2.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,1.0,8.0,9.0,1.0,0.0,0.0,0.0,9.0,10.0,2.0,0.0,0.0,0.0,8.0
807,1.0,1.0,1.0,10.0,5.0,0.0,0.0,0.0,4.0,11.0,8.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,10.0,9.0,2.0,0.0,0.0,0.0,3.0,14.0,2.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,17.0,1.0,0.0,0.0,0.0,8.0
808,3.0,1.0,1.0,13.0,2.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,4.0,8.0,11.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0,0.0,5.0
809,2.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0,7.0,11.0,5.0,0.0,0.0,0.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,10.0,15.0,2.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,5.0,12.0,3.0,0.0,0.0,0.0,8.0
810,1.0,1.0,1.0,9.0,3.0,0.0,0.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,3.0,8.0,13.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,3.0,11.0,9.0,0.0,0.0,0.0,1.0,12.0,5.0,0.0,0.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,0.0,4.0
811,3.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,0.0,2.0,10.0,11.0,0.0,0.0,0.0,0.0,9.0,12.0,1.0,0.0,0.0,0.0,6.0,8.0,3.0,0.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,11.0,5.0,3.0,0.0,0.0,0.0,6.0
812,2.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,10.0,10.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,11.0,3.0,0.0,0.0,0.0,8.0,14.0,3.0,0.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,5.0
813,3.0,1.0,2.0,12.0,2.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,6.0
814,1.0,1.0,2.0,7.0,4.0,0.0,0.0,0.0,5.0,14.0,10.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,1.0,6.0,10.0,1.0,0.0,0.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,6.0,9.0,7.0,0.0,0.0,0.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,3.0
815,1.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,8.0,9.0,4.0,0.0,0.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,2.0,12.0,7.0,1.0,0.0,0.0,0.0,6.0,9.0,2.0,0.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,0.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,11.0,9.0,3.0,0.0,0.0,0.0,2.0
816,1.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,3.0,17.0,14.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,6.0
