,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
25,left,short,left,short,True,600.0,correct,S,979.0,678422.0,700346.0,678422.0
26,right,long,right,long,True,2400.0,correct,S,1079.0,700346.0,750086.0,700346.0
27,left,short,right,long,True,1620.0,incorrect,S,1143.0,750086.0,773804.0,750086.0
28,,,left,short,False,1380.0,,S,,773804.0,794421.0,773804.0
29,right,long,right,long,True,2400.0,correct,S,810.0,794421.0,809444.0,794421.0
30,left,short,left,short,True,1260.0,correct,S,762.0,809444.0,828790.0,809444.0
31,right,long,right,long,True,1950.0,correct,S,746.0,828790.0,844539.0,828790.0
32,right,long,right,long,True,2400.0,correct,S,768.0,844539.0,865256.0,844539.0
33,left,short,left,short,True,1380.0,correct,S,732.0,865256.0,892233.0,865256.0
34,right,long,right,long,True,1620.0,correct,S,1228.0,892233.0,903130.0,892233.0
35,right,long,right,long,True,1740.0,correct,S,942.0,903130.0,934520.0,903130.0
36,left,short,right,long,True,1950.0,incorrect,S,948.0,934520.0,973734.0,934520.0
37,left,short,left,short,True,1050.0,correct,S,1122.0,973734.0,984660.0,973734.0
38,right,long,left,short,True,1050.0,incorrect,S,2906.0,984660.0,1022480.0,984660.0
39,left,short,left,short,True,1380.0,correct,S,954.0,1022480.0,1033699.0,1022480.0
40,left,short,left,short,True,1260.0,correct,S,876.0,1033699.0,1055396.0,1033699.0
41,left,short,left,short,True,600.0,correct,S,833.0,1055396.0,1072223.0,1055396.0
42,right,long,right,long,True,2400.0,correct,S,757.0,1072223.0,1088307.0,1072223.0
43,left,short,left,short,True,1260.0,correct,S,763.0,1088307.0,1100479.0,1088307.0
44,left,short,left,short,True,1260.0,correct,S,1276.0,1100479.0,1117294.0,1100479.0
45,left,short,left,short,True,1380.0,correct,S,881.0,1117294.0,1134163.0,1117294.0
46,left,short,right,long,True,1950.0,incorrect,S,881.0,1134163.0,1154392.0,1134163.0
47,left,short,left,short,True,1260.0,correct,S,990.0,1154392.0,1164193.0,1154392.0
48,right,long,right,long,True,1620.0,correct,S,616.0,1164193.0,1191467.0,1164193.0
49,,,right,long,False,1950.0,,S,,1191467.0,1213907.0,1191467.0
50,right,long,right,long,True,1950.0,correct,S,725.0,1213907.0,1226629.0,1213907.0
51,right,short,right,short,True,600.0,correct,N,937.0,1226629.0,1244827.0,1226629.0
52,left,long,left,long,True,1950.0,correct,N,723.0,1244827.0,1255948.0,1244827.0
53,left,long,left,long,True,2400.0,correct,N,796.0,1255948.0,1272073.0,1255948.0
54,right,short,left,long,True,1620.0,incorrect,N,886.0,1272073.0,1295227.0,1272073.0
55,right,short,left,long,True,1740.0,incorrect,N,851.0,1295227.0,1319766.0,1295227.0
56,,,right,short,False,1260.0,,N,,1319766.0,1340071.0,1319766.0
57,left,long,left,long,True,1620.0,correct,N,1644.0,1340071.0,1354350.0,1340071.0
58,right,short,right,short,True,1380.0,correct,N,1118.0,1354350.0,1389693.0,1354350.0
59,left,long,left,long,True,1620.0,correct,N,1085.0,1389693.0,1416400.0,1389693.0
60,right,short,right,short,True,1050.0,correct,N,772.0,1416400.0,1436497.0,1416400.0
61,left,long,left,long,True,1620.0,correct,N,844.0,1436497.0,1464739.0,1436497.0
62,right,short,right,short,True,1380.0,correct,N,815.0,1464739.0,1479170.0,1464739.0
63,right,short,right,short,True,1050.0,correct,N,872.0,1479170.0,1497324.0,1479170.0
64,right,short,right,short,True,600.0,correct,N,1668.0,1497324.0,1519839.0,1497324.0
65,,,left,long,False,1620.0,,N,,1519839.0,1551613.0,1519839.0
66,,,left,long,False,1740.0,,N,,1551613.0,1602338.0,1551613.0
67,left,long,left,long,True,1950.0,correct,N,861.0,1602338.0,1625116.0,1602338.0
68,right,short,right,short,True,600.0,correct,N,1399.0,1625116.0,1681316.0,1625116.0
69,,,left,long,False,1950.0,,N,,1681316.0,1705772.0,1681316.0
70,,,left,long,False,1740.0,,N,,1705772.0,1730799.0,1705772.0
71,left,long,left,long,True,1620.0,correct,N,1140.0,1730799.0,1746382.0,1730799.0
72,right,short,right,short,True,1380.0,correct,N,784.0,1746382.0,1759299.0,1746382.0
73,right,short,right,short,True,1260.0,correct,N,711.0,1759299.0,1787929.0,1759299.0
74,left,long,left,long,True,1620.0,correct,N,900.0,1787929.0,1811702.0,1787929.0
75,left,long,left,long,True,1950.0,correct,N,989.0,1811702.0,1831814.0,1811702.0
76,left,long,left,long,True,1950.0,correct,N,742.0,1831814.0,1858188.0,1831814.0
77,left,long,right,short,True,1260.0,incorrect,N,990.0,1858188.0,1908553.0,1858188.0
78,right,short,right,short,True,1260.0,correct,N,718.0,1908553.0,1926808.0,1908553.0
79,left,long,left,long,True,2400.0,correct,N,893.0,1926808.0,1948792.0,1926808.0
80,left,long,left,long,True,1620.0,correct,N,906.0,1948792.0,1965301.0,1948792.0
81,right,short,right,short,True,1050.0,correct,N,811.0,1965301.0,1980894.0,1965301.0
82,,,right,short,False,1260.0,,N,,1980894.0,2004752.0,1980894.0
83,,,right,short,False,1050.0,,N,,2004752.0,2025851.0,2004752.0
84,,,right,short,False,1260.0,,N,,2025851.0,2046906.0,2025851.0
85,left,long,right,short,True,1380.0,incorrect,N,1211.0,2046906.0,2067741.0,2046906.0
86,,,left,long,False,1740.0,,N,,2067741.0,2088962.0,2067741.0
87,right,short,left,long,True,1740.0,incorrect,N,1309.0,2088962.0,2111567.0,2088962.0
88,right,short,right,short,True,1380.0,correct,N,1574.0,2111567.0,2122529.0,2111567.0
89,left,long,right,short,True,1050.0,incorrect,N,1328.0,2122529.0,2161057.0,2122529.0
90,,,left,long,False,1620.0,,N,,2161057.0,2182429.0,2161057.0
91,right,short,right,short,True,1260.0,correct,N,730.0,2182429.0,2195469.0,2182429.0
92,left,long,left,long,True,1740.0,correct,N,1643.0,2195469.0,2223059.0,2195469.0
93,,,right,short,False,1380.0,,N,,2223059.0,2248792.0,2223059.0
94,,,left,long,False,1620.0,,N,,2248792.0,2270171.0,2248792.0
95,right,short,right,short,True,600.0,correct,N,1246.0,2270171.0,2281370.0,2270171.0
96,left,long,left,long,True,1620.0,correct,N,908.0,2281370.0,2310214.0,2281370.0
97,right,short,left,long,True,1740.0,incorrect,N,990.0,2310214.0,2339081.0,2310214.0
98,left,long,left,long,True,2400.0,correct,N,846.0,2339081.0,2352796.0,2339081.0
99,right,short,right,short,True,1260.0,correct,N,665.0,2352796.0,2377829.0,2352796.0
100,left,long,left,long,True,1620.0,correct,N,1055.0,2377829.0,2404476.0,2377829.0
101,right,short,right,short,True,1050.0,correct,N,691.0,2404476.0,2424036.0,2404476.0
102,right,short,right,short,True,1260.0,correct,N,839.0,2424036.0,2445092.0,2424036.0
103,right,short,right,short,True,1260.0,correct,N,882.0,2445092.0,2471207.0,2445092.0
104,right,short,right,short,True,600.0,correct,N,1362.0,2471207.0,2489831.0,2471207.0
105,left,long,left,long,True,1950.0,correct,N,789.0,2489831.0,2509027.0,2489831.0
106,,,left,long,False,1740.0,,N,,2509027.0,2529121.0,2509027.0
107,,,right,short,False,1260.0,,N,,2529121.0,2548679.0,2529121.0
108,right,short,right,short,True,1380.0,correct,N,853.0,2548679.0,2560462.0,2548679.0
109,right,short,right,short,True,1260.0,correct,N,786.0,2560462.0,2588652.0,2560462.0
110,left,long,left,long,True,1950.0,correct,N,802.0,2588652.0,2600415.0,2588652.0
111,right,short,right,short,True,1380.0,correct,N,870.0,2600415.0,2624537.0,2600415.0
112,right,short,right,short,True,1260.0,correct,N,809.0,2624537.0,2649972.0,2624537.0
113,right,short,left,long,True,1740.0,incorrect,N,888.0,2649972.0,2681082.0,2649972.0
114,left,long,left,long,True,1620.0,correct,N,873.0,2681082.0,2701461.0,2681082.0
115,left,long,left,long,True,2400.0,correct,N,2251.0,2701461.0,2710816.0,2701461.0
116,right,long,right,long,True,2400.0,correct,S,676.0,2710816.0,2740056.0,2710816.0
117,right,long,right,long,True,1620.0,correct,S,798.0,2740056.0,2754021.0,2740056.0
118,left,short,left,short,True,1260.0,correct,S,791.0,2754021.0,2774621.0,2754021.0
119,,,left,short,False,1260.0,,S,,2774621.0,2796659.0,2774621.0
120,right,long,right,long,True,1740.0,correct,S,665.0,2796659.0,2807862.0,2796659.0
121,,,right,long,False,2400.0,,S,,2807862.0,2841561.0,2807862.0
122,left,short,right,long,True,1620.0,incorrect,S,846.0,2841561.0,2863306.0,2841561.0
123,left,short,right,long,True,1950.0,incorrect,S,843.0,2863306.0,2887218.0,2863306.0
124,right,long,left,short,True,1380.0,incorrect,S,1474.0,2887218.0,2967473.0,2887218.0
125,left,short,left,short,True,1380.0,correct,S,976.0,2967473.0,2980147.0,2967473.0
126,left,short,left,short,True,1260.0,correct,S,1164.0,2980147.0,3015153.0,2980147.0
127,right,long,right,long,True,1620.0,correct,S,1320.0,3015153.0,3036831.0,3015153.0
128,left,short,left,short,True,1260.0,correct,S,1136.0,3036831.0,3046553.0,3036831.0
129,,,right,long,False,2400.0,,S,,3046553.0,3078205.0,3046553.0
130,left,short,right,long,True,1950.0,incorrect,S,795.0,3078205.0,3102023.0,3078205.0
131,right,long,right,long,True,1950.0,correct,S,1309.0,3102023.0,3113681.0,3102023.0
132,right,long,right,long,True,2400.0,correct,S,941.0,3113681.0,3126063.0,3113681.0
133,,,right,long,False,1950.0,,S,,3126063.0,3150366.0,3126063.0
134,,,right,long,False,1620.0,,S,,3150366.0,3172545.0,3150366.0
135,right,long,right,long,True,1740.0,correct,S,827.0,3172545.0,3220150.0,3172545.0
136,right,long,right,long,True,1620.0,correct,S,1457.0,3220150.0,3238649.0,3220150.0
137,,,left,short,False,1260.0,,S,,3238649.0,3261494.0,3238649.0
138,right,long,left,short,True,1260.0,incorrect,S,879.0,3261494.0,3283173.0,3261494.0
139,right,long,left,short,True,1260.0,incorrect,S,766.0,3283173.0,3305519.0,3283173.0
140,left,short,left,short,True,1050.0,correct,S,970.0,3305519.0,3318562.0,3305519.0
141,left,short,left,short,True,600.0,correct,S,1789.0,3318562.0,3341322.0,3318562.0
142,left,short,left,short,True,600.0,correct,S,2630.0,3341322.0,3362325.0,3341322.0
143,right,long,right,long,True,1620.0,correct,S,1365.0,3362325.0,3382114.0,3362325.0
144,left,short,left,short,True,1380.0,correct,S,769.0,3382114.0,3397222.0,3382114.0
145,left,short,left,short,True,1050.0,correct,S,889.0,3397222.0,3412942.0,3397222.0
146,left,short,right,long,True,1620.0,incorrect,S,912.0,3412942.0,3437428.0,3412942.0
147,right,long,right,long,True,1740.0,correct,S,856.0,3437428.0,3452100.0,3437428.0
148,left,short,right,long,True,1740.0,incorrect,S,836.0,3452100.0,3479608.0,3452100.0
149,right,long,right,long,True,2400.0,correct,S,594.0,3479608.0,3489936.0,3479608.0
150,right,long,right,long,True,1740.0,correct,S,653.0,3489936.0,3511914.0,3489936.0
151,left,short,left,short,True,1380.0,correct,S,997.0,3511914.0,3525045.0,3511914.0
152,right,long,right,long,True,2400.0,correct,S,960.0,3525045.0,3551519.0,3525045.0
153,left,short,left,short,True,1260.0,correct,S,836.0,3551519.0,3570170.0,3551519.0
154,left,short,left,short,True,1050.0,correct,S,764.0,3570170.0,3590422.0,3570170.0
155,,,right,long,False,2400.0,,S,,3590422.0,3612457.0,3590422.0
156,left,short,left,short,True,1050.0,correct,S,715.0,3612457.0,3622782.0,3612457.0
157,left,short,left,short,True,600.0,correct,S,1263.0,3622782.0,3651542.0,3622782.0
158,right,long,left,short,True,1380.0,incorrect,S,1169.0,3651542.0,3687495.0,3651542.0
159,left,short,left,short,True,1260.0,correct,S,843.0,3687495.0,3701567.0,3687495.0
160,right,long,left,short,True,1260.0,incorrect,S,2206.0,3701567.0,3724061.0,3701567.0
161,,,left,short,False,1380.0,,S,,3724061.0,3743604.0,3724061.0
162,left,short,right,long,True,1740.0,incorrect,S,1011.0,3743604.0,3769531.0,3743604.0
163,right,long,left,short,True,600.0,incorrect,S,1524.0,3769531.0,3791684.0,3769531.0
164,left,short,left,short,True,1260.0,correct,S,1009.0,3791684.0,3802278.0,3791684.0
165,,,left,short,False,600.0,,S,,3802278.0,3825626.0,3802278.0
166,left,short,left,short,True,1380.0,correct,S,1129.0,3825626.0,3853011.0,3825626.0
167,left,short,left,short,True,1260.0,correct,S,1018.0,3853011.0,3874684.0,3853011.0
168,right,long,left,short,True,1260.0,incorrect,S,1241.0,3874684.0,3916759.0,3874684.0
169,left,short,left,short,True,600.0,correct,S,909.0,3916759.0,3926833.0,3916759.0
170,left,long,left,long,True,1740.0,correct,N,943.0,3926833.0,3950345.0,3926833.0
171,right,short,right,short,True,1260.0,correct,N,765.0,3950345.0,3961001.0,3950345.0
172,,,left,long,False,1740.0,,N,,3961001.0,3998428.0,3961001.0
173,right,short,right,short,True,600.0,correct,N,728.0,3998428.0,4011723.0,3998428.0
174,right,short,left,long,True,1620.0,incorrect,N,1046.0,4011723.0,4032987.0,4011723.0
175,left,long,right,short,True,1380.0,incorrect,N,1317.0,4032987.0,4056326.0,4032987.0
176,left,long,left,long,True,1620.0,correct,N,1331.0,4056326.0,4070913.0,4056326.0
177,,,left,long,False,1740.0,,N,,4070913.0,4107883.0,4070913.0
178,,,left,long,False,2400.0,,N,,4107883.0,4127827.0,4107883.0
179,left,long,left,long,True,1620.0,correct,N,900.0,4127827.0,4152497.0,4127827.0
180,left,long,right,short,True,1050.0,incorrect,N,1691.0,4152497.0,4179058.0,4152497.0
181,left,long,left,long,True,1620.0,correct,N,987.0,4179058.0,4192621.0,4179058.0
182,left,long,right,short,True,1050.0,incorrect,N,1165.0,4192621.0,4223022.0,4192621.0
183,,,right,short,False,1380.0,,N,,4223022.0,4246702.0,4223022.0
184,left,long,left,long,True,2400.0,correct,N,760.0,4246702.0,4261905.0,4246702.0
185,left,long,left,long,True,1950.0,correct,N,1078.0,4261905.0,4288856.0,4261905.0
186,left,long,left,long,True,1950.0,correct,N,915.0,4288856.0,4310252.0,4288856.0
187,right,short,right,short,True,1050.0,correct,N,791.0,4310252.0,4326108.0,4310252.0
188,left,long,left,long,True,1740.0,correct,N,833.0,4326108.0,4341472.0,4326108.0
189,right,short,right,short,True,1260.0,correct,N,753.0,4341472.0,4356155.0,4341472.0
190,right,short,right,short,True,1380.0,correct,N,754.0,4356155.0,4371018.0,4356155.0
191,right,short,left,long,True,1620.0,incorrect,N,908.0,4371018.0,4395927.0,4371018.0
192,right,short,left,long,True,2400.0,incorrect,N,1437.0,4395927.0,4423685.0,4395927.0
193,left,long,left,long,True,1620.0,correct,N,3239.0,4423685.0,4439968.0,4423685.0
194,right,short,right,short,True,1380.0,correct,N,886.0,4439968.0,4471871.0,4439968.0
195,left,long,left,long,True,1620.0,correct,N,1015.0,4471871.0,4506951.0,4471871.0
196,right,short,left,long,True,1950.0,incorrect,N,823.0,4506951.0,4543960.0,4506951.0
197,left,long,left,long,True,1620.0,correct,N,976.0,4543960.0,4555868.0,4543960.0
198,right,short,right,short,True,600.0,correct,N,1143.0,4555868.0,4585337.0,4555868.0
199,left,long,right,short,True,600.0,incorrect,N,1005.0,4585337.0,4623332.0,4585337.0
200,left,long,left,long,True,1950.0,correct,N,866.0,4623332.0,4635994.0,4623332.0
201,right,short,right,short,True,600.0,correct,N,911.0,4635994.0,4664225.0,4635994.0
202,left,long,left,long,True,1740.0,correct,N,867.0,4664225.0,4680697.0,4664225.0
203,right,short,right,short,True,600.0,correct,N,932.0,4680697.0,4696243.0,4680697.0
204,left,long,left,long,True,1950.0,correct,N,841.0,4696243.0,4719837.0,4696243.0
205,left,long,right,short,True,1260.0,incorrect,N,1944.0,4719837.0,4752247.0,4719837.0
206,right,short,right,short,True,1050.0,correct,N,962.0,4752247.0,4773197.0,4752247.0
207,,,left,long,False,2400.0,,N,,4773197.0,4803247.0,4773197.0
208,,,right,short,False,1260.0,,N,,4803247.0,4823863.0,4803247.0
209,,,right,short,False,600.0,,N,,4823863.0,4847177.0,4823863.0
210,,,left,long,False,2400.0,,N,,4847177.0,4868885.0,4847177.0
211,left,long,left,long,True,1740.0,correct,N,861.0,4868885.0,4882282.0,4868885.0
212,left,long,left,long,True,1950.0,correct,N,711.0,4882282.0,4898343.0,4882282.0
213,right,short,right,short,True,1260.0,correct,N,721.0,4898343.0,4913758.0,4898343.0
214,left,long,left,long,True,1950.0,correct,N,864.0,4913758.0,4930453.0,4913758.0
215,right,short,right,short,True,600.0,correct,N,880.0,4930453.0,4945881.0,4930453.0
216,left,long,left,long,True,1950.0,correct,N,1066.0,4945881.0,4961822.0,4945881.0
217,,,right,short,False,1260.0,,N,,4961822.0,4995268.0,4961822.0
218,left,long,right,short,True,1380.0,incorrect,N,656.0,4995268.0,5018849.0,4995268.0
219,left,long,right,short,True,1260.0,incorrect,N,801.0,5018849.0,5042388.0,5018849.0
220,left,long,left,long,True,1620.0,correct,N,1001.0,5042388.0,5053310.0,5042388.0
221,right,short,right,short,True,1050.0,correct,N,940.0,5053310.0,5077583.0,5053310.0
222,right,short,right,short,True,600.0,correct,N,1854.0,5077583.0,5088117.0,5077583.0
223,,,right,short,False,1260.0,,N,,5088117.0,5125231.0,5088117.0
224,left,long,left,long,True,1950.0,correct,N,1001.0,5125231.0,5134964.0,5125231.0
225,left,short,right,long,True,1620.0,incorrect,S,660.0,5134964.0,5168773.0,5134964.0
226,right,long,right,long,True,1740.0,correct,S,775.0,5168773.0,5179768.0,5168773.0
227,left,short,left,short,True,1380.0,correct,S,990.0,5179768.0,5200541.0,5179768.0
228,left,short,right,long,True,1620.0,incorrect,S,847.0,5200541.0,5225716.0,5200541.0
229,left,short,right,long,True,1740.0,incorrect,S,826.0,5225716.0,5248452.0,5225716.0
230,right,long,left,short,True,1050.0,incorrect,S,883.0,5248452.0,5272734.0,5248452.0
231,right,long,left,short,True,600.0,incorrect,S,1149.0,5272734.0,5294801.0,5272734.0
232,,,right,long,False,1740.0,,S,,5294801.0,5315349.0,5294801.0
233,right,long,right,long,True,2400.0,correct,S,711.0,5315349.0,5337290.0,5315349.0
234,left,short,left,short,True,1380.0,correct,S,688.0,5337290.0,5364798.0,5337290.0
235,right,long,right,long,True,1620.0,correct,S,593.0,5364798.0,5380194.0,5364798.0
236,right,long,right,long,True,1740.0,correct,S,884.0,5380194.0,5391169.0,5380194.0
237,,,left,short,False,1380.0,,S,,5391169.0,5425248.0,5391169.0
238,left,short,left,short,True,600.0,correct,S,855.0,5425248.0,5434854.0,5425248.0
239,right,long,left,short,True,600.0,incorrect,S,1011.0,5434854.0,5474064.0,5434854.0
240,left,short,left,short,True,1260.0,correct,S,746.0,5474064.0,5484238.0,5474064.0
241,right,long,right,long,True,2400.0,correct,S,983.0,5484238.0,5520738.0,5484238.0
242,right,long,left,short,True,1260.0,incorrect,S,762.0,5520738.0,5543199.0,5520738.0
243,,,left,short,False,1380.0,,S,,5543199.0,5604050.0,5543199.0
244,right,long,left,short,True,600.0,incorrect,S,1336.0,5604050.0,5647244.0,5604050.0
245,left,short,right,long,True,1740.0,incorrect,S,2780.0,5647244.0,5699198.0,5647244.0
246,left,short,right,long,True,1740.0,incorrect,S,1167.0,5699198.0,5730406.0,5699198.0
247,left,short,left,short,True,1050.0,correct,S,1702.0,5730406.0,5779922.0,5730406.0
248,left,short,left,short,True,1050.0,correct,S,2365.0,5779922.0,5791604.0,5779922.0
249,right,long,right,long,True,1620.0,correct,S,826.0,5791604.0,5812497.0,5791604.0
250,,,left,short,False,600.0,,S,,5812497.0,5832962.0,5812497.0
251,,,left,short,False,1380.0,,S,,5832962.0,5897986.0,5832962.0
252,left,short,right,long,True,2400.0,incorrect,S,994.0,5897986.0,5920547.0,5897986.0
253,right,long,right,long,True,1620.0,correct,S,963.0,5920547.0,5942391.0,5920547.0
254,left,short,left,short,True,600.0,correct,S,1107.0,5942391.0,5955895.0,5942391.0
255,right,long,right,long,True,2400.0,correct,S,703.0,5955895.0,5967319.0,5955895.0
256,left,short,left,short,True,600.0,correct,S,987.0,5967319.0,5989669.0,5967319.0
257,left,short,left,short,True,1380.0,correct,S,983.0,5989669.0,6006720.0,5989669.0
258,right,long,right,long,True,2400.0,correct,S,600.0,6006720.0,6027395.0,6006720.0
259,,,left,short,False,1260.0,,S,,6027395.0,6055668.0,6027395.0
260,right,long,left,short,True,1380.0,incorrect,S,1064.0,6055668.0,6077720.0,6055668.0
261,left,short,left,short,True,1380.0,correct,S,860.0,6077720.0,6105123.0,6077720.0
262,left,short,right,long,True,1620.0,incorrect,S,1184.0,6105123.0,6137957.0,6105123.0
263,right,long,right,long,True,1740.0,correct,S,821.0,6137957.0,6151406.0,6137957.0
264,left,short,right,long,True,1620.0,incorrect,S,1001.0,6151406.0,6178860.0,6151406.0
265,,,right,long,False,1620.0,,S,,6178860.0,6202129.0,6178860.0
266,right,long,right,long,True,2400.0,correct,S,584.0,6202129.0,6212904.0,6202129.0
267,right,long,right,long,True,1620.0,correct,S,1149.0,6212904.0,6227563.0,6212904.0
268,right,long,right,long,True,1620.0,correct,S,1107.0,6227563.0,6241581.0,6227563.0
269,left,short,right,long,True,1620.0,incorrect,S,1510.0,6241581.0,6273385.0,6241581.0
270,right,long,left,short,True,1260.0,incorrect,S,837.0,6273385.0,6296778.0,6273385.0
271,left,short,right,long,True,1620.0,incorrect,S,1411.0,6296778.0,6316257.0,6296778.0
272,,,left,short,False,600.0,,S,,6316257.0,6369734.0,6316257.0
273,,,right,long,False,1950.0,,S,,6369734.0,6397100.0,6369734.0
274,right,long,right,long,True,2400.0,correct,S,734.0,6397100.0,6413950.0,6397100.0
275,,,left,short,False,1260.0,,S,,6413950.0,6453964.0,6413950.0
276,left,short,right,long,True,1620.0,incorrect,S,996.0,6453964.0,6476260.0,6453964.0
277,right,long,right,long,True,1740.0,correct,S,732.0,6476260.0,6490261.0,6476260.0
278,left,short,left,short,True,1050.0,correct,S,1067.0,6490261.0,6514386.0,6490261.0
279,left,short,left,short,True,1380.0,correct,S,866.0,6514386.0,6531713.0,6514386.0
280,right,long,right,long,True,1620.0,correct,S,743.0,6531713.0,6552554.0,6531713.0
281,left,short,left,short,True,1260.0,correct,S,962.0,6552554.0,6571354.0,6552554.0
282,right,long,left,short,True,1380.0,incorrect,S,998.0,6571354.0,6603778.0,6571354.0
283,left,short,right,long,True,1740.0,incorrect,S,1514.0,6603778.0,6627903.0,6603778.0
284,,,left,short,False,1050.0,,S,,6627903.0,6668044.0,6627903.0
285,left,short,left,short,True,1050.0,correct,S,777.0,6668044.0,6681984.0,6668044.0
286,right,long,right,long,True,1950.0,correct,S,699.0,6681984.0,6704703.0,6681984.0
287,right,long,right,long,True,1740.0,correct,S,618.0,6704703.0,6721158.0,6704703.0
288,right,long,left,short,True,1050.0,incorrect,S,3152.0,6721158.0,6758645.0,6721158.0
289,right,short,left,long,True,1620.0,incorrect,N,997.0,6758645.0,6784315.0,6758645.0
290,left,long,right,short,True,1380.0,incorrect,N,724.0,6784315.0,6809520.0,6784315.0
291,left,long,left,long,True,1950.0,correct,N,2343.0,6809520.0,6837151.0,6809520.0
292,right,short,left,long,True,1740.0,incorrect,N,1223.0,6837151.0,6888673.0,6837151.0
293,,,right,short,False,1260.0,,N,,6888673.0,6910795.0,6888673.0
294,left,long,left,long,True,1620.0,correct,N,742.0,6910795.0,6924096.0,6910795.0
295,left,long,right,short,True,1380.0,incorrect,N,1513.0,6924096.0,6956933.0,6924096.0
296,,,left,long,False,1740.0,,N,,6956933.0,6976573.0,6956933.0
297,right,short,left,long,True,1620.0,incorrect,N,934.0,6976573.0,6999313.0,6976573.0
298,left,long,right,short,True,1380.0,incorrect,N,1370.0,6999313.0,7057524.0,6999313.0
299,,,left,long,False,2400.0,,N,,7057524.0,7078711.0,7057524.0
300,,,right,short,False,1380.0,,N,,7078711.0,7100253.0,7078711.0
301,left,long,left,long,True,2400.0,correct,N,859.0,7100253.0,7118370.0,7100253.0
302,left,long,right,short,True,1380.0,incorrect,N,1544.0,7118370.0,7166013.0,7118370.0
303,right,short,left,long,True,1740.0,incorrect,N,1037.0,7166013.0,7188110.0,7166013.0
304,left,long,right,short,True,1380.0,incorrect,N,1104.0,7188110.0,7209909.0,7188110.0
