t,name,var,value
1159572.0,,init_port,S
1159572.0,,this_interval,1260.0
1159572.0,,stim_long,False
1159572.0,,correct_side,6
1171139.0,TRIAL_ENTRY_EVENT,,
1171140.0,STIM_ONSET_EVENT,,
1172401.0,STIM_OFFSET_EVENT,,
1172401.0,CHOICE_STATE,,
1173520.0,CHOICE_EVENT,,
1173520.0,CHOICE_SHORT_EVENT,,
1173520.0,CHOICE_CORRECT_EVENT,,
1173520.0,CHOICE_LEFT_EVENT,,
1174322.0,REWARD_EVENT,,
1180244.0,TRIAL_AVAILABLE_EVENT,,
1180245.0,,init_port,S
1180245.0,,correct_side,6
1180245.0,,stim_long,False
1180245.0,,this_interval,1260.0
1182674.0,TRIAL_ENTRY_EVENT,,
1182675.0,STIM_ONSET_EVENT,,
1183936.0,CHOICE_STATE,,
1183936.0,STIM_OFFSET_EVENT,,
1185079.0,CHOICE_INCORRECT_EVENT,,
1185079.0,CHOICE_RIGHT_EVENT,,
1185079.0,CHOICE_LONG_EVENT,,
1201779.0,TRIAL_AVAILABLE_EVENT,,
1201780.0,,correct_side,6
1201780.0,,stim_long,False
1201780.0,,this_interval,1260.0
1201780.0,,init_port,S
1203367.0,TRIAL_ENTRY_EVENT,,
1203368.0,STIM_ONSET_EVENT,,
1204629.0,STIM_OFFSET_EVENT,,
1204629.0,CHOICE_STATE,,
1205872.0,CHOICE_SHORT_EVENT,,
1205872.0,CHOICE_LEFT_EVENT,,
1205872.0,CHOICE_EVENT,,
1205872.0,CHOICE_CORRECT_EVENT,,
1206674.0,REWARD_EVENT,,
1212474.0,TRIAL_AVAILABLE_EVENT,,
1212475.0,,correct_side,6
1212475.0,,init_port,S
1212475.0,,stim_long,False
1212475.0,,this_interval,600.0
1218727.0,TRIAL_ENTRY_EVENT,,
1218728.0,STIM_ONSET_EVENT,,
1219330.0,CHOICE_STATE,,
1219330.0,STIM_OFFSET_EVENT,,
1220299.0,CHOICE_EVENT,,
1220299.0,CHOICE_SHORT_EVENT,,
1220299.0,CHOICE_LEFT_EVENT,,
1220299.0,CHOICE_CORRECT_EVENT,,
1221100.0,REWARD_EVENT,,
1227833.0,TRIAL_AVAILABLE_EVENT,,
1227834.0,,this_interval,1620.0
1227834.0,,init_port,S
1227834.0,,stim_long,True
1227834.0,,correct_side,4
1234372.0,TRIAL_ENTRY_EVENT,,
1234373.0,STIM_ONSET_EVENT,,
1235994.0,STIM_OFFSET_EVENT,,
1235994.0,CHOICE_STATE,,
1237160.0,CHOICE_LEFT_EVENT,,
1237160.0,CHOICE_SHORT_EVENT,,
1237160.0,CHOICE_INCORRECT_EVENT,,
1253479.0,TRIAL_AVAILABLE_EVENT,,
1253480.0,,stim_long,False
1253480.0,,this_interval,1260.0
1253480.0,,init_port,S
1253480.0,,correct_side,6
1255789.0,TRIAL_ENTRY_EVENT,,
1255790.0,STIM_ONSET_EVENT,,
1274895.0,TRIAL_AVAILABLE_EVENT,,
1274896.0,,stim_long,False
1274896.0,,init_port,S
1274896.0,,correct_side,6
1274896.0,,this_interval,1380.0
1277589.0,TRIAL_ENTRY_EVENT,,
1277590.0,STIM_ONSET_EVENT,,
1278971.0,STIM_OFFSET_EVENT,,
1278971.0,CHOICE_STATE,,
1279782.0,CHOICE_EVENT,,
1279782.0,CHOICE_SHORT_EVENT,,
1279782.0,CHOICE_LEFT_EVENT,,
1279782.0,CHOICE_CORRECT_EVENT,,
1280584.0,REWARD_EVENT,,
1286695.0,TRIAL_AVAILABLE_EVENT,,
1286696.0,,this_interval,1740.0
1286696.0,,correct_side,4
1286696.0,,init_port,N
1286696.0,,stim_long,True
1304916.0,TRIAL_ENTRY_EVENT,,
1304918.0,STIM_ONSET_EVENT,,
1306660.0,CHOICE_STATE,,
1306660.0,STIM_OFFSET_EVENT,,
1307981.0,CHOICE_EVENT,,
1307981.0,CHOICE_LONG_EVENT,,
1307981.0,CHOICE_LEFT_EVENT,,
1307981.0,CHOICE_CORRECT_EVENT,,
1308783.0,REWARD_EVENT,,
1314024.0,TRIAL_AVAILABLE_EVENT,,
1314025.0,,this_interval,2400.0
1314025.0,,init_port,N
1314025.0,,stim_long,True
1314025.0,,correct_side,4
1318994.0,TRIAL_ENTRY_EVENT,,
1318995.0,STIM_ONSET_EVENT,,
1321396.0,CHOICE_STATE,,
1321396.0,STIM_OFFSET_EVENT,,
1322259.0,CHOICE_LEFT_EVENT,,
1322259.0,CHOICE_LONG_EVENT,,
1322259.0,CHOICE_EVENT,,
1322259.0,CHOICE_CORRECT_EVENT,,
1323061.0,REWARD_EVENT,,
1328100.0,TRIAL_AVAILABLE_EVENT,,
1328101.0,,init_port,N
1328101.0,,stim_long,False
1328101.0,,this_interval,1260.0
1328101.0,,correct_side,6
1335735.0,TRIAL_ENTRY_EVENT,,
1335736.0,STIM_ONSET_EVENT,,
1336997.0,STIM_OFFSET_EVENT,,
1336997.0,CHOICE_STATE,,
1337575.0,CHOICE_EVENT,,
1337575.0,CHOICE_RIGHT_EVENT,,
1337575.0,CHOICE_CORRECT_EVENT,,
1337575.0,CHOICE_SHORT_EVENT,,
1338377.0,REWARD_EVENT,,
1344840.0,TRIAL_AVAILABLE_EVENT,,
1344841.0,,correct_side,6
1344841.0,,stim_long,False
1344841.0,,init_port,N
1344841.0,,this_interval,1050.0
1347856.0,TRIAL_ENTRY_EVENT,,
1347857.0,STIM_ONSET_EVENT,,
1348908.0,CHOICE_STATE,,
1348908.0,STIM_OFFSET_EVENT,,
1350244.0,CHOICE_INCORRECT_EVENT,,
1350244.0,CHOICE_LONG_EVENT,,
1350244.0,CHOICE_LEFT_EVENT,,
1366961.0,TRIAL_AVAILABLE_EVENT,,
1366962.0,,this_interval,1620.0
1366962.0,,correct_side,4
1366962.0,,stim_long,True
1366962.0,,init_port,N
1369585.0,TRIAL_ENTRY_EVENT,,
1369586.0,STIM_ONSET_EVENT,,
1371207.0,STIM_OFFSET_EVENT,,
1371207.0,CHOICE_STATE,,
1371869.0,CHOICE_INCORRECT_EVENT,,
1371869.0,CHOICE_SHORT_EVENT,,
1371869.0,CHOICE_RIGHT_EVENT,,
1388691.0,TRIAL_AVAILABLE_EVENT,,
1388692.0,,init_port,N
1388692.0,,stim_long,False
1388692.0,,correct_side,6
1388692.0,,this_interval,1050.0
1389620.0,TRIAL_ENTRY_EVENT,,
1389620.0,STIM_ONSET_EVENT,,
1390672.0,CHOICE_STATE,,
1390672.0,STIM_OFFSET_EVENT,,
1391562.0,CHOICE_SHORT_EVENT,,
1391562.0,CHOICE_CORRECT_EVENT,,
1391562.0,CHOICE_RIGHT_EVENT,,
1408727.0,TRIAL_AVAILABLE_EVENT,,
1408728.0,,init_port,N
1408728.0,,this_interval,2400.0
1408728.0,,stim_long,True
1408728.0,,correct_side,4
1410837.0,TRIAL_ENTRY_EVENT,,
1410838.0,STIM_ONSET_EVENT,,
1413239.0,CHOICE_STATE,,
1413239.0,STIM_OFFSET_EVENT,,
1414063.0,CHOICE_LEFT_EVENT,,
1414063.0,CHOICE_LONG_EVENT,,
1414063.0,CHOICE_CORRECT_EVENT,,
1429944.0,TRIAL_AVAILABLE_EVENT,,
1429945.0,,stim_long,False
1429945.0,,this_interval,1260.0
1429945.0,,correct_side,6
1429945.0,,init_port,N
1432308.0,STIM_ONSET_EVENT,,
1432308.0,TRIAL_ENTRY_EVENT,,
1451413.0,TRIAL_AVAILABLE_EVENT,,
1451414.0,,init_port,N
1451414.0,,stim_long,False
1451414.0,,this_interval,600.0
1451414.0,,correct_side,6
1453545.0,TRIAL_ENTRY_EVENT,,
1453546.0,STIM_ONSET_EVENT,,
1454147.0,CHOICE_STATE,,
1454147.0,STIM_OFFSET_EVENT,,
1454869.0,CHOICE_EVENT,,
1454869.0,CHOICE_CORRECT_EVENT,,
1454869.0,CHOICE_RIGHT_EVENT,,
1454869.0,CHOICE_SHORT_EVENT,,
1455670.0,REWARD_EVENT,,
1462651.0,TRIAL_AVAILABLE_EVENT,,
1462652.0,,stim_long,True
1462652.0,,init_port,N
1462652.0,,this_interval,2400.0
1462652.0,,correct_side,4
1465073.0,TRIAL_ENTRY_EVENT,,
1465074.0,STIM_ONSET_EVENT,,
1467475.0,CHOICE_STATE,,
1467475.0,STIM_OFFSET_EVENT,,
1468273.0,CHOICE_EVENT,,
1468273.0,CHOICE_LEFT_EVENT,,
1468273.0,CHOICE_LONG_EVENT,,
1468273.0,CHOICE_CORRECT_EVENT,,
1469074.0,REWARD_EVENT,,
1474179.0,TRIAL_AVAILABLE_EVENT,,
1474180.0,,init_port,N
1474180.0,,this_interval,1380.0
1474180.0,,correct_side,6
1474180.0,,stim_long,False
1479448.0,TRIAL_ENTRY_EVENT,,
1479449.0,STIM_ONSET_EVENT,,
1480830.0,STIM_OFFSET_EVENT,,
1480830.0,CHOICE_STATE,,
1481817.0,CHOICE_LONG_EVENT,,
1481817.0,CHOICE_LEFT_EVENT,,
1481817.0,CHOICE_INCORRECT_EVENT,,
1498554.0,TRIAL_AVAILABLE_EVENT,,
1498555.0,,this_interval,1380.0
1498555.0,,init_port,N
1498555.0,,stim_long,False
1498555.0,,correct_side,6
1499261.0,TRIAL_ENTRY_EVENT,,
1499262.0,STIM_ONSET_EVENT,,
1500643.0,CHOICE_STATE,,
1500643.0,STIM_OFFSET_EVENT,,
1501245.0,CHOICE_CORRECT_EVENT,,
1501245.0,CHOICE_RIGHT_EVENT,,
1501245.0,CHOICE_SHORT_EVENT,,
1501245.0,CHOICE_EVENT,,
1502047.0,REWARD_EVENT,,
1508369.0,TRIAL_AVAILABLE_EVENT,,
1508370.0,,correct_side,4
1508370.0,,stim_long,True
1508370.0,,init_port,N
1508370.0,,this_interval,1620.0
1523859.0,STIM_ONSET_EVENT,,
1523859.0,TRIAL_ENTRY_EVENT,,
1525480.0,CHOICE_STATE,,
1525480.0,STIM_OFFSET_EVENT,,
1526549.0,CHOICE_EVENT,,
1526549.0,CHOICE_LONG_EVENT,,
1526549.0,CHOICE_LEFT_EVENT,,
1526549.0,CHOICE_CORRECT_EVENT,,
1527351.0,REWARD_EVENT,,
1532963.0,TRIAL_AVAILABLE_EVENT,,
1532964.0,,stim_long,False
1532964.0,,this_interval,1260.0
1532964.0,,correct_side,6
1532964.0,,init_port,N
1539173.0,TRIAL_ENTRY_EVENT,,
1539174.0,STIM_ONSET_EVENT,,
1540435.0,STIM_OFFSET_EVENT,,
1540435.0,CHOICE_STATE,,
1541474.0,CHOICE_RIGHT_EVENT,,
1541474.0,CHOICE_SHORT_EVENT,,
1541474.0,CHOICE_CORRECT_EVENT,,
1558281.0,TRIAL_AVAILABLE_EVENT,,
1558282.0,,stim_long,True
1558282.0,,correct_side,4
1558282.0,,this_interval,1950.0
1558282.0,,init_port,N
1560502.0,STIM_ONSET_EVENT,,
1560502.0,TRIAL_ENTRY_EVENT,,
1562454.0,CHOICE_STATE,,
1562454.0,STIM_OFFSET_EVENT,,
1563190.0,CHOICE_RIGHT_EVENT,,
1563190.0,CHOICE_INCORRECT_EVENT,,
1563190.0,CHOICE_SHORT_EVENT,,
1579608.0,TRIAL_AVAILABLE_EVENT,,
1579609.0,,correct_side,6
1579609.0,,this_interval,1050.0
1579609.0,,stim_long,False
1579609.0,,init_port,N
1585137.0,TRIAL_ENTRY_EVENT,,
1585138.0,STIM_ONSET_EVENT,,
1586189.0,STIM_OFFSET_EVENT,,
1586189.0,CHOICE_STATE,,
1586972.0,CHOICE_EVENT,,
1586972.0,CHOICE_CORRECT_EVENT,,
1586972.0,CHOICE_RIGHT_EVENT,,
1586972.0,CHOICE_SHORT_EVENT,,
1587774.0,REWARD_EVENT,,
1594244.0,TRIAL_AVAILABLE_EVENT,,
1594245.0,,stim_long,True
1594245.0,,correct_side,4
1594245.0,,this_interval,2400.0
1594245.0,,init_port,N
1607646.0,STIM_ONSET_EVENT,,
1607646.0,TRIAL_ENTRY_EVENT,,
1626752.0,TRIAL_AVAILABLE_EVENT,,
1626753.0,,this_interval,600.0
1626753.0,,correct_side,6
1626753.0,,init_port,N
1626753.0,,stim_long,False
1630034.0,TRIAL_ENTRY_EVENT,,
1630035.0,STIM_ONSET_EVENT,,
1630637.0,STIM_OFFSET_EVENT,,
1630637.0,CHOICE_STATE,,
1631371.0,CHOICE_EVENT,,
1631371.0,CHOICE_CORRECT_EVENT,,
1631371.0,CHOICE_RIGHT_EVENT,,
1631371.0,CHOICE_SHORT_EVENT,,
1632174.0,REWARD_EVENT,,
1639140.0,TRIAL_AVAILABLE_EVENT,,
1639141.0,,this_interval,1620.0
1639141.0,,correct_side,4
1639141.0,,stim_long,True
1639141.0,,init_port,N
1649425.0,TRIAL_ENTRY_EVENT,,
1649426.0,STIM_ONSET_EVENT,,
1651048.0,CHOICE_STATE,,
1651048.0,STIM_OFFSET_EVENT,,
1652172.0,CHOICE_SHORT_EVENT,,
1652172.0,CHOICE_INCORRECT_EVENT,,
1652172.0,CHOICE_RIGHT_EVENT,,
1668533.0,TRIAL_AVAILABLE_EVENT,,
1668534.0,,this_interval,1620.0
1668534.0,,init_port,N
1668534.0,,stim_long,True
1668534.0,,correct_side,4
1671948.0,TRIAL_ENTRY_EVENT,,
1671949.0,STIM_ONSET_EVENT,,
1673570.0,STIM_OFFSET_EVENT,,
1673570.0,CHOICE_STATE,,
1674628.0,CHOICE_EVENT,,
1674628.0,CHOICE_LONG_EVENT,,
1674628.0,CHOICE_LEFT_EVENT,,
1674628.0,CHOICE_CORRECT_EVENT,,
1675430.0,REWARD_EVENT,,
1681055.0,TRIAL_AVAILABLE_EVENT,,
1681056.0,,init_port,N
1681056.0,,this_interval,1620.0
1681056.0,,correct_side,4
1681056.0,,stim_long,True
1690653.0,TRIAL_ENTRY_EVENT,,
1690654.0,STIM_ONSET_EVENT,,
1692276.0,CHOICE_STATE,,
1692276.0,STIM_OFFSET_EVENT,,
1693138.0,CHOICE_INCORRECT_EVENT,,
1693138.0,CHOICE_RIGHT_EVENT,,
1693138.0,CHOICE_SHORT_EVENT,,
1709758.0,TRIAL_AVAILABLE_EVENT,,
1709759.0,,init_port,N
1709759.0,,stim_long,True
1709759.0,,correct_side,4
1709759.0,,this_interval,1620.0
1711882.0,TRIAL_ENTRY_EVENT,,
1711883.0,STIM_ONSET_EVENT,,
1713504.0,STIM_OFFSET_EVENT,,
1713504.0,CHOICE_STATE,,
1714199.0,CHOICE_RIGHT_EVENT,,
1714199.0,CHOICE_INCORRECT_EVENT,,
1714199.0,CHOICE_SHORT_EVENT,,
1730989.0,TRIAL_AVAILABLE_EVENT,,
1730990.0,,this_interval,1260.0
1730990.0,,stim_long,False
1730990.0,,init_port,N
1730990.0,,correct_side,6
1736752.0,TRIAL_ENTRY_EVENT,,
1736753.0,STIM_ONSET_EVENT,,
1738014.0,STIM_OFFSET_EVENT,,
1738014.0,CHOICE_STATE,,
1739213.0,CHOICE_LEFT_EVENT,,
1739213.0,CHOICE_INCORRECT_EVENT,,
1739213.0,CHOICE_LONG_EVENT,,
1755857.0,TRIAL_AVAILABLE_EVENT,,
1755858.0,,correct_side,6
1755858.0,,init_port,N
1755858.0,,stim_long,False
1755858.0,,this_interval,1050.0
1761198.0,TRIAL_ENTRY_EVENT,,
1761199.0,STIM_ONSET_EVENT,,
1762250.0,STIM_OFFSET_EVENT,,
1762250.0,CHOICE_STATE,,
1763555.0,CHOICE_CORRECT_EVENT,,
1763555.0,CHOICE_EVENT,,
1763555.0,CHOICE_RIGHT_EVENT,,
1763555.0,CHOICE_SHORT_EVENT,,
1764357.0,REWARD_EVENT,,
1770305.0,TRIAL_AVAILABLE_EVENT,,
1770306.0,,stim_long,True
1770306.0,,init_port,N
1770306.0,,correct_side,4
1770306.0,,this_interval,1620.0
1777062.0,TRIAL_ENTRY_EVENT,,
1777063.0,STIM_ONSET_EVENT,,
1778684.0,CHOICE_STATE,,
1778684.0,STIM_OFFSET_EVENT,,
1779572.0,CHOICE_CORRECT_EVENT,,
1779572.0,CHOICE_EVENT,,
1779572.0,CHOICE_LEFT_EVENT,,
1779572.0,CHOICE_LONG_EVENT,,
1780373.0,REWARD_EVENT,,
1786169.0,TRIAL_AVAILABLE_EVENT,,
1786170.0,,this_interval,2400.0
1786170.0,,stim_long,True
1786170.0,,init_port,N
1786170.0,,correct_side,4
1789603.0,TRIAL_ENTRY_EVENT,,
1789603.0,STIM_ONSET_EVENT,,
1792005.0,STIM_OFFSET_EVENT,,
1792005.0,CHOICE_STATE,,
1792980.0,CHOICE_LONG_EVENT,,
1792980.0,CHOICE_EVENT,,
1792980.0,CHOICE_LEFT_EVENT,,
1792980.0,CHOICE_CORRECT_EVENT,,
1793782.0,REWARD_EVENT,,
1798708.0,TRIAL_AVAILABLE_EVENT,,
1798709.0,,correct_side,4
1798709.0,,stim_long,True
1798709.0,,init_port,N
1798709.0,,this_interval,1620.0
1806197.0,TRIAL_ENTRY_EVENT,,
1806198.0,STIM_ONSET_EVENT,,
1807819.0,CHOICE_STATE,,
1807819.0,STIM_OFFSET_EVENT,,
1808988.0,CHOICE_INCORRECT_EVENT,,
1808988.0,CHOICE_RIGHT_EVENT,,
1808988.0,CHOICE_SHORT_EVENT,,
1825304.0,TRIAL_AVAILABLE_EVENT,,
1825305.0,,init_port,N
1825305.0,,correct_side,4
1825305.0,,this_interval,1740.0
1825305.0,,stim_long,True
1868821.0,STIM_ONSET_EVENT,,
1868821.0,TRIAL_ENTRY_EVENT,,
1870562.0,STIM_OFFSET_EVENT,,
1870562.0,CHOICE_STATE,,
1872060.0,CHOICE_CORRECT_EVENT,,
1872060.0,CHOICE_LONG_EVENT,,
1872060.0,CHOICE_LEFT_EVENT,,
1887928.0,TRIAL_AVAILABLE_EVENT,,
1887929.0,,correct_side,4
1887929.0,,stim_long,True
1887929.0,,init_port,N
1887929.0,,this_interval,1740.0
1891957.0,TRIAL_ENTRY_EVENT,,
1891958.0,STIM_ONSET_EVENT,,
1893699.0,CHOICE_STATE,,
1893699.0,STIM_OFFSET_EVENT,,
1895285.0,CHOICE_EVENT,,
1895285.0,CHOICE_LONG_EVENT,,
1895285.0,CHOICE_LEFT_EVENT,,
1895285.0,CHOICE_CORRECT_EVENT,,
1896086.0,REWARD_EVENT,,
1901063.0,TRIAL_AVAILABLE_EVENT,,
1901064.0,,stim_long,True
1901064.0,,this_interval,1950.0
1901064.0,,init_port,N
1901064.0,,correct_side,4
1914331.0,TRIAL_ENTRY_EVENT,,
1914332.0,STIM_ONSET_EVENT,,
1916282.0,STIM_OFFSET_EVENT,,
1916282.0,CHOICE_STATE,,
1917281.0,CHOICE_LEFT_EVENT,,
1917281.0,CHOICE_CORRECT_EVENT,,
1917281.0,CHOICE_EVENT,,
1917281.0,CHOICE_LONG_EVENT,,
1918083.0,REWARD_EVENT,,
1923438.0,TRIAL_AVAILABLE_EVENT,,
1923439.0,,correct_side,6
1923439.0,,stim_long,False
1923439.0,,init_port,N
1923439.0,,this_interval,1380.0
1933619.0,TRIAL_ENTRY_EVENT,,
1933620.0,STIM_ONSET_EVENT,,
1935001.0,CHOICE_STATE,,
1935001.0,STIM_OFFSET_EVENT,,
1936088.0,CHOICE_CORRECT_EVENT,,
1936088.0,CHOICE_RIGHT_EVENT,,
1936088.0,CHOICE_EVENT,,
1936088.0,CHOICE_SHORT_EVENT,,
1936890.0,REWARD_EVENT,,
1942723.0,TRIAL_AVAILABLE_EVENT,,
1942724.0,,correct_side,4
1942724.0,,stim_long,True
1942724.0,,this_interval,1620.0
1942724.0,,init_port,N
1953528.0,TRIAL_ENTRY_EVENT,,
1953529.0,STIM_ONSET_EVENT,,
1955150.0,STIM_OFFSET_EVENT,,
1955150.0,CHOICE_STATE,,
1956001.0,CHOICE_LONG_EVENT,,
1956001.0,CHOICE_LEFT_EVENT,,
1956001.0,CHOICE_CORRECT_EVENT,,
1972633.0,TRIAL_AVAILABLE_EVENT,,
1972634.0,,init_port,N
1972634.0,,stim_long,False
1972634.0,,this_interval,1260.0
1972634.0,,correct_side,6
1975200.0,TRIAL_ENTRY_EVENT,,
1975201.0,STIM_ONSET_EVENT,,
1976462.0,STIM_OFFSET_EVENT,,
1976462.0,CHOICE_STATE,,
1977197.0,CHOICE_RIGHT_EVENT,,
1977197.0,CHOICE_CORRECT_EVENT,,
1977197.0,CHOICE_SHORT_EVENT,,
1977197.0,CHOICE_EVENT,,
1977998.0,REWARD_EVENT,,
1984305.0,TRIAL_AVAILABLE_EVENT,,
1984306.0,,stim_long,False
1984306.0,,this_interval,600.0
1984306.0,,init_port,N
1984306.0,,correct_side,6
1996684.0,TRIAL_ENTRY_EVENT,,
1996685.0,STIM_ONSET_EVENT,,
1997286.0,STIM_OFFSET_EVENT,,
1997286.0,CHOICE_STATE,,
1998462.0,CHOICE_SHORT_EVENT,,
1998462.0,CHOICE_RIGHT_EVENT,,
1998462.0,CHOICE_CORRECT_EVENT,,
2015792.0,TRIAL_AVAILABLE_EVENT,,
2015793.0,,this_interval,1380.0
2015793.0,,init_port,N
2015793.0,,correct_side,6
2015793.0,,stim_long,False
2022999.0,STIM_ONSET_EVENT,,
2022999.0,TRIAL_ENTRY_EVENT,,
2024381.0,CHOICE_STATE,,
2024381.0,STIM_OFFSET_EVENT,,
2025647.0,CHOICE_SHORT_EVENT,,
2025647.0,CHOICE_CORRECT_EVENT,,
2025647.0,CHOICE_RIGHT_EVENT,,
2042104.0,TRIAL_AVAILABLE_EVENT,,
2042105.0,,init_port,N
2042105.0,,stim_long,False
2042105.0,,correct_side,6
2042105.0,,this_interval,1260.0
2044881.0,TRIAL_ENTRY_EVENT,,
2044882.0,STIM_ONSET_EVENT,,
2046143.0,STIM_OFFSET_EVENT,,
2046143.0,CHOICE_STATE,,
2047249.0,CHOICE_SHORT_EVENT,,
2047249.0,CHOICE_RIGHT_EVENT,,
2047249.0,CHOICE_CORRECT_EVENT,,
2063987.0,TRIAL_AVAILABLE_EVENT,,
2063988.0,,correct_side,4
2063988.0,,this_interval,1950.0
2063988.0,,stim_long,True
2063988.0,,init_port,N
2066707.0,TRIAL_ENTRY_EVENT,,
2066708.0,STIM_ONSET_EVENT,,
2068658.0,STIM_OFFSET_EVENT,,
2068658.0,CHOICE_STATE,,
2069655.0,CHOICE_EVENT,,
2069655.0,CHOICE_CORRECT_EVENT,,
2069655.0,CHOICE_LONG_EVENT,,
2069655.0,CHOICE_LEFT_EVENT,,
2070457.0,REWARD_EVENT,,
2075814.0,TRIAL_AVAILABLE_EVENT,,
2075815.0,,this_interval,1740.0
2075815.0,,init_port,N
2075815.0,,stim_long,True
2075815.0,,correct_side,4
2087257.0,TRIAL_ENTRY_EVENT,,
2087258.0,STIM_ONSET_EVENT,,
2088999.0,STIM_OFFSET_EVENT,,
2088999.0,CHOICE_STATE,,
2089805.0,CHOICE_EVENT,,
2089805.0,CHOICE_CORRECT_EVENT,,
2089805.0,CHOICE_LEFT_EVENT,,
2089805.0,CHOICE_LONG_EVENT,,
2090607.0,REWARD_EVENT,,
2096362.0,TRIAL_AVAILABLE_EVENT,,
2096363.0,,stim_long,False
2096363.0,,init_port,N
2096363.0,,this_interval,1050.0
2096363.0,,correct_side,6
2101940.0,STIM_ONSET_EVENT,,
2101940.0,TRIAL_ENTRY_EVENT,,
2102991.0,CHOICE_STATE,,
2102991.0,STIM_OFFSET_EVENT,,
2103915.0,CHOICE_LONG_EVENT,,
2103915.0,CHOICE_INCORRECT_EVENT,,
2103915.0,CHOICE_LEFT_EVENT,,
2121046.0,TRIAL_AVAILABLE_EVENT,,
2121047.0,,correct_side,6
2121047.0,,stim_long,False
2121047.0,,init_port,N
2121047.0,,this_interval,1050.0
2122642.0,TRIAL_ENTRY_EVENT,,
2122643.0,STIM_ONSET_EVENT,,
2123694.0,CHOICE_STATE,,
2123694.0,STIM_OFFSET_EVENT,,
2125595.0,CHOICE_SHORT_EVENT,,
2125595.0,CHOICE_CORRECT_EVENT,,
2125595.0,CHOICE_RIGHT_EVENT,,
2125595.0,CHOICE_EVENT,,
2126397.0,REWARD_EVENT,,
2131749.0,TRIAL_AVAILABLE_EVENT,,
2131750.0,,init_port,N
2131750.0,,stim_long,True
2131750.0,,correct_side,4
2131750.0,,this_interval,2400.0
2151729.0,STIM_ONSET_EVENT,,
2151729.0,TRIAL_ENTRY_EVENT,,
2154131.0,CHOICE_STATE,,
2154131.0,STIM_OFFSET_EVENT,,
2154839.0,CHOICE_EVENT,,
2154839.0,CHOICE_CORRECT_EVENT,,
2154839.0,CHOICE_LEFT_EVENT,,
2154839.0,CHOICE_LONG_EVENT,,
2155641.0,REWARD_EVENT,,
2160833.0,TRIAL_AVAILABLE_EVENT,,
2160834.0,,correct_side,4
2160834.0,,this_interval,1740.0
2160834.0,,stim_long,True
2160834.0,,init_port,N
2170177.0,TRIAL_ENTRY_EVENT,,
2170178.0,STIM_ONSET_EVENT,,
2171920.0,STIM_OFFSET_EVENT,,
2171920.0,CHOICE_STATE,,
2172888.0,CHOICE_LONG_EVENT,,
2172888.0,CHOICE_EVENT,,
2172888.0,CHOICE_CORRECT_EVENT,,
2172888.0,CHOICE_LEFT_EVENT,,
2173689.0,REWARD_EVENT,,
2179284.0,TRIAL_AVAILABLE_EVENT,,
2179285.0,,init_port,N
2179285.0,,stim_long,False
2179285.0,,correct_side,6
2179285.0,,this_interval,1380.0
2187539.0,TRIAL_ENTRY_EVENT,,
2187540.0,STIM_ONSET_EVENT,,
2188922.0,CHOICE_STATE,,
2188922.0,STIM_OFFSET_EVENT,,
2189535.0,CHOICE_SHORT_EVENT,,
2189535.0,CHOICE_RIGHT_EVENT,,
2189535.0,CHOICE_CORRECT_EVENT,,
2206646.0,TRIAL_AVAILABLE_EVENT,,
2206647.0,,stim_long,False
2206647.0,,this_interval,1050.0
2206647.0,,init_port,N
2206647.0,,correct_side,6
2209728.0,TRIAL_ENTRY_EVENT,,
2209729.0,STIM_ONSET_EVENT,,
2210781.0,CHOICE_STATE,,
2210781.0,STIM_OFFSET_EVENT,,
2211731.0,CHOICE_RIGHT_EVENT,,
2211731.0,CHOICE_CORRECT_EVENT,,
2211731.0,CHOICE_EVENT,,
2211731.0,CHOICE_SHORT_EVENT,,
2212532.0,REWARD_EVENT,,
2218835.0,TRIAL_AVAILABLE_EVENT,,
2218836.0,,correct_side,4
2218836.0,,stim_long,True
2218836.0,,init_port,N
2218836.0,,this_interval,1950.0
2229938.0,STIM_ONSET_EVENT,,
2229938.0,TRIAL_ENTRY_EVENT,,
2231889.0,STIM_OFFSET_EVENT,,
2231889.0,CHOICE_STATE,,
2232639.0,CHOICE_LEFT_EVENT,,
2232639.0,CHOICE_LONG_EVENT,,
2232639.0,CHOICE_CORRECT_EVENT,,
2249043.0,TRIAL_AVAILABLE_EVENT,,
2249044.0,,correct_side,4
2249044.0,,this_interval,2400.0
2249044.0,,stim_long,True
2249044.0,,init_port,N
2250297.0,TRIAL_ENTRY_EVENT,,
2250298.0,STIM_ONSET_EVENT,,
2252700.0,CHOICE_STATE,,
2252700.0,STIM_OFFSET_EVENT,,
2253473.0,CHOICE_CORRECT_EVENT,,
2253473.0,CHOICE_LONG_EVENT,,
2253473.0,CHOICE_LEFT_EVENT,,
2269405.0,TRIAL_AVAILABLE_EVENT,,
2269406.0,,init_port,N
2269406.0,,this_interval,1950.0
2269406.0,,correct_side,4
2269406.0,,stim_long,True
2270720.0,TRIAL_ENTRY_EVENT,,
2270721.0,STIM_ONSET_EVENT,,
2272671.0,STIM_OFFSET_EVENT,,
2272671.0,CHOICE_STATE,,
2273494.0,CHOICE_LONG_EVENT,,
2273494.0,CHOICE_LEFT_EVENT,,
2273494.0,CHOICE_CORRECT_EVENT,,
2289827.0,TRIAL_AVAILABLE_EVENT,,
2289828.0,,this_interval,1740.0
2289828.0,,correct_side,4
