,chosen_side,chosen_interval,correct_side,interval_category,has_choice,this_interval,outcome,init_port,choice_rt,t_on,t_off,t
71,right,short,right,short,True,600.0,correct,N,680.0,1633411.0,1646200.0,1633411.0
72,right,short,right,short,True,600.0,correct,N,817.0,1646200.0,1657224.0,1646200.0
73,right,short,left,long,True,1740.0,incorrect,N,603.0,1657224.0,1678050.0,1657224.0
74,,,left,long,False,2400.0,,N,,1678050.0,1697654.0,1678050.0
75,left,long,left,long,True,1620.0,correct,N,771.0,1697654.0,1710006.0,1697654.0
76,right,short,right,short,True,600.0,correct,N,874.0,1710006.0,1739304.0,1710006.0
77,left,long,left,long,True,1620.0,correct,N,748.0,1739304.0,1754635.0,1739304.0
78,right,short,right,short,True,1260.0,correct,N,742.0,1754635.0,1768880.0,1754635.0
79,right,short,right,short,True,1050.0,correct,N,890.0,1768880.0,1783727.0,1768880.0
80,left,long,right,short,True,1050.0,incorrect,N,943.0,1783727.0,1842607.0,1783727.0
81,left,long,left,long,True,1740.0,correct,N,813.0,1842607.0,1854349.0,1842607.0
82,right,short,right,short,True,1380.0,correct,N,879.0,1854349.0,1869706.0,1854349.0
83,,,left,long,False,1620.0,,N,,1869706.0,1891333.0,1869706.0
84,right,short,right,short,True,1380.0,correct,N,856.0,1891333.0,1902780.0,1891333.0
85,left,long,left,long,True,1740.0,correct,N,749.0,1902780.0,1929122.0,1902780.0
86,right,short,right,short,True,1260.0,correct,N,688.0,1929122.0,1944077.0,1929122.0
87,left,long,left,long,True,2400.0,correct,N,813.0,1944077.0,1956009.0,1944077.0
88,,,right,short,False,600.0,,N,,1956009.0,1976252.0,1956009.0
89,left,long,left,long,True,1740.0,correct,N,1003.0,1976252.0,1985803.0,1976252.0
90,left,long,left,long,True,1620.0,correct,N,1040.0,1985803.0,2009912.0,1985803.0
91,left,long,right,short,True,1380.0,incorrect,N,1059.0,2009912.0,2033010.0,2009912.0
92,right,short,right,short,True,1260.0,correct,N,858.0,2033010.0,2043426.0,2033010.0
93,right,short,left,long,True,1620.0,incorrect,N,649.0,2043426.0,2068822.0,2043426.0
94,right,short,right,short,True,1260.0,correct,N,644.0,2068822.0,2078869.0,2068822.0
95,left,long,left,long,True,1740.0,correct,N,846.0,2078869.0,2099219.0,2078869.0
96,right,short,right,short,True,600.0,correct,N,957.0,2099219.0,2112684.0,2099219.0
97,right,short,right,short,True,1260.0,correct,N,662.0,2112684.0,2123567.0,2112684.0
98,,,left,long,False,1620.0,,N,,2123567.0,2144358.0,2123567.0
99,left,long,left,long,True,1620.0,correct,N,840.0,2144358.0,2160056.0,2144358.0
100,,,left,long,False,2400.0,,N,,2160056.0,2199468.0,2160056.0
101,right,short,left,long,True,1620.0,incorrect,N,932.0,2199468.0,2218992.0,2199468.0
102,,,left,short,False,1380.0,,S,,2218992.0,2239839.0,2218992.0
103,left,short,left,short,True,1260.0,correct,S,918.0,2239839.0,2262507.0,2239839.0
104,left,short,left,short,True,600.0,correct,S,1062.0,2262507.0,2346423.0,2262507.0
105,,,left,short,False,600.0,,S,,2346423.0,2367147.0,2346423.0
106,left,short,left,short,True,1050.0,correct,S,1017.0,2367147.0,2379055.0,2367147.0
107,left,short,left,short,True,1380.0,correct,S,888.0,2379055.0,2394033.0,2379055.0
108,right,long,right,long,True,1740.0,correct,S,705.0,2394033.0,2405312.0,2394033.0
109,left,short,left,short,True,1050.0,correct,S,626.0,2405312.0,2417059.0,2405312.0
110,left,short,left,short,True,1380.0,correct,S,849.0,2417059.0,2428918.0,2417059.0
111,right,long,right,long,True,1740.0,correct,S,615.0,2428918.0,2449027.0,2428918.0
112,right,long,right,long,True,1740.0,correct,S,785.0,2449027.0,2459124.0,2449027.0
113,right,long,right,long,True,1620.0,correct,S,800.0,2459124.0,2476552.0,2459124.0
114,left,short,left,short,True,1380.0,correct,S,794.0,2476552.0,2500634.0,2476552.0
115,left,short,right,long,True,1620.0,incorrect,S,746.0,2500634.0,2535120.0,2500634.0
116,left,short,right,long,True,1620.0,incorrect,S,901.0,2535120.0,2554896.0,2535120.0
117,left,short,right,long,True,1740.0,incorrect,S,926.0,2554896.0,2576058.0,2554896.0
118,left,short,left,short,True,1260.0,correct,S,761.0,2576058.0,2586563.0,2576058.0
119,right,long,right,long,True,1620.0,correct,S,693.0,2586563.0,2612164.0,2586563.0
120,left,short,left,short,True,1050.0,correct,S,876.0,2612164.0,2622111.0,2612164.0
121,right,long,right,long,True,1740.0,correct,S,549.0,2622111.0,2633622.0,2622111.0
122,left,short,left,short,True,1260.0,correct,S,808.0,2633622.0,2643277.0,2633622.0
123,left,short,left,short,True,600.0,correct,S,1134.0,2643277.0,2677270.0,2643277.0
124,right,long,left,short,True,1050.0,incorrect,S,1034.0,2677270.0,2698971.0,2677270.0
125,left,short,right,long,True,2400.0,incorrect,S,1231.0,2698971.0,2720876.0,2698971.0
126,left,short,left,short,True,1260.0,correct,S,1063.0,2720876.0,2746567.0,2720876.0
127,left,short,right,long,True,1740.0,incorrect,S,850.0,2746567.0,2786896.0,2746567.0
128,right,long,right,long,True,1950.0,correct,S,796.0,2786896.0,2798995.0,2786896.0
129,left,short,left,short,True,600.0,correct,S,923.0,2798995.0,2808635.0,2798995.0
130,right,long,left,short,True,1380.0,incorrect,S,903.0,2808635.0,2844484.0,2808635.0
131,right,long,right,long,True,1740.0,correct,S,964.0,2844484.0,2854874.0,2844484.0
132,right,long,left,short,True,1380.0,incorrect,S,638.0,2854874.0,2888003.0,2854874.0
133,left,short,left,short,True,1050.0,correct,S,910.0,2888003.0,2898716.0,2888003.0
134,right,long,right,long,True,2400.0,correct,S,560.0,2898716.0,2925661.0,2898716.0
135,right,long,right,long,True,2400.0,correct,S,677.0,2925661.0,2935483.0,2925661.0
136,right,long,right,long,True,1620.0,correct,S,682.0,2935483.0,2954227.0,2935483.0
137,right,long,right,long,True,2400.0,correct,S,773.0,2954227.0,2974962.0,2954227.0
138,,,left,short,False,1380.0,,S,,2974962.0,3004895.0,2974962.0
139,left,short,left,short,True,1050.0,correct,S,987.0,3004895.0,3024539.0,3004895.0
140,left,short,left,short,True,1380.0,correct,S,948.0,3024539.0,3044281.0,3024539.0
141,,,right,long,False,2400.0,,S,,3044281.0,3067293.0,3044281.0
142,right,long,right,long,True,2400.0,correct,S,728.0,3067293.0,3080796.0,3067293.0
143,left,short,right,long,True,2400.0,incorrect,S,706.0,3080796.0,3103861.0,3080796.0
144,,,left,short,False,600.0,,S,,3103861.0,3127921.0,3103861.0
145,left,short,left,short,True,1050.0,correct,S,838.0,3127921.0,3138302.0,3127921.0
146,left,short,left,short,True,1050.0,correct,S,974.0,3138302.0,3147774.0,3138302.0
147,right,long,right,long,True,2400.0,correct,S,654.0,3147774.0,3174463.0,3147774.0
148,left,short,left,short,True,600.0,correct,S,1230.0,3174463.0,3185302.0,3174463.0
149,right,long,right,long,True,1740.0,correct,S,914.0,3185302.0,3207825.0,3185302.0
150,right,long,right,long,True,1620.0,correct,S,4511.0,3207825.0,3231946.0,3207825.0
151,left,short,left,short,True,1260.0,correct,S,914.0,3231946.0,3255812.0,3231946.0
152,right,long,right,long,True,1740.0,correct,S,840.0,3255812.0,3265934.0,3255812.0
153,right,long,right,long,True,1620.0,correct,S,927.0,3265934.0,3275569.0,3265934.0
154,,,left,short,False,600.0,,S,,3275569.0,3297537.0,3275569.0
155,right,long,right,long,True,1620.0,correct,S,688.0,3297537.0,3319398.0,3297537.0
156,left,short,left,short,True,1260.0,correct,S,800.0,3319398.0,3330780.0,3319398.0
157,right,long,right,long,True,1740.0,correct,S,753.0,3330780.0,3352881.0,3330780.0
158,left,short,left,short,True,1260.0,correct,S,902.0,3352881.0,3363954.0,3352881.0
159,,,right,long,False,1740.0,,S,,3363954.0,3383718.0,3363954.0
160,left,short,left,short,True,1260.0,correct,S,894.0,3383718.0,3393129.0,3383718.0
161,left,short,left,short,True,1050.0,correct,S,1066.0,3393129.0,3417157.0,3393129.0
162,,,right,long,False,2400.0,,S,,3417157.0,3438353.0,3417157.0
163,,,left,short,False,1050.0,,S,,3438353.0,3468171.0,3438353.0
164,left,short,left,short,True,1050.0,correct,S,989.0,3468171.0,3488572.0,3468171.0
165,left,short,left,short,True,600.0,correct,S,1086.0,3488572.0,3499173.0,3488572.0
166,,,left,short,False,1050.0,,S,,3499173.0,3518535.0,3499173.0
167,left,short,right,long,True,1950.0,incorrect,S,692.0,3518535.0,3541533.0,3518535.0
168,,,left,long,False,1950.0,,N,,3541533.0,3571687.0,3541533.0
169,right,short,right,short,True,600.0,correct,N,1093.0,3571687.0,3585059.0,3571687.0
170,left,long,left,long,True,2400.0,correct,N,626.0,3585059.0,3628164.0,3585059.0
171,right,short,right,short,True,1380.0,correct,N,752.0,3628164.0,3639600.0,3628164.0
172,left,long,left,long,True,1620.0,correct,N,796.0,3639600.0,3662978.0,3639600.0
173,left,long,left,long,True,1950.0,correct,N,1081.0,3662978.0,3674037.0,3662978.0
174,right,short,right,short,True,1260.0,correct,N,998.0,3674037.0,3684609.0,3674037.0
175,left,long,left,long,True,2400.0,correct,N,718.0,3684609.0,3707784.0,3684609.0
176,left,long,left,long,True,1620.0,correct,N,754.0,3707784.0,3723155.0,3707784.0
177,left,long,right,short,True,1260.0,incorrect,N,987.0,3723155.0,3759015.0,3723155.0
178,right,short,left,long,True,1620.0,incorrect,N,665.0,3759015.0,3779175.0,3759015.0
179,,,right,short,False,1380.0,,N,,3779175.0,3801477.0,3779175.0
180,,,left,long,False,1620.0,,N,,3801477.0,3821892.0,3801477.0
181,right,short,left,long,True,1740.0,incorrect,N,1015.0,3821892.0,3842469.0,3821892.0
182,left,long,left,long,True,1740.0,correct,N,827.0,3842469.0,3852386.0,3842469.0
183,,,right,short,False,1380.0,,N,,3852386.0,3888188.0,3852386.0
184,,,left,long,False,2400.0,,N,,3888188.0,3908617.0,3888188.0
185,left,long,right,short,True,1260.0,incorrect,N,861.0,3908617.0,3931995.0,3908617.0
186,right,short,right,short,True,1260.0,correct,N,1098.0,3931995.0,3945323.0,3931995.0
187,,,left,long,False,2400.0,,N,,3945323.0,3986721.0,3945323.0
188,,,right,short,False,1260.0,,N,,3986721.0,4006935.0,3986721.0
189,right,short,left,long,True,1620.0,incorrect,N,882.0,4006935.0,4110758.0,4006935.0
190,left,long,right,short,True,1380.0,incorrect,N,871.0,4110758.0,4141107.0,4110758.0
191,right,short,right,short,True,600.0,correct,N,1230.0,4141107.0,4200302.0,4141107.0
192,left,long,left,long,True,2400.0,correct,N,987.0,4200302.0,4211032.0,4200302.0
193,right,short,right,short,True,1050.0,correct,N,865.0,4211032.0,4225094.0,4211032.0
194,,,left,long,False,2400.0,,N,,4225094.0,4259878.0,4225094.0
195,right,short,left,long,True,1740.0,incorrect,N,1374.0,4259878.0,4281700.0,4259878.0
196,,,right,short,False,1260.0,,N,,4281700.0,4303229.0,4281700.0
197,,,right,short,False,1380.0,,N,,4303229.0,4323283.0,4303229.0
198,right,short,left,long,True,1620.0,incorrect,N,1023.0,4323283.0,4352987.0,4323283.0
199,left,long,right,short,True,1050.0,incorrect,N,1023.0,4352987.0,4386761.0,4352987.0
200,right,short,left,long,True,1740.0,incorrect,N,689.0,4386761.0,4406805.0,4386761.0
201,right,short,right,short,True,600.0,correct,N,1626.0,4406805.0,4426140.0,4406805.0
202,left,long,left,long,True,1950.0,correct,N,774.0,4426140.0,4443207.0,4426140.0
203,right,short,right,short,True,1380.0,correct,N,975.0,4443207.0,4461800.0,4443207.0
204,left,long,left,long,True,1950.0,correct,N,929.0,4461800.0,4490753.0,4461800.0
205,left,long,left,long,True,1620.0,correct,N,907.0,4490753.0,4506398.0,4490753.0
206,right,short,right,short,True,1050.0,correct,N,859.0,4506398.0,4520134.0,4506398.0
207,,,left,long,False,1950.0,,N,,4520134.0,4553928.0,4520134.0
208,left,long,left,long,True,1620.0,correct,N,1860.0,4553928.0,4619863.0,4553928.0
209,right,short,right,short,True,1050.0,correct,N,1142.0,4619863.0,4633308.0,4619863.0
210,right,short,right,short,True,1380.0,correct,N,761.0,4633308.0,4645877.0,4633308.0
211,left,long,left,long,True,1620.0,correct,N,1003.0,4645877.0,4662643.0,4645877.0
212,right,short,right,short,True,1260.0,correct,N,996.0,4662643.0,4675657.0,4662643.0
213,left,long,left,long,True,2400.0,correct,N,830.0,4675657.0,4690383.0,4675657.0
214,left,long,right,short,True,1380.0,incorrect,N,1311.0,4690383.0,4714194.0,4690383.0
215,left,long,right,short,True,600.0,incorrect,N,1309.0,4714194.0,4733906.0,4714194.0
216,right,short,right,short,True,1380.0,correct,N,888.0,4733906.0,4745812.0,4733906.0
217,right,short,left,long,True,1740.0,incorrect,N,731.0,4745812.0,4781632.0,4745812.0
218,left,long,left,long,True,1620.0,correct,N,1147.0,4781632.0,4791608.0,4781632.0
219,,,left,long,False,1740.0,,N,,4791608.0,4819179.0,4791608.0
220,left,long,left,long,True,1740.0,correct,N,972.0,4819179.0,4849284.0,4819179.0
221,right,short,right,short,True,1050.0,correct,N,990.0,4849284.0,4880781.0,4849284.0
222,left,long,left,long,True,1620.0,correct,N,854.0,4880781.0,4894835.0,4880781.0
223,right,short,right,short,True,1260.0,correct,N,1387.0,4894835.0,4920470.0,4894835.0
224,right,short,right,short,True,1260.0,correct,N,1156.0,4920470.0,4932048.0,4920470.0
225,left,long,left,long,True,1620.0,correct,N,824.0,4932048.0,4948548.0,4932048.0
226,left,long,right,short,True,600.0,incorrect,N,1441.0,4948548.0,4968439.0,4948548.0
227,left,long,left,long,True,1740.0,correct,N,915.0,4968439.0,4978717.0,4968439.0
228,right,short,right,short,True,600.0,correct,N,1061.0,4978717.0,4994299.0,4978717.0
229,right,short,right,short,True,1050.0,correct,N,1043.0,4994299.0,5023507.0,4994299.0
230,right,short,right,short,True,1260.0,correct,N,653.0,5023507.0,5033365.0,5023507.0
231,left,long,left,long,True,2400.0,correct,N,756.0,5033365.0,5061087.0,5033365.0
232,left,long,left,long,True,2400.0,correct,N,1219.0,5061087.0,5077965.0,5061087.0
233,right,short,right,short,True,1050.0,correct,N,877.0,5077965.0,5095717.0,5077965.0
234,left,long,left,long,True,1740.0,correct,N,915.0,5095717.0,5109436.0,5095717.0
235,left,long,left,long,True,2400.0,correct,N,706.0,5109436.0,5132590.0,5109436.0
236,left,long,left,long,True,1620.0,correct,N,1126.0,5132590.0,5155801.0,5132590.0
237,right,short,right,short,True,600.0,correct,N,944.0,5155801.0,5170666.0,5155801.0
238,right,short,left,long,True,1950.0,incorrect,N,707.0,5170666.0,5207347.0,5170666.0
239,left,short,left,short,True,1050.0,correct,S,1010.0,5207347.0,5220448.0,5207347.0
240,right,long,right,long,True,1620.0,correct,S,756.0,5220448.0,5240676.0,5220448.0
241,left,short,left,short,True,600.0,correct,S,933.0,5240676.0,5252914.0,5240676.0
242,left,short,left,short,True,1050.0,correct,S,879.0,5252914.0,5272146.0,5252914.0
243,right,long,right,long,True,1740.0,correct,S,645.0,5272146.0,5285186.0,5272146.0
244,right,long,left,short,True,1260.0,incorrect,S,766.0,5285186.0,5305857.0,5285186.0
245,left,short,left,short,True,1380.0,correct,S,876.0,5305857.0,5318211.0,5305857.0
246,right,long,left,short,True,1380.0,incorrect,S,629.0,5318211.0,5346394.0,5318211.0
247,right,long,right,long,True,1740.0,correct,S,632.0,5346394.0,5368041.0,5346394.0
248,left,short,left,short,True,600.0,correct,S,764.0,5368041.0,5383493.0,5368041.0
249,left,short,left,short,True,600.0,correct,S,988.0,5383493.0,5409369.0,5383493.0
250,right,long,left,short,True,1260.0,incorrect,S,728.0,5409369.0,5429455.0,5409369.0
251,left,short,left,short,True,1260.0,correct,S,819.0,5429455.0,5616502.0,5429455.0
252,right,long,left,short,True,600.0,incorrect,S,2679.0,5616502.0,5645042.0,5616502.0
253,,,right,long,False,1950.0,,S,,5645042.0,5665347.0,5645042.0
254,left,short,right,long,True,1950.0,incorrect,S,846.0,5665347.0,5687026.0,5665347.0
255,left,short,left,short,True,1050.0,correct,S,962.0,5687026.0,5705298.0,5687026.0
256,right,long,right,long,True,1620.0,correct,S,621.0,5705298.0,5720729.0,5705298.0
257,left,short,left,short,True,1380.0,correct,S,961.0,5720729.0,5732911.0,5720729.0
258,right,long,right,long,True,2400.0,correct,S,1024.0,5732911.0,5763805.0,5732911.0
259,right,long,right,long,True,1950.0,correct,S,760.0,5763805.0,5786455.0,5763805.0
260,left,short,right,long,True,1620.0,incorrect,S,773.0,5786455.0,5808509.0,5786455.0
261,,,left,short,False,1380.0,,S,,5808509.0,5828664.0,5808509.0
262,left,short,left,short,True,600.0,correct,S,1374.0,5828664.0,5841987.0,5828664.0
263,left,short,left,short,True,600.0,correct,S,1683.0,5841987.0,5853551.0,5841987.0
264,left,short,left,short,True,1380.0,correct,S,1181.0,5853551.0,5867351.0,5853551.0
265,left,short,left,short,True,600.0,correct,S,2205.0,5867351.0,5899179.0,5867351.0
266,right,long,right,long,True,1950.0,correct,S,803.0,5899179.0,5913152.0,5899179.0
267,left,short,right,long,True,1740.0,incorrect,S,748.0,5913152.0,5937893.0,5913152.0
268,left,short,left,short,True,1260.0,correct,S,768.0,5937893.0,5950003.0,5937893.0
269,right,long,right,long,True,2400.0,correct,S,730.0,5950003.0,5985004.0,5950003.0
270,right,long,left,short,True,1260.0,incorrect,S,866.0,5985004.0,6009948.0,5985004.0
271,,,left,short,False,600.0,,S,,6009948.0,6046481.0,6009948.0
272,left,short,left,short,True,600.0,correct,S,959.0,6046481.0,6057082.0,6046481.0
273,right,long,right,long,True,1950.0,correct,S,810.0,6057082.0,6071941.0,6057082.0
274,right,long,right,long,True,1950.0,correct,S,672.0,6071941.0,6085533.0,6071941.0
275,left,short,left,short,True,1050.0,correct,S,965.0,6085533.0,6104761.0,6085533.0
276,right,long,right,long,True,1620.0,correct,S,698.0,6104761.0,6118366.0,6104761.0
277,left,short,right,long,True,1740.0,incorrect,S,763.0,6118366.0,6140449.0,6118366.0
278,,,right,long,False,1620.0,,S,,6140449.0,6161235.0,6140449.0
279,right,long,right,long,True,2400.0,correct,S,894.0,6161235.0,6190957.0,6161235.0
280,left,short,right,long,True,1740.0,incorrect,S,1190.0,6190957.0,6211491.0,6190957.0
281,left,short,right,long,True,1950.0,incorrect,S,950.0,6211491.0,6231606.0,6211491.0
282,right,long,right,long,True,2400.0,correct,S,1246.0,6231606.0,6243846.0,6231606.0
283,right,long,left,short,True,1260.0,incorrect,S,1745.0,6243846.0,6268474.0,6243846.0
284,left,long,left,long,True,2400.0,correct,N,936.0,6268474.0,6278183.0,6268474.0
285,right,short,right,short,True,1260.0,correct,N,789.0,6278183.0,6290870.0,6278183.0
286,left,long,left,long,True,1620.0,correct,N,974.0,6290870.0,6307064.0,6290870.0
287,left,long,left,long,True,1740.0,correct,N,957.0,6307064.0,6321485.0,6307064.0
288,left,long,left,long,True,2400.0,correct,N,945.0,6321485.0,6336604.0,6321485.0
289,right,short,left,long,True,1620.0,incorrect,N,790.0,6336604.0,6372209.0,6336604.0
290,right,short,right,short,True,1260.0,correct,N,1082.0,6372209.0,6390025.0,6372209.0
291,right,short,right,short,True,1260.0,correct,N,1175.0,6390025.0,6403160.0,6390025.0
292,left,long,right,short,True,1260.0,incorrect,N,918.0,6403160.0,6439258.0,6403160.0
293,left,long,left,long,True,1740.0,correct,N,1783.0,6439258.0,6455342.0,6439258.0
294,left,long,left,long,True,1950.0,correct,N,855.0,6455342.0,6473445.0,6455342.0
295,right,short,right,short,True,1260.0,correct,N,1253.0,6473445.0,6487779.0,6473445.0
296,right,short,right,short,True,600.0,correct,N,970.0,6487779.0,6499703.0,6487779.0
297,right,short,right,short,True,1050.0,correct,N,875.0,6499703.0,6513219.0,6499703.0
298,left,long,right,short,True,1260.0,incorrect,N,979.0,6513219.0,6555561.0,6513219.0
299,,,left,long,False,1620.0,,N,,6555561.0,6577750.0,6555561.0
300,right,short,right,short,True,600.0,correct,N,1084.0,6577750.0,6587834.0,6577750.0
301,,,left,long,False,1950.0,,N,,6587834.0,6629992.0,6587834.0
302,,,left,long,False,2400.0,,N,,6629992.0,6651392.0,6629992.0
303,right,short,right,short,True,1050.0,correct,N,1586.0,6651392.0,6680392.0,6651392.0
304,left,long,left,long,True,1620.0,correct,N,812.0,6680392.0,6711229.0,6680392.0
305,right,short,right,short,True,600.0,correct,N,1001.0,6711229.0,6725194.0,6711229.0
306,left,long,left,long,True,1620.0,correct,N,847.0,6725194.0,6746735.0,6725194.0
307,right,short,right,short,True,600.0,correct,N,1026.0,6746735.0,6759748.0,6746735.0
308,left,long,right,short,True,1050.0,incorrect,N,940.0,6759748.0,6793404.0,6759748.0
309,left,long,left,long,True,2400.0,correct,N,859.0,6793404.0,6806929.0,6793404.0
310,left,long,left,long,True,1950.0,correct,N,1095.0,6806929.0,6824230.0,6806929.0
311,left,long,left,long,True,1740.0,correct,N,760.0,6824230.0,6847118.0,6824230.0
312,left,long,right,short,True,1380.0,incorrect,N,1080.0,6847118.0,6878185.0,6847118.0
313,right,short,right,short,True,600.0,correct,N,932.0,6878185.0,6896161.0,6878185.0
314,,,left,long,False,2400.0,,N,,6896161.0,6915888.0,6896161.0
315,,,right,short,False,1380.0,,N,,6915888.0,6941452.0,6915888.0
316,left,long,right,short,True,600.0,incorrect,N,1265.0,6941452.0,7022809.0,6941452.0
317,left,long,left,long,True,1620.0,correct,N,1075.0,7022809.0,7032695.0,7022809.0
318,right,short,right,short,True,1260.0,correct,N,1052.0,7032695.0,7070442.0,7032695.0
319,right,short,right,short,True,1260.0,correct,N,1137.0,7070442.0,7096404.0,7070442.0
320,left,long,left,long,True,2400.0,correct,N,921.0,7096404.0,7125112.0,7096404.0
